Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00019825,4.863417384,1.7000000000000003e-28,WBGene00019825,WBGene00019825,History: N.A.
WBGene00004915,4.844174172,3.44e-62,WBGene00004915,WBGene00004915,History: N.A.
WBGene00001005,4.819642931,4.8e-49,WBGene00001005,WBGene00001005,History: N.A.
WBGene00009946,4.790920832,1.8100000000000002e-56,WBGene00009946,WBGene00009946,History: N.A.
WBGene00004916,4.737885593,2.06e-58,WBGene00004916,WBGene00004916,History: N.A.
WBGene00017776,4.727232464,1.18e-54,WBGene00017776,WBGene00017776,History: N.A.
WBGene00009508,4.722800624,1.22e-35,WBGene00009508,WBGene00009508,History: N.A.
WBGene00017735,4.70299669,1.7799999999999998e-54,WBGene00017735,WBGene00017735,History: N.A.
WBGene00019724,4.701232055,2.86e-25,WBGene00019724,WBGene00019724,History: N.A.
WBGene00001365,4.692815738,4.100000000000001e-59,WBGene00001365,WBGene00001365,History: N.A.
WBGene00022470,4.691836836,1.04e-32,WBGene00022470,WBGene00022470,History: N.A.
WBGene00017210,4.685433654,7.5e-34,WBGene00017210,WBGene00017210,History: N.A.
WBGene00016524,4.640183357,3.54e-47,WBGene00016524,WBGene00016524,History: N.A.
WBGene00003218,4.630626954,7.0199999999999995e-93,WBGene00003218,WBGene00003218,History: N.A.
WBGene00004838,4.579937798,2.8500000000000002e-21,WBGene00004838,WBGene00004838,History: Renamed on 2008-09-15
WBGene00021676,4.571315716,5.25e-97,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00019833,4.568376594,1.48e-27,WBGene00019833,WBGene00019833,History: N.A.
WBGene00017889,4.563210935,2.38e-41,WBGene00017889,WBGene00017889,History: N.A.
WBGene00011391,4.547097129,2.53e-31,WBGene00011391,WBGene00011391,History: N.A.
WBGene00017053,4.545730141,4.49e-30,WBGene00017053,WBGene00017053,History: N.A.
WBGene00021932,4.542784122,5.82e-44,WBGene00021932,WBGene00021932,History: N.A.
WBGene00020915,4.541995998,7.21e-78,WBGene00020915,WBGene00020915,History: Renamed on 2017-08-01
WBGene00010664,4.509777842,1.78e-46,WBGene00010664,WBGene00010664,History: N.A.
WBGene00001682,4.504749013,1.55e-23,WBGene00001682,WBGene00001682,History: N.A.
WBGene00012715,4.503302053,2.3e-69,WBGene00012715,WBGene00012715,History: N.A.
WBGene00009444,4.50082785,1.99e-33,WBGene00009444,WBGene00009444,History: N.A.
WBGene00016317,4.489148237,6.63e-58,WBGene00016317,WBGene00016317,History: N.A.
WBGene00004895,4.459586253,8.539999999999999e-42,WBGene00004895,WBGene00004895,History: N.A.
WBGene00019246,4.453934441,8.18e-59,WBGene00019246,WBGene00019246,History: Renamed on 2015-03-04
WBGene00013137,4.448913708,1.97e-47,WBGene00013137,WBGene00013137,History: N.A.
WBGene00013529,4.446076377,3.91e-38,WBGene00013529,WBGene00013529,History: Renamed on 2021-12-09
WBGene00021813,4.443383544,4.769999999999998e-41,WBGene00021813,WBGene00021813,History: N.A.
WBGene00010232,4.436791922,1.0799999999999999e-69,WBGene00010232,WBGene00010232,History: N.A.
WBGene00003951,4.432566082,6.52e-66,WBGene00003951,WBGene00003951,History: N.A.
WBGene00010037,4.420475818,4.42e-56,WBGene00010037,WBGene00010037,History: N.A.
WBGene00018335,4.417731331,1.11e-64,WBGene00018335,WBGene00018335,History: N.A.
WBGene00017672,4.410359896,2.8299999999999996e-52,WBGene00017672,WBGene00017672,History: N.A.
WBGene00013270,4.406953634,1.66e-09,WBGene00013270,WBGene00013270,History: N.A.
WBGene00007762,4.40672438,9.34e-56,WBGene00007762,WBGene00007762,History: N.A.
WBGene00007974,4.402036236,4.62e-09,WBGene00007974,WBGene00007974,History: N.A.
WBGene00003236,4.400730333,2.1e-17,WBGene00003236,WBGene00003236,History: N.A.
WBGene00004355,4.388545899,8.610000000000001e-56,WBGene00004355,WBGene00004355,History: N.A.
WBGene00013436,4.378379286,2.1500000000000002e-43,WBGene00013436,WBGene00013436,History: N.A.
WBGene00002245,4.374945851,2.1700000000000007e-59,WBGene00002245,WBGene00002245,History: N.A.
WBGene00007355,4.348570612,3.88e-45,WBGene00007355,WBGene00007355,History: N.A.
WBGene00012471,4.347896924,3.28e-82,WBGene00012471,WBGene00012471,History: N.A.
WBGene00001831,4.341344512,4.19e-66,WBGene00001831,WBGene00001831,History: N.A.
WBGene00009294,4.341021921,4.2e-28,WBGene00009294,WBGene00009294,History: N.A.
WBGene00002226,4.340214727,1.73e-76,WBGene00002226,WBGene00002226,History: N.A.
WBGene00008118,4.338923542,2.8000000000000002e-33,WBGene00008118,WBGene00008118,History: N.A.
WBGene00001233,4.338868891,9.03e-41,WBGene00001233,WBGene00001233,History: N.A.
WBGene00021366,4.334193452,1.9e-21,WBGene00021366,WBGene00021366,History: N.A.
WBGene00017641,4.324240341,1.43e-71,WBGene00017641,WBGene00017641,History: N.A.
WBGene00000763,4.301344615,3.73e-57,WBGene00000763,WBGene00000763,History: N.A.
WBGene00011637,4.292784614,3.4100000000000004e-37,WBGene00011637,WBGene00011637,History: Renamed on 2018-08-01
WBGene00044204,4.288076,1.44e-16,WBGene00044204,WBGene00044204,History: N.A.
WBGene00022452,4.281611784,1.24e-43,WBGene00022452,WBGene00022452,History: N.A.
WBGene00013689,4.279253715,2.52e-53,WBGene00013689,WBGene00013689,History: N.A.
WBGene00003134,4.278369401,3.5599999999999994e-42,WBGene00003134,WBGene00003134,History: Renamed on 2006-03-01; Renamed on 2016-01-22
WBGene00000479,4.276338405,8.18e-55,WBGene00000479,WBGene00000479,History: N.A.
WBGene00012999,4.273497653,3.9299999999999997e-60,WBGene00012999,WBGene00012999,History: N.A.
WBGene00011788,4.264060861,1.05e-45,WBGene00011788,WBGene00011788,History: N.A.
WBGene00015347,4.262337255,3.7e-32,WBGene00015347,WBGene00015347,History: N.A.
WBGene00010053,4.258208504,1.14e-53,WBGene00010053,WBGene00010053,History: N.A.
WBGene00022369,4.256871858,1.94e-46,WBGene00022369,WBGene00022369,History: N.A.
WBGene00020098,4.250651025,4.07e-63,WBGene00020098,WBGene00020098,History: N.A.
WBGene00008533,4.245245552,1.42e-09,WBGene00008533,WBGene00008533,History: N.A.
WBGene00022077,4.24285472,2.3700000000000007e-43,WBGene00022077,WBGene00022077,History: N.A.
WBGene00015817,4.237554639,1.3e-63,WBGene00015817,WBGene00015817,History: N.A.
WBGene00044987,4.225621388,2.1e-27,WBGene00044987,WBGene00044987,History: N.A.
WBGene00270322,4.223436291,2.33e-53,WBGene00270322,WBGene00270322,History: N.A.
WBGene00007616,4.221668861,8.69e-49,WBGene00007616,WBGene00007616,History: N.A.
WBGene00008683,4.221611085,1.11e-37,WBGene00008683,WBGene00008683,History: N.A.
WBGene00011743,4.216959434,1.8600000000000002e-29,WBGene00011743,WBGene00011743,History: N.A.
WBGene00007195,4.21479831,1.8400000000000002e-58,WBGene00007195,WBGene00007195,History: N.A.
WBGene00008934,4.213741061,1.5399999999999999e-55,WBGene00008934,WBGene00008934,History: N.A.
WBGene00022719,4.210799053,8.47e-42,WBGene00022719,WBGene00022719,History: N.A.
WBGene00022774,4.189365493,4.8e-49,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00012360,4.186517895,2.0899999999999994e-54,WBGene00012360,WBGene00012360,History: N.A.
WBGene00000889,4.177310374,3.31e-39,WBGene00000889,WBGene00000889,History: N.A.
WBGene00000405,4.177034409,5.64e-76,WBGene00000405,WBGene00000405,History: N.A.
WBGene00006730,4.16952877,4.81e-26,WBGene00006730,WBGene00006730,History: N.A.
WBGene00013808,4.161640955,1.43e-39,WBGene00013808,WBGene00013808,History: Renamed on 2006-09-01
WBGene00016961,4.161441596,2.26e-56,WBGene00016961,WBGene00016961,History: Renamed on 2007-06-04
WBGene00016055,4.15912405,6.94e-17,WBGene00016055,WBGene00016055,History: N.A.
WBGene00015515,4.156241696,2.46e-47,WBGene00015515,WBGene00015515,History: N.A.
WBGene00012651,4.155838846,1.97e-42,WBGene00012651,WBGene00012651,History: N.A.
WBGene00004179,4.154328048,6.4e-66,WBGene00004179,WBGene00004179,History: Renamed on 2007-11-05
WBGene00021920,4.152051938,2.57e-27,WBGene00021920,WBGene00021920,History: N.A.
WBGene00001599,4.149981225,7.86e-39,WBGene00001599,WBGene00001599,History: N.A.
WBGene00013019,4.138348847,3.999999999999999e-54,WBGene00013019,WBGene00013019,History: N.A.
WBGene00020263,4.137794464,2.43e-46,WBGene00020263,WBGene00020263,History: N.A.
WBGene00021838,4.134167575,2.11e-17,WBGene00021838,WBGene00021838,History: N.A.
WBGene00007554,4.128056239,1.49e-50,WBGene00007554,WBGene00007554,History: N.A.
WBGene00016607,4.12455854,4.75e-33,WBGene00016607,WBGene00016607,History: N.A.
WBGene00011282,4.11827892,2.63e-59,WBGene00011282,WBGene00011282,History: N.A.
WBGene00006563,4.117967707,2.35e-51,WBGene00006563,WBGene00006563,History: N.A.
WBGene00000834,4.115314771,1.47e-35,WBGene00000834,WBGene00000834,History: N.A.
WBGene00004051,4.096010671,4.1e-60,WBGene00004051,WBGene00004051,History: Renamed on 2014-11-18
WBGene00012481,4.09381447,4.860000000000001e-56,WBGene00012481,WBGene00012481,History: N.A.
WBGene00021936,4.092442582,2.52e-47,WBGene00021936,WBGene00021936,History: Renamed on 2017-06-08
WBGene00001744,4.090965373,4.14e-51,WBGene00001744,WBGene00001744,History: Renamed on 2010-01-29
WBGene00000499,4.087315863,1.43e-71,WBGene00000499,WBGene00000499,History: N.A.
WBGene00006381,4.070682522,3.4e-54,WBGene00006381,WBGene00006381,History: N.A.
WBGene00011142,4.069994438,6.11e-26,WBGene00011142,WBGene00011142,History: N.A.
WBGene00006595,4.066751806,1.2e-40,WBGene00006595,WBGene00006595,History: N.A.
WBGene00008569,4.062523671,9.77e-41,WBGene00008569,WBGene00008569,History: N.A.
WBGene00003186,4.059146143,1.45e-31,WBGene00003186,WBGene00003186,History: N.A.
WBGene00021377,4.05651099,2.31e-27,WBGene00021377,WBGene00021377,History: N.A.
WBGene00022244,4.055985098,8.02e-62,WBGene00022244,WBGene00022244,History: N.A.
WBGene00009507,4.054893555,1.14e-65,WBGene00009507,WBGene00009507,History: Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00004917,4.051895397,1.54e-33,WBGene00004917,WBGene00004917,History: N.A.
WBGene00020823,4.048785471,5.64e-23,WBGene00020823,WBGene00020823,History: N.A.
WBGene00012361,4.043300852,1e-37,WBGene00012361,WBGene00012361,History: N.A.
WBGene00006647,4.041116282,2.9499999999999998e-62,WBGene00006647,WBGene00006647,History: N.A.
WBGene00006817,4.037331368,1.4200000000000001e-57,WBGene00006817,WBGene00006817,History: Renamed on 2008-06-05
WBGene00019712,4.036653167,1.51e-46,WBGene00019712,WBGene00019712,History: N.A.
WBGene00016440,4.033865791,7.249999999999999e-48,WBGene00016440,WBGene00016440,History: N.A.
WBGene00009128,4.033334032,1.7599999999999997e-23,WBGene00009128,WBGene00009128,History: N.A.
WBGene00007579,4.029620929,3.1e-41,WBGene00007579,WBGene00007579,History: N.A.
WBGene00021192,4.029528579,7.71e-67,WBGene00021192,WBGene00021192,History: N.A.
WBGene00004952,4.02911641,2.3e-69,WBGene00004952,WBGene00004952,History: N.A.
WBGene00022852,4.027795251,2.7400000000000004e-43,WBGene00022852,WBGene00022852,History: N.A.
WBGene00002032,4.022481824,8.86e-74,WBGene00002032,WBGene00002032,History: N.A.
WBGene00013674,4.020811625,1.2699999999999999e-54,WBGene00013674,WBGene00013674,History: N.A.
WBGene00006440,4.019781375,1.43e-55,WBGene00006440,WBGene00006440,History: Renamed on 2021-04-19
WBGene00001166,4.018988714,3.3e-40,WBGene00001166,WBGene00001166,History: Renamed on 2010-08-03
WBGene00045434,4.018985015,1.49e-19,WBGene00045434,WBGene00045434,History: N.A.
WBGene00009013,4.018729204,1.5400000000000002e-31,WBGene00009013,WBGene00009013,History: N.A.
WBGene00022099,4.017039656,2.6399999999999998e-40,WBGene00022099,WBGene00022099,History: N.A.
WBGene00012972,4.012237782,1.53e-51,WBGene00012972,WBGene00012972,History: N.A.
WBGene00016702,4.011281064,1.49e-44,WBGene00016702,WBGene00016702,History: N.A.
WBGene00021698,4.008349004,1.15e-63,WBGene00021698,WBGene00021698,History: N.A.
WBGene00016145,4.00746085,1.1500000000000001e-29,WBGene00016145,WBGene00016145,History: N.A.
WBGene00013729,4.00622458,8.05e-58,WBGene00013729,WBGene00013729,History: N.A.
WBGene00012276,4.004719547,1.11e-51,WBGene00012276,WBGene00012276,History: N.A.
WBGene00001234,3.99878411,1.69e-44,WBGene00001234,WBGene00001234,History: N.A.
WBGene00017686,3.992585349,7.83e-58,WBGene00017686,WBGene00017686,History: N.A.
WBGene00011111,3.989856282,2.2699999999999993e-46,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00012676,3.989248737,2.2e-43,WBGene00012676,WBGene00012676,History: N.A.
WBGene00020287,3.987471818,3.28e-32,WBGene00020287,WBGene00020287,History: N.A.
WBGene00001372,3.986429574,5.24e-50,WBGene00001372,WBGene00001372,History: N.A.
WBGene00219619,3.978896878,3e-24,WBGene00219619,WBGene00219619,History: N.A.
WBGene00009188,3.977782595,3.34e-31,WBGene00009188,WBGene00009188,"History: Split into F27D4.12(WBGene00303056). History of WBGene00009188: Split into ""WBGene00303056"" on 2018-03-02"
WBGene00012982,3.977654375,3.4300000000000004e-43,WBGene00012982,WBGene00012982,History: N.A.
WBGene00008921,3.976185862,2.22e-59,WBGene00008921,WBGene00008921,History: N.A.
WBGene00021721,3.974061942,4.95e-40,WBGene00021721,WBGene00021721,History: N.A.
WBGene00003041,3.972238634,8.18e-59,WBGene00003041,WBGene00003041,History: N.A.
WBGene00043984,3.970484839,2.9e-15,WBGene00043984,WBGene00043984,History: N.A.
WBGene00016889,3.969197333,1.79e-40,WBGene00016889,WBGene00016889,History: N.A.
WBGene00010303,3.96904796,1.4200000000000001e-57,WBGene00010303,WBGene00010303,History: N.A.
WBGene00043993,3.965323876,1.61e-09,WBGene00043993,WBGene00043993,History: N.A.
WBGene00021248,3.964295296,3.38e-51,WBGene00021248,WBGene00021248,History: N.A.
WBGene00016277,3.961869692,1.66e-46,WBGene00016277,WBGene00016277,History: N.A.
WBGene00020030,3.956811141,1.23e-39,WBGene00020030,WBGene00020030,History: N.A.
WBGene00007720,3.954043782,2.7899999999999998e-24,WBGene00007720,WBGene00007720,History: N.A.
WBGene00009993,3.951532609,9.99e-33,WBGene00009993,WBGene00009993,History: N.A.
WBGene00021648,3.949589869,9.999999999999999e-29,WBGene00021648,WBGene00021648,History: N.A.
WBGene00004386,3.944425558,5.01e-37,WBGene00004386,WBGene00004386,History: N.A.
WBGene00002324,3.943918305,7.45e-21,WBGene00002324,WBGene00002324,History: N.A.
WBGene00001975,3.943167081,8.76e-18,WBGene00001975,WBGene00001975,History: N.A.
WBGene00016182,3.94150356,8.8e-39,WBGene00016182,WBGene00016182,History: N.A.
WBGene00012897,3.939149272,1.08e-39,WBGene00012897,WBGene00012897,History: N.A.
WBGene00007784,3.937007759,8.09e-50,WBGene00007784,WBGene00007784,History: N.A.
WBGene00019600,3.936487136,3.7e-51,WBGene00019600,WBGene00019600,History: N.A.
WBGene00004323,3.933952785,4.26e-28,WBGene00004323,WBGene00004323,History: N.A.
WBGene00020189,3.930255708,8.52e-25,WBGene00020189,WBGene00020189,History: N.A.
WBGene00021327,3.917577396,7e-28,WBGene00021327,WBGene00021327,History: N.A.
WBGene00020695,3.904699149,6.96e-60,WBGene00020695,WBGene00020695,History: N.A.
WBGene00013532,3.900595816,1.55e-08,WBGene00013532,WBGene00013532,History: N.A.
WBGene00021191,3.899682104,1.05e-42,WBGene00021191,WBGene00021191,History: N.A.
WBGene00011976,3.893221591,2.84e-20,WBGene00011976,WBGene00011976,History: N.A.
WBGene00008409,3.892906721,8.58e-32,WBGene00008409,WBGene00008409,History: N.A.
WBGene00021785,3.892696489,1.01e-32,WBGene00021785,WBGene00021785,History: N.A.
WBGene00003415,3.891590759,9.09e-48,WBGene00003415,WBGene00003415,History: Renamed on 2010-01-29; Renamed on 2015-03-25
WBGene00013553,3.890618627,1.29e-14,WBGene00013553,WBGene00013553,History: N.A.
WBGene00003788,3.890395701,4.609999999999999e-48,WBGene00003788,WBGene00003788,History: N.A.
WBGene00019898,3.888383509,6.51e-26,WBGene00019898,WBGene00019898,History: N.A.
WBGene00011560,3.887563575,8.64e-60,WBGene00011560,WBGene00011560,History: N.A.
WBGene00017238,3.88617569,1.36e-31,WBGene00017238,WBGene00017238,History: N.A.
WBGene00018891,3.884743533,2.71e-51,WBGene00018891,WBGene00018891,History: N.A.
WBGene00017293,3.880118445,1.3e-19,WBGene00017293,WBGene00017293,History: N.A.
WBGene00044423,3.878777221,6.61e-14,WBGene00044423,WBGene00044423,History: N.A.
WBGene00020463,3.876911681,1.59e-69,WBGene00020463,WBGene00020463,History: N.A.
WBGene00009159,3.873128675,6.64e-36,WBGene00009159,WBGene00009159,History: N.A.
WBGene00020953,3.872568612,5.54e-25,WBGene00020953,WBGene00020953,History: N.A.
WBGene00022399,3.870198408,1.08e-37,WBGene00022399,WBGene00022399,History: N.A.
WBGene00004706,3.869973773,3.95e-37,WBGene00004706,WBGene00004706,History: N.A.
WBGene00017268,3.867671877,3.5299999999999996e-45,WBGene00017268,WBGene00017268,History: N.A.
WBGene00020284,3.864660168,4.94e-57,WBGene00020284,WBGene00020284,History: N.A.
WBGene00019767,3.860447177,3.5e-47,WBGene00019767,WBGene00019767,History: N.A.
WBGene00007443,3.852617259,3.47e-21,WBGene00007443,WBGene00007443,History: N.A.
WBGene00000935,3.850354056,6.15e-44,WBGene00000935,WBGene00000935,History: N.A.
WBGene00001090,3.846208891,1.63e-53,WBGene00001090,WBGene00001090,History: N.A.
WBGene00003183,3.845318771,8.42e-28,WBGene00003183,WBGene00003183,History: N.A.
WBGene00014205,3.844886171,4.65e-07,WBGene00014205,WBGene00014205,History: N.A.
WBGene00184990,3.843739599,1.36e-31,WBGene00184990,WBGene00184990,History: N.A.
WBGene00001661,3.842691726,2.7900000000000002e-33,WBGene00001661,WBGene00001661,History: N.A.
WBGene00004388,3.840504574,1.1e-34,WBGene00004388,WBGene00004388,History: N.A.
WBGene00019129,3.839765857,4.53e-31,WBGene00019129,WBGene00019129,History: N.A.
WBGene00001946,3.839235384,2.07e-35,WBGene00001946,WBGene00001946,History: N.A.
WBGene00011087,3.837578781,1.31e-54,WBGene00011087,WBGene00011087,History: N.A.
WBGene00012550,3.836348756,1.19e-39,WBGene00012550,WBGene00012550,History: Renamed on 2018-11-12
WBGene00012209,3.835338019,1.29e-29,WBGene00012209,WBGene00012209,History: N.A.
WBGene00006706,3.833340176,4.58e-45,WBGene00006706,WBGene00006706,History: N.A.
WBGene00008397,3.828936153,2.0000000000000002e-23,WBGene00008397,WBGene00008397,History: N.A.
WBGene00021560,3.828296183,1.28e-44,WBGene00021560,WBGene00021560,History: N.A.
WBGene00012243,3.824322845,1.88e-36,WBGene00012243,WBGene00012243,History: N.A.
WBGene00004380,3.824160945,1.05e-21,WBGene00004380,WBGene00004380,History: N.A.
WBGene00001154,3.823473196,2.04e-20,WBGene00001154,WBGene00001154,History: N.A.
WBGene00017919,3.823346055,8.02e-13,WBGene00017919,WBGene00017919,History: N.A.
WBGene00018064,3.822775292,3.84e-36,WBGene00018064,WBGene00018064,History: N.A.
WBGene00021443,3.818525684,2.48e-31,WBGene00021443,WBGene00021443,History: N.A.
WBGene00002047,3.817904276,2.0400000000000002e-66,WBGene00002047,WBGene00002047,History: N.A.
WBGene00012472,3.817384098,1.97e-57,WBGene00012472,WBGene00012472,History: N.A.
WBGene00015329,3.816128715,7.060000000000001e-36,WBGene00015329,WBGene00015329,History: N.A.
WBGene00003799,3.81467693,4.85e-46,WBGene00003799,WBGene00003799,History: N.A.
WBGene00044236,3.813576716,1.3e-14,WBGene00044236,WBGene00044236,History: N.A.
WBGene00002075,3.806144647,4.81e-44,WBGene00002075,WBGene00002075,History: Renamed on 2015-03-05
WBGene00007403,3.80379204,2.63e-24,WBGene00007403,WBGene00007403,History: N.A.
WBGene00022599,3.799056019,1.6699999999999998e-45,WBGene00022599,WBGene00022599,History: N.A.
WBGene00012528,3.798638002,1.13e-39,WBGene00012528,WBGene00012528,History: N.A.
WBGene00016142,3.797251817,2.27e-41,WBGene00016142,WBGene00016142,History: N.A.
WBGene00004206,3.793759981,2.03e-32,WBGene00004206,WBGene00004206,History: Renamed on 2009-12-03
WBGene00007110,3.790858547,4.940000000000002e-44,WBGene00007110,WBGene00007110,History: N.A.
WBGene00010844,3.78992736,1.7500000000000002e-43,WBGene00010844,WBGene00010844,History: N.A.
WBGene00016166,3.785094576,6.8100000000000005e-31,WBGene00016166,WBGene00016166,History: N.A.
WBGene00017085,3.783304734,2.08e-31,WBGene00017085,WBGene00017085,History: N.A.
WBGene00001862,3.779710323,1.48e-50,WBGene00001862,WBGene00001862,History: N.A.
WBGene00007029,3.768173379,3.66e-30,WBGene00007029,WBGene00007029,History: N.A.
WBGene00004702,3.767778763,1.5299999999999999e-34,WBGene00004702,WBGene00004702,History: N.A.
WBGene00019126,3.767435891,5.87e-28,WBGene00019126,WBGene00019126,"History: Split into F59E12.17(WBGene00302971). History of WBGene00019126: Split into ""WBGene00302971"" on 2018-03-06"
WBGene00022453,3.766459883,1.2e-27,WBGene00022453,WBGene00022453,History: N.A.
WBGene00015007,3.765832226,1.25e-47,WBGene00015007,WBGene00015007,History: N.A.
WBGene00001511,3.763624466,1.23e-44,WBGene00001511,WBGene00001511,History: Renamed on 2017-02-17
WBGene00013188,3.7599577,1.81e-27,WBGene00013188,WBGene00013188,History: N.A.
WBGene00013435,3.759245383,3.32e-52,WBGene00013435,WBGene00013435,History: N.A.
WBGene00006574,3.756498509,1.54e-16,WBGene00006574,WBGene00006574,History: N.A.
WBGene00013150,3.752793278,3.480000000000001e-29,WBGene00013150,WBGene00013150,History: N.A.
WBGene00013109,3.749101135,1.12e-26,WBGene00013109,WBGene00013109,History: N.A.
WBGene00001997,3.74859982,2.46e-30,WBGene00001997,WBGene00001997,History: N.A.
WBGene00002221,3.744679859,3.899999999999999e-55,WBGene00002221,WBGene00002221,History: N.A.
WBGene00010896,3.743252125,9.07e-44,WBGene00010896,WBGene00010896,History: Renamed on 2005-03-17
WBGene00014151,3.741960088,4.5e-59,WBGene00014151,WBGene00014151,History: N.A.
WBGene00003904,3.741930804,2.23e-39,WBGene00003904,WBGene00003904,History: Renamed on 2007-02-23
WBGene00014576,3.740822731,2.08e-33,WBGene00014576,WBGene00014576,History: N.A.
WBGene00010621,3.740682184,2.89e-50,WBGene00010621,WBGene00010621,History: N.A.
WBGene00017304,3.734941633,1.03e-14,WBGene00017304,WBGene00017304,History: N.A.
WBGene00004312,3.730589741,9.84e-37,WBGene00004312,WBGene00004312,History: N.A.
WBGene00022787,3.730524904,5.78e-26,WBGene00022787,WBGene00022787,History: N.A.
WBGene00002219,3.730491035,7.97e-51,WBGene00002219,WBGene00002219,History: N.A.
WBGene00019946,3.728496564,2.3600000000000002e-29,WBGene00019946,WBGene00019946,History: N.A.
WBGene00001412,3.724387879,1.4900000000000002e-27,WBGene00001412,WBGene00001412,History: N.A.
WBGene00012647,3.724231035,6.21e-20,WBGene00012647,WBGene00012647,History: N.A.
WBGene00008140,3.724133917,1.71e-28,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00005324,3.722014601,3.48e-17,WBGene00005324,WBGene00005324,History: N.A.
WBGene00022775,3.721463574,5.23e-53,WBGene00022775,WBGene00022775,History: N.A.
WBGene00002998,3.720450874,1.0400000000000001e-43,WBGene00002998,WBGene00002998,History: N.A.
WBGene00008131,3.72028026,2.88e-35,WBGene00008131,WBGene00008131,History: N.A.
WBGene00001808,3.718787098,3.4700000000000003e-31,WBGene00001808,WBGene00001808,History: N.A.
WBGene00020896,3.713440423,9.36e-35,WBGene00020896,WBGene00020896,"History: Split into T28D9.16(WBGene00270303). History of WBGene00020896: Split into ""WBGene00270303"" on 2016-07-01"
WBGene00013724,3.71292349,1.91e-22,WBGene00013724,WBGene00013724,History: N.A.
WBGene00002228,3.712899484,4.8599999999999994e-61,WBGene00002228,WBGene00002228,History: N.A.
WBGene00022531,3.709036812,9.18e-65,WBGene00022531,WBGene00022531,History: N.A.
WBGene00008457,3.706575638,6.44e-12,WBGene00008457,WBGene00008457,History: N.A.
WBGene00020652,3.704033782,1.37e-42,WBGene00020652,WBGene00020652,History: N.A.
WBGene00003078,3.699283899,1.36e-15,WBGene00003078,WBGene00003078,History: N.A.
WBGene00013688,3.699011743,2.2399999999999993e-40,WBGene00013688,WBGene00013688,History: N.A.
WBGene00010132,3.698657292,2.35e-37,WBGene00010132,WBGene00010132,History: N.A.
WBGene00004340,3.698607938,5.67e-37,WBGene00004340,WBGene00004340,History: N.A.
WBGene00001029,3.696916962,7.46e-51,WBGene00001029,WBGene00001029,History: N.A.
WBGene00010845,3.69055511,3.9e-47,WBGene00010845,WBGene00010845,History: Renamed on 2022-10-03
WBGene00011648,3.689599396,6.58e-30,WBGene00011648,WBGene00011648,History: Renamed on 2013-05-21
WBGene00007788,3.684537117,2.58e-60,WBGene00007788,WBGene00007788,History: N.A.
WBGene00185089,3.683517308,7.789999999999999e-46,WBGene00185089,WBGene00185089,History: N.A.
