# 133 Genes with CSR-1-bound 22G RNA Homology,,,,,,,,,,,,,,,
gene ID,gene name,cosmid ID,Description (from Wormbase),log2FoldChange (SIN vs WT),Padj,gene length,N2 rep1 counts,N2 rep2 counts,N2 rpkm,WT rep1 counts,WT rep2 counts,WT rpkm,SIN rep1 counts,SIN rep2 counts,SIN rpkm,Input,Suggested Match,History
WBGene00011580,ddx-19,T07D4.4,"ddx-19 encodes a DEAD-box helicase; ddx-19(RNAi) in a mpk-1(ga111ts) mutant background results in germline developmental defects, including disruption of membrane organization in pachytene cells and disorganized oocytes; DDX-19 can be phosphorylated by murine ERK2 in vitro, suggesting that it is a substrate for the RTK-RAS-ERK pathway in vivo; consistent with this, DDX-19 phosphorylation is absent in mpk-1 mutant animals; DDX-19 localizes to perinuclear P granules.",1.073116981,5.2199999999999995e-23,3787.0,8079.0,6827.0,44.96455346,7854.0,6238.0,49.02631147,17875.0,14173.0,113.1979446,WBGene00011580,WBGene00011580,History: N.A.
WBGene00001110,duo-1,F38B7.5,"duo-1 encodes a protein predicted to have ubiquitinyl hydrolase activity, based on protein domain information.",1.964313792,1.01e-56,2822.0,2617.0,2052.0,18.880133,3108.0,2405.0,25.7014682,13203.0,10465.0,112.1843509,WBGene00001110,WBGene00001110,History: N.A.
WBGene00011696,eea-1,T10G3.5,"eea-1 encodes a coiled-coil protein that is the C. elegans ortholog of early endosome antigen 1 (EEA1); eea-1 activity is required for wild-type levels of endocytosis; a fusion protein between EEA-1 FYVE domains and GFP binds endosomal/vacuolar membranes in wild-type worms but not in those lacking vps-34 activity, suggesting that, like its human ortholog, C. elegans EEA-1 binds phosphatidylinositol 3-phosphate (PtdIns 3-P) in vivo; EEA-1 reporter fusion proteins localize to early endosomes.",1.092151075,2.44e-09,4856.0,4512.0,3483.0,18.78369335,3610.0,2598.0,16.75204215,8793.0,5860.0,40.12189089,WBGene00011696,WBGene00011696,History: N.A.
WBGene00020652,egg-4,T21E3.1,"egg-4 encodes a pseudotyrosine phosphatase; egg-4, along with egg-5 which also encodes a pseudotyrosine phosphatase, are required for the egg-to-oocyte transition and embryonic development; EGG-4 and EGG-5 function to negatively regulate the activity of the MBK-2 DYRK family kinase by sequestering MBK-2 at the oocyte cortex and, in the case of EGG-4, by inhibiting its enzymatic activity; EGG-4 physically interacts with MBK-2 and in in vitro assays, appears to function as a mixed-type inhibitor of MBK-2 kinase activity; EGG-4 localizes to the oocyte cortex and nuclei.",1.057494347,3.43e-11,2363.0,2730.0,2033.0,22.98453647,3674.0,2652.0,35.08581521,8180.0,6194.0,81.23679268,WBGene00020652,WBGene00020652,History: N.A.
WBGene00001214,ego-1,F26A3.3,"ego-1 encodes a homolog of RNA-directed RNA polymerase; ego-1 is essential for several aspects of germline development such as proliferation, heterochromatin assembly on unpaired DNA during meiosis, and gametogenesis; ego-1 is also required for RNAi in the germ line; EGO-1 is detected in nuclear extracts.",1.037089011,7.83e-25,5212.0,7194.0,6657.0,30.39836056,7184.0,5866.0,33.0386796,15758.0,13118.0,74.23392406,WBGene00001214,WBGene00001214,History: N.A.
WBGene00001401,fbf-1,H12I13.4,"fbf-1 encodes an RNA-binding protein that is one of 12 C. elegans members of the PUF family (Pumilio and FBF) of translational regulators; FBF-1 is nearly identical to FBF-2 with which it is largely redundant in regulating two aspects of germline development: 1) maintenance of stem cell proliferation, and 2) the hermaphroditic switch between spermatogenesis and oogenesis; FBF-1 also plays a role in regulating adaptation in the AWC chemosensory neuron by binding and enhancing translation of the egl-4 mRNA; in maintaining germline stem cells, the FBF proteins, acting through NOS-3, negatively regulate the activity of gld-1 mRNA, which encodes a translational repressor required for meiotic entry; in regulating the sperm-to-oocyte switch, the FBFs act downstream of GLD-3 to negatively regulate the activity of fem-3 mRNA, which encodes a novel protein required for germline sex determination; consistent with their role in germline development, FBF-1 and FBF-2 are expressed in the germline cytoplasm, becoming enriched in the mitotic region during the L4 larval and adult stages.",2.557559121,2.1500000000000002e-79,2221.0,758.0,753.0,7.789955304,874.0,669.0,9.134486133,5214.0,4897.0,61.25584886,WBGene00001401,WBGene00001401,History: N.A.
WBGene00001402,fbf-2,F21H12.5,"fbf-2 encodes an RNA-binding protein that is one of 12 C. elegans members of the PUF family (Pumilio and FBF) of translational regulators; FBF-2 is nearly identical to FBF-1 with which it is largely redundant in regulating two aspects of germline development: 1)maintenance of stem cell proliferation, and 2)the hermaphroditic switch between spermatogenesis and oogenesis; in maintaining germline stem cells, the FBF proteins, acting through NOS-3, negatively regulate the activity of gld-1 mRNA, which encodes a translational repressor required for meiotic entry; in regulating the sperm-to-oocyte switch, the FBFs act downstream of GLD-3 to negatively regulate the activity of fem-3 mRNA, which encodes a novel protein required for germline sex determination; consistent with their role in germline development, FBF-1 and FBF-2 are expressed in the germline cytoplasm, becoming enriched in the mitotic region during the L4 larval and adult stages.",1.975258371,3.87e-20,2482.0,576.0,773.0,6.250301486,748.0,616.0,7.254944951,3318.0,2983.0,34.10713827,WBGene00001402,WBGene00001402,History: N.A.
WBGene00011513,fbxa-197,T06C12.4,fbxa-197 encodes an F-box A protein,1.146084615,2.65e-08,1360.0,377.0,378.0,6.357484321,386.0,347.0,7.149833523,1059.0,771.0,17.94574653,WBGene00011513,WBGene00011513,History: N.A.
WBGene00017981,figl-1,F32D1.1,"figl-1 encodes an homolog of human SPASTIN (OMIM:604277, mutated in spastic paraplegia), FIDGETIN (OMIM:605295, mutated in fidget mice), and FIDGETIN-LIKE-1, and of Drosophila SPASTIN; recombinant FIGL-1 protein has N-ethylmaleimide-sensitive ATPase activity in vitro, which is strongly dependent on the C368 residue immediately C-terminal to its Walker A motif; figl-1 is required for persistence of the germline in RNAi assays.",1.27763499,9.07e-20,2039.0,2194.0,1809.0,22.41916374,1994.0,1419.0,21.92031756,5057.0,3956.0,59.09920526,WBGene00017981,WBGene00017981,History: N.A.
WBGene00021698,frl-1,Y48G9A.4,"frl-1 encodes a homolog of human FMNL1 (also known as human leukocyte formin) and FMNL2-3, and a paralog of human DAAM1-2; FRL-1 enables Wnt-directed planar cell polarity; FRL-1 is required for the fully asymmetrical division of B.a versus B.p cells, though this requirement is quantitatively weak.",1.061383288,1.52e-09,3858.0,1959.0,1323.0,9.687158418,1770.0,1423.0,10.91139441,4042.0,3295.0,25.46293684,WBGene00021698,WBGene00021698,History: N.A.
WBGene00001526,gck-1,T19A5.2,"gck-1 encodes one of eight C. elegans germinal center kinases (GCKs) that are members of the Ste20-related family of kinases; GCK-1 is the sole C. elegans GCK-III subfamily member; during reproductive development, GCK-1 functions in the germ line to regulate oocyte development by inhibiting activation of a specific MPK-1 isoform, MPK-1a, and by negatively regulating physiological germline apoptosis; GCK-1 physically interacts with MPK-1a in vitro suggesting that, in vivo, GCK-1 inhibits MPK-1a by a direct interaction.",1.083187031,1.15e-13,6007.0,4588.0,3318.0,15.00160271,3975.0,3070.0,15.42781362,8513.0,7684.0,36.23055585,WBGene00001526,WBGene00001526,History: N.A.
WBGene00001598,glh-1,T21G5.3,"glh-1 encodes a putative DEAD-box RNA helicase that contains four CCHC zinc fingers and is homologous to Drosophila VASA, a germ-line-specific, ATP-dependent RNA helicase; at permissive temperature, GLH-1 is required redundantly with GLH-4 for proper germ-line development and  fertility, specifically for regulating the normal extent of germ-line proliferation, oogenesis, and the production of functional sperm; GLH-1 activity is also likely required for the wild-type morphology of P granules and for localization of several protein components, such as PGL-1, but not for accumulation of P granule mRNAs; GLH-1 interacts in vivo with CSN-5, a COP9 signalosome component, and in vitro with itself and with KGB-1, a JNK-like MAP kinase, ZYX-1, a LIM domain-containing zyxin homologue, and GLH-3; GLH-1 is a constitutive P granule component and thus, with the exception of mature sperm, is expressed in germ cells at all stages of development; consistent with its P granule localization, GLH-1 is cytoplasmic in oocytes and the early embryo, while perinuclear in all later developmental stages as well as in the distal and medial regions of the hermaphrodite gonad; GLH-1 is also expressed in males.",1.54479938,1.62e-23,2560.0,13733.0,14700.0,127.3122687,21024.0,17874.0,200.9438129,61951.0,63208.0,659.7542348,WBGene00001598,WBGene00001598,History: N.A.
WBGene00001660,gop-1,C34E10.3,"gop-1 encodes a protein orthologous to human CLEC16A (C-type lectin domain family 16, member A).",1.228722456,9.19e-31,2962.0,2371.0,2144.0,17.43016254,2406.0,2019.0,19.74247827,6014.0,5207.0,50.82906201,WBGene00001660,WBGene00001660,History: N.A.
WBGene00001688,gpr-1,F22B7.13,"gpr-1 encodes an extremely similar (97% identity) paralog of GPR-2; GPR-1 (and GPR-2) proteins have two N-terminal tetratricopeptide-like motifs and a C-terminal GoLoco/GPR (G protein regulatory) motif, the latter of which has also been found in mammalian AGS3 and Drosophila Pins; GPR-1 is required for normally asymmetrical cleavage of one-cell embryos; GPR-1 and GPR-2 form a high molecular weight (~700 kDa) complex that includes LIN-5; GPR-1 binds GDP-bound GOA-1 via a GoLoco/GPR motif, and depends on RIC-8 for this binding; GPR-1/2, GOA-1, and LIN-5 colocalize at the cortex of early embryos; cortical enrichment of GPR-1 requires LIN-5, PAR-2, PAR-3, and LET-99; the asymmetric distribution of GPR-1/2 and LET-99 in EMS cells is dependent on MES-1/SRC-1 signaling; GPR-1/2 is co-immunoprecipitated with RIC-8 and GPA-16.",3.409162702,3.39e-161,1690.0,649.0,612.0,8.53729609,863.0,676.0,11.98868137,10391.0,8085.0,146.140118,WBGene00001688,WBGene00001688,History: N.A.
WBGene00001689,gpr-2,C38C10.4,"gpr-2 encodes a protein containing a GPR (G Protein Regulator)/GoLoco motif characteristic of guanine nucleotide exchange factors specific for G-alpha GTPases; GPR-2 appears to function redundantly during early embryogenesis and germ-line development to regulate chromosome and spindle movements during cell division; GPR-2 likely acts as a positive regulator of G protein signaling and specifically, may regulate GOA-1 signaling in the embryo; GPR-2 forms a protein complex with the nearly identical GPR-1 and with LIN-5, a coiled-coil protein that is required for proper localization of GPR-2 to the cell cortex and spindle asters of the early embryo; in addition, proper GPR-2/GPR-1/LIN-5 localization between the P2 and EMS blastomeres at the four-cell stage, which may contribute to spindle positioning in EMS, requires the MES-1/SRC-1 tyrosine kinase signaling pathway; GPR-2 is believed to act downstream of, or in parallel to, PAR-3, a PDZ domain-containing protein, in mitotic spindle positioning in the early embryo.",2.999691957,1.08e-116,1740.0,899.0,734.0,10.71585258,1141.0,936.0,15.75488728,10694.0,8086.0,144.1330477,WBGene00001689,WBGene00001689,History: N.A.
WBGene00011819,hal-2,T16H12.11,hal-2 encodes a protein that participates in homolog alignment during meiosis,1.736781965,3.81e-40,1274.0,1660.0,1666.0,29.89758386,2614.0,1967.0,47.23339917,9292.0,7462.0,175.9845025,WBGene00011819,WBGene00011819,History: N.A.
WBGene00001831,hcp-3,F58A4.3,"The hcp-3 gene encodes a centromere protein (CENP)-A homolog required for kinetochore function; inactivation of hcp-3 in one-cell embryos by RNAi causes a complete loss of kinetochores, with total failure of chromosomes to segregate properly during mitosis, to recruit components to the kinetochore other than HCP-3, or to assemble a stable mitotic spindle; in addition, HCP-4 fails to localize properly to the kinetochore in hcp-3(RNAi) embryos.",1.814912815,1.1800000000000001e-64,1013.0,4260.0,3750.0,90.38228579,7277.0,5595.0,167.1128663,27534.0,21783.0,651.1581492,WBGene00001831,WBGene00001831,History: N.A.
WBGene00001832,hcp-4,T03F1.9,"The hcp-4 gene encodes a centromere protein (CENP)-C homolog, holocentric protein (HCP)-4.",1.077999434,5.5e-09,2762.0,8114.0,5489.0,56.08430331,8462.0,6209.0,69.67748048,19846.0,14376.0,165.2172789,WBGene00001832,WBGene00001832,History: Renamed on 2015-03-05
WBGene00001865,him-6,T04A11.6,"him-6 encodes a RecQ-like ATP-dependent DNA helicase orthologous to human BLM (OMIM:604610, mutated in Bloom syndrome); HIM-6 is required for normal levels of recombination during meiosis and as such, loss of HIM-6 function results in an increased frequency of genotypically XO males and inviable aneuoploid embryos as a result of higher levels of chromosome nondisjunction; HIM-6 interacts both genetically and in vitro with TOP-3, DNA topoisomerase IIIalpha, with which it functions to regulate genomic stability during germ-line mitosis; HIM-6 is expressed primarily in the germ line.",1.049665093,7.44e-08,3127.0,3320.0,2299.0,20.4693349,3081.0,2462.0,23.36226142,7639.0,5162.0,54.45712586,WBGene00001865,WBGene00001865,History: N.A.
WBGene00017769,hmgs-1,F25B4.6,"F25B4.6 is orthologous to the human gene 3-HYDROXY-3-METHYLGLUTARYL COA SYNTHASE (HMGCS2; OMIM:600234), which when mutated leads to disease.",1.116557131,6.56e-10,1534.0,909.0,987.0,14.1706559,1040.0,992.0,17.63013688,2626.0,2275.0,42.86808741,WBGene00017769,WBGene00017769,History: Renamed on 2005-03-17
WBGene00002032,htp-1,F41H10.10,"htp-1 encodes a HORMA domain-containing protein that, along with HTP-2 and HTP-3 is one of three HIM-3 paralogs encodes by the C. elegans genome; during meiosis, HTP-1 functions to regulate the association of synaptonemal complex proteins with properly aligned homologous chromosomes, thus ensuring productive recombination events, chiasma formation, and meiotic chromosome segregation.",2.294340073,3.45e-135,1228.0,3659.0,3207.0,63.90553699,4453.0,3488.0,85.13255406,22719.0,19575.0,462.0321224,WBGene00002032,WBGene00002032,History: N.A.
WBGene00002036,hum-2,F36D4.3,"hum-2 is orthologous to the human gene MYOSIN HEAVY CHAIN 12 (MYO5A; OMIM:160777), which when mutated leads to disease.",1.439252307,1.49e-28,7394.0,9186.0,6781.0,24.62117069,8263.0,6850.0,26.99304321,24036.0,20776.0,81.31209389,WBGene00002036,WBGene00002036,History: N.A.
WBGene00002047,icp-1,Y39G10AR.13,"icp-1 gene encodes a 'chromosomal passenger protein'; inactivation of icp-1 by RNAi leads to a complete failure of chromosome segregation during the first mitotic division of embryonic development; ICP-1 forms a protein complex with CSC-1, BIR-1, and AIR-2; in vitro, ICP-1 stimulates AIR-2 protein kinase activity; ICP-1 localizes to meiotic and mitotic chromosomes and to the spindle midzone.",1.468210669,1.68e-21,2490.0,6647.0,4686.0,51.85941044,7106.0,5367.0,65.81401707,21382.0,16714.0,204.5493103,WBGene00002047,WBGene00002047,History: N.A.
WBGene00008848,inft-2,F15B9.4,"inft-2 encodes an inverted formin, based on protein domain information",2.410064435,9.45e-101,3728.0,5808.0,4573.0,31.77804874,6944.0,5215.0,42.8384045,38224.0,32658.0,254.9904795,WBGene00008848,WBGene00008848,History: N.A.
WBGene00015698,kca-1,C10H11.10,kca-1 encodes a cargo adaptor for t he kinesin-1 complex,1.012332804,2.56e-14,1407.0,4656.0,4259.0,72.46499037,5630.0,4427.0,94.1208394,12701.0,9375.0,209.3542604,WBGene00015698,WBGene00015698,History: N.A.
WBGene00002225,klp-15,M01E11.6,"klp-15 encodes a C-terminal motor kinesin orthologous to the Drosophila melanogaster Ncd and Saccharomyces cerevisiae Kar3; however KLP-15 along with KLP-3, KLP-16 and KLP-17 form an unique subgroup based on amino acid sequence and secondary structure analysis",2.359097322,1.99e-112,2020.0,6397.0,5638.0,68.10242538,8708.0,7007.0,102.5717344,49688.0,38865.0,586.1104348,WBGene00002225,WBGene00002225,History: N.A.
WBGene00002226,klp-16,C41G7.2,"klp-16 encodes a C-terminal motor kinesin orthologous to the Drosophila melanogaster Ncd and Saccharomyces cerevisiae Kar3; however KLP-16 along with KLP-3, KLP-15 and KLP-17 form an unique subgroup based on amino acid sequence and secondary structure analysis; klp-16 is involved in development of the nervous system in embryos and in chromosome segregation; in situ RNA hybridization experiments indicate that klp-16 is localized in the anterior nervous system in the head region of late embryos.",2.468881305,2.8699999999999997e-112,2079.0,5925.0,5362.0,62.08086486,8423.0,6913.0,97.36374266,52936.0,40845.0,602.8127276,WBGene00002226,WBGene00002226,History: N.A.
WBGene00002228,klp-18,C06G3.2,"klp-18 encodes a kinesin motor protein whose motor domain is most similar to that of the Xenopus and human klp2 proteins; loss of klp-18 activity via RNAi indicates that KLP-18 is required for the assembly of a disordered array of acentrosomal (female meiotic) microtubules into an organized, functional, bipolar spindle; in addition, KLP-18 may also play a role in cortex dynamics during post-meiotic development; antibody staining indicates that during meiosis and mitosis (early embryonic) KLP-18 localizes to: 1) spindles, and especially spindle poles, during prometaphase, metaphase, and early anaphase, and 2) the interzone during late anaphase and telophase; in early embryos, KLP-18 is also seen around the nucleus and cell cortex at sites of cell-cell contact; KLP-18 expression in later embryos and larvae is confined to the germ line which, in adults, stains brightly in both distal and proximal regions.",1.849723372,1.82e-77,3197.0,6172.0,5714.0,42.52746635,9422.0,7500.0,69.74517898,36481.0,29810.0,277.6516394,WBGene00002228,WBGene00002228,History: N.A.
WBGene00002229,klp-19,Y43F4B.6,"klp-19 encodes a plus-end-directed microtubule motor protein that is most closely related to motors of the kinesin-4 family; KLP-19 activity is essential for embryonic and larval development and is required for generating a force that aligns sister chromatid kinetochores  directly opposite the spindle poles thus ensuring proper holocentric chromosome segregation; KLP-19 expression is detected in embryos and in the gonad, where it is most strongly expressed in distal mitotic nuclei and in late meiotic prophase nucleoplasm; during meiosis and mitosis, KLP-19 expression is dynamic and is detected in the nucleoplasm, the spindle body, in association with condensed chromosomes (particularly between homologous chromosomes), and in the spindle interzone.",1.264565952,3.64e-14,3597.0,11939.0,8352.0,64.26844538,13877.0,10543.0,89.22635138,37457.0,27441.0,240.6764737,WBGene00002229,WBGene00002229,History: N.A.
WBGene00002219,klp-7,K11D9.1,"klp-7 encodes two isoforms of a kinesin, related to XKCM1/MCAK, that is required to pull mitotic spindles asymmetrically to the posterior, probably by means of their posterior spindle poles, at the end of anaphase during the first embryonic mitosis.",3.116673516,1.22e-257,2614.0,7381.0,6606.0,61.17629624,9645.0,7704.0,87.46950519,90231.0,74660.0,845.0244106,WBGene00002219,WBGene00002219,History: N.A.
WBGene00002368,let-99,K08E7.3,"let-99 encodes a protein with a DEP domain (Domain found in Dishevelled, Egl-10, and Pleckstrin); LET-99 has no obvious homologs in non-nematodes, but has a truncated paralog (LRG-1) in C. elegans; LET-99 is required for the mitotic spindle to be properly oriented with respect to the axis of cellular polarity, both during anterior migration and rotation of the nuclear-centrosome complex and during anaphase; let-99 mutants exhibit hyperactive nuclear movement and abnormal anaphase spindle pole behavior; LET-99 is mislocalized in par-2 and par-3 mutants; like other proteins containing DEP domains, LET-99 may act as part of a G protein signalling pathway (e.g., the one controlling spindle position).",1.449862645,9.4e-51,2274.0,6589.0,5926.0,62.92673165,8201.0,6466.0,84.9428358,23747.0,19548.0,255.0040596,WBGene00002368,WBGene00002368,History: N.A.
WBGene00003034,lin-49,F42A9.2,"lin-49 encodes a protein orthologous to human BRD1 (bromodomain containing 1) and BRPF1 (bromodomain and PHD finger containing,",1.134924649,1.02e-19,4119.0,5731.0,4392.0,28.03584624,4483.0,3583.0,25.80886015,10506.0,8713.0,62.51031667,WBGene00003034,WBGene00003034,History: N.A.
WBGene00002994,lin-5,T09A5.10,"lin-5 encodes a novel protein with a centrally located alpha-helical coiled-coil domain and ten potential proline-directed kinase phosphorylation sites; LIN-5 activity is required for mitosis and cytokinesis at all stages of development and specifically, for spindle positioning, chromosome alignment and segregation, and perhaps also for blocking exit from mitosis when chromosome segregation fails; LIN-5, which is expressed maternally, embryonically, and during larval stages, localizes to the cell periphery and, in a microtubule-dependent manner, to the meiotic spindle and the asters and kinetochore microtubules of the mitotic spindle; in regulating spindle function, LIN-5 interacts with two G protein regulators, GPR-1 and GPR-2, which require LIN-5 activity for localization to the spindle and cell cortex; additionally, LIN-5 interacts in vitro with itself, the coiled-coil protein LFI-1, GEI-16, and several other novel proteins; genetic studies indicate that in regulating embryonic spindle function, lin-5 acts downsteam of par-2, par-3, mes-1, and src-1 and upstream of gpr-1, gpr-2, goa-1, and gpa-16.",1.089828177,3.58e-18,2811.0,9184.0,7097.0,66.07968673,10320.0,8071.0,86.12436052,23607.0,18844.0,202.0512084,WBGene00002994,WBGene00002994,History: N.A.
WBGene00016889,lst-6,C52E12.4,lst-6 encodes a protein orthologous to human DENND5A (DENN/MADD domain containing 5A) and DENND5B (DENN/MADD domain containing 5B).,1.113197193,5.1200000000000004e-27,4882.0,5310.0,4826.0,23.74265793,4822.0,3725.0,23.03044566,10872.0,9038.0,54.64144988,WBGene00016889,WBGene00016889,History: N.A.
WBGene00020168,mct-5,T02G5.12,"mct-5 encodes a protein orthologous to SLC16A14 (solute carrier family 16, member 14), SLC16A9 (solute carrier family 16, member 9), SLC16A11 (solute carrier family 16, member 11) and SLC16A13 (solute carrier family 16, member 13).",1.055253284,3.19e-18,1978.0,3200.0,3162.0,36.82586674,3318.0,2612.0,39.47909739,7058.0,6240.0,90.26993247,WBGene00020168,WBGene00020168,History: N.A.
WBGene00003218,mep-1,M04B2.1,"mep-1 encodes a zinc-finger protein; mep-1 is required for oocyte development and for maintenance of somatic versus germline differentiation; mep-1 is involved in posttranscriptional repression of the fem-3 mRNA via its 3' UTR in vivo and is also more broadly required for larval development; MEP-1 interacts with MOG-1, MOG-4, and MOG-5 and binds RNA nonspecifically; MEP-1 is a nuclear protein.",1.990002057,9.37e-51,3047.0,11684.0,8540.0,75.66558967,10804.0,8178.0,81.85947981,44035.0,38965.0,365.7646994,WBGene00003218,WBGene00003218,History: N.A.
WBGene00022531,morc-1,ZC155.3,morc-1 encodes a protein orthologous to human MORC1 (MORC family CW-type zinc finger 1) and MORC2 (MORC family CW-type zinc finger 2).,1.749332741,2.48e-41,2852.0,5728.0,4436.0,40.66084309,6236.0,4654.0,50.13486249,22535.0,17657.0,188.4272771,WBGene00022531,WBGene00022531,History: N.A.
