Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00011531,2.433299608,1.18e-26,WBGene00011531,WBGene00011531,"History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
WBGene00018192,2.433191276,3.5e-14,WBGene00018192,WBGene00018192,History: N.A.
WBGene00014728,2.431514182,5.49e-39,WBGene00014728,WBGene00014728,History: N.A.
WBGene00019342,2.430887337,1.16e-10,WBGene00019342,WBGene00019342,History: N.A.
WBGene00003978,2.430106975,3.81e-27,WBGene00003978,WBGene00003978,History: N.A.
WBGene00012671,2.429710137,1.5e-09,WBGene00012671,WBGene00012671,History: N.A.
WBGene00019146,2.426726122,8.5e-21,WBGene00019146,WBGene00019146,History: N.A.
WBGene00016871,2.426367914,3.17e-10,WBGene00016871,WBGene00016871,History: Renamed on 2013-04-16
WBGene00016627,2.425008845,1.19e-08,WBGene00016627,WBGene00016627,History: N.A.
WBGene00000768,2.423205756,3.04e-14,WBGene00000768,WBGene00000768,History: N.A.
WBGene00012688,2.422253342,9.94e-10,WBGene00012688,WBGene00012688,History: N.A.
WBGene00010586,2.421125385,7.42e-18,WBGene00010586,WBGene00010586,History: N.A.
WBGene00007375,2.419568011,1.51e-26,WBGene00007375,WBGene00007375,"History: Split into C06C3.12(WBGene00175031). History of WBGene00007375: Split into ""WBGene00175031"" on 2008-12-09"
WBGene00010454,2.419418308,3.18e-20,WBGene00010454,WBGene00010454,History: N.A.
WBGene00044500,2.416062215,8.65e-13,WBGene00044500,WBGene00044500,History: N.A.
WBGene00016488,2.411503484,4.46e-09,WBGene00016488,WBGene00016488,History: N.A.
WBGene00219278,2.410524798,9.13e-26,WBGene00219278,WBGene00219278,History: N.A.
WBGene00000518,2.403735987,2.5e-23,WBGene00000518,WBGene00000518,History: N.A.
WBGene00018760,2.402210935,4.14e-36,WBGene00018760,WBGene00018760,History: N.A.
WBGene00009205,2.401468635,1.4e-10,WBGene00009205,WBGene00009205,History: N.A.
WBGene00006902,2.399002657,4.18e-28,WBGene00006902,WBGene00006902,History: N.A.
WBGene00017219,2.397004784,2.61e-30,WBGene00017219,WBGene00017219,History: N.A.
WBGene00016589,2.39662865,2.53e-125,WBGene00016589,WBGene00016589,History: N.A.
WBGene00022070,2.39375556,8.019999999999999e-207,WBGene00022070,WBGene00022070,History: N.A.
WBGene00004155,2.392556062,4.64e-18,WBGene00004155,WBGene00004155,History: N.A.
WBGene00014594,2.391879215,6.74e-08,WBGene00014594,WBGene00014594,History: N.A.
WBGene00010119,2.391326512,2.02e-12,WBGene00010119,WBGene00010119,History: N.A.
WBGene00045062,2.391309332,1.99e-187,WBGene00045062,WBGene00045062,History: N.A.
WBGene00011060,2.390217039,1.09e-11,WBGene00011060,WBGene00011060,History: N.A.
WBGene00012222,2.38902944,4.74e-35,WBGene00012222,WBGene00012222,History: N.A.
WBGene00019434,2.388512779,7.14e-58,WBGene00019434,WBGene00019434,History: N.A.
WBGene00011433,2.384987966,1.53e-101,WBGene00011433,WBGene00011433,History: N.A.
WBGene00000554,2.383508187,2.29e-11,WBGene00000554,WBGene00000554,History: N.A.
WBGene00015534,2.38279331,3.67e-63,WBGene00015534,WBGene00015534,History: N.A.
WBGene00185098,2.381496303,6.08e-29,WBGene00185098,WBGene00185098,History: N.A.
WBGene00018203,2.380217463,4.46e-18,WBGene00018203,WBGene00018203,History: N.A.
WBGene00003546,2.375593195,7.57e-15,WBGene00003546,WBGene00003546,History: N.A.
WBGene00003182,2.375315382,5.25e-20,WBGene00003182,WBGene00003182,History: N.A.
WBGene00006599,2.374598958,1.11e-15,WBGene00006599,WBGene00006599,History: Renamed on 2011-03-29
WBGene00020176,2.374096027,4.699999999999998e-41,WBGene00020176,WBGene00020176,History: N.A.
WBGene00194896,2.373415003,2.5e-26,WBGene00194896,WBGene00194896,History: N.A.
WBGene00018456,2.3733012,5.47e-10,WBGene00018456,WBGene00018456,History: N.A.
WBGene00019069,2.371991773,2.46e-41,WBGene00019069,WBGene00019069,History: N.A.
WBGene00011880,2.367461138,5.55e-09,WBGene00011880,WBGene00011880,History: N.A.
WBGene00022308,2.365593362,7.7e-193,WBGene00022308,WBGene00022308,History: N.A.
WBGene00003977,2.365417332,1.86e-09,WBGene00003977,WBGene00003977,History: N.A.
WBGene00008986,2.363342492,3.16e-22,WBGene00008986,WBGene00008986,History: N.A.
WBGene00007547,2.361462158,2.24e-08,WBGene00007547,WBGene00007547,History: N.A.
WBGene00086555,2.36033062,3.14e-16,WBGene00086555,WBGene00086555,History: N.A.
WBGene00008086,2.358624669,1.53e-54,WBGene00008086,WBGene00008086,History: N.A.
WBGene00009779,2.358588664,3.38e-09,WBGene00009779,WBGene00009779,History: N.A.
WBGene00008500,2.357668093,1.01e-58,WBGene00008500,WBGene00008500,History: N.A.
WBGene00206377,2.357625836,8.93e-101,WBGene00206377,WBGene00206377,History: N.A.
WBGene00013563,2.356098248,7.32e-11,WBGene00013563,WBGene00013563,History: N.A.
WBGene00004256,2.354009912,1.35e-23,WBGene00004256,WBGene00004256,History: N.A.
WBGene00015771,2.350551673,1.19e-20,WBGene00015771,WBGene00015771,History: N.A.
WBGene00017033,2.349977602,1.93e-26,WBGene00017033,WBGene00017033,History: N.A.
WBGene00010138,2.349516225,8.39e-18,WBGene00010138,WBGene00010138,History: Split into F56A8.9(WBGene00185001). History of WBGene00010138: N.A.
WBGene00017979,2.349395544,9.82e-13,WBGene00017979,WBGene00017979,History: N.A.
WBGene00003754,2.34810848,5.78e-18,WBGene00003754,WBGene00003754,History: N.A.
WBGene00021001,2.347104303,4.9e-185,WBGene00021001,WBGene00021001,History: N.A.
WBGene00002189,2.343723571,2.03e-16,WBGene00002189,WBGene00002189,History: N.A.
WBGene00015955,2.343181229,3.76e-36,WBGene00015955,WBGene00015955,History: N.A.
WBGene00001118,2.342294953,1.05e-08,WBGene00001118,WBGene00001118,History: Renamed on 2023-05-05
WBGene00009632,2.340306085,5.72e-30,WBGene00009632,WBGene00009632,History: N.A.
WBGene00007600,2.339145569,6.94e-12,WBGene00007600,WBGene00007600,History: N.A.
WBGene00006513,2.337238596,6.63e-29,WBGene00006513,WBGene00006513,History: N.A.
WBGene00020666,2.334908714,1.9900000000000003e-31,WBGene00020666,WBGene00020666,History: N.A.
WBGene00022954,2.333390869,3.07e-10,WBGene00022954,WBGene00022954,History: N.A.
WBGene00007856,2.3314811,6.63e-24,WBGene00007856,WBGene00007856,History: N.A.
WBGene00013795,2.331122368,1.54e-260,WBGene00013795,WBGene00013795,History: N.A.
WBGene00013603,2.330282935,3.18e-30,WBGene00013603,WBGene00013603,History: N.A.
WBGene00002176,2.327947863,1.15e-23,WBGene00002176,WBGene00002176,History: N.A.
WBGene00220146,2.327057101,1.11e-16,WBGene00220146,WBGene00220146,History: N.A.
WBGene00000903,2.325728273,9.01e-16,WBGene00000903,WBGene00000903,History: N.A.
WBGene00007378,2.32549899,3.7e-46,WBGene00007378,WBGene00007378,History: N.A.
WBGene00013547,2.32514715,2.22e-185,WBGene00013547,WBGene00013547,History: N.A.
WBGene00020214,2.32484484,3.3e-39,WBGene00020214,WBGene00020214,History: N.A.
WBGene00009635,2.324829724,3.55e-14,WBGene00009635,WBGene00009635,History: N.A.
WBGene00008622,2.324128071,3.61e-79,WBGene00008622,WBGene00008622,History: N.A.
WBGene00019266,2.323634417,1.08e-10,WBGene00019266,WBGene00019266,History: N.A.
WBGene00004048,2.323584904,2.58e-13,WBGene00004048,WBGene00004048,History: N.A.
WBGene00020129,2.323052332,1.6e-40,WBGene00020129,WBGene00020129,History: N.A.
WBGene00197009,2.322826475,2.76e-21,WBGene00197009,WBGene00197009,History: N.A.
WBGene00044961,2.322634889,2.01e-21,WBGene00044961,WBGene00044961,History: N.A.
WBGene00012190,2.317975143,1.82e-21,WBGene00012190,WBGene00012190,"History: Split into W02A2.9(WBGene00044280). History of WBGene00012190: Split into ""WBGene00044280"" on 2005-04-05"
WBGene00010931,2.31508774,2.48e-21,WBGene00010931,WBGene00010931,History: N.A.
WBGene00007779,2.306924979,3.33e-29,WBGene00007779,WBGene00007779,History: N.A.
WBGene00000267,2.303608586,7.38e-09,WBGene00000267,WBGene00000267,History: N.A.
WBGene00006615,2.302807411,1.06e-15,WBGene00006615,WBGene00006615,History: N.A.
WBGene00021726,2.302474865,6.24e-42,WBGene00021726,WBGene00021726,History: N.A.
WBGene00012271,2.301391392,1.18e-16,WBGene00012271,WBGene00012271,History: N.A.
WBGene00021194,2.297584487,8.52e-18,WBGene00021194,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00006750,2.297373881,2.57e-11,WBGene00006750,WBGene00006750,History: N.A.
WBGene00011371,2.296625173,2.73e-11,WBGene00011371,WBGene00011371,History: N.A.
WBGene00005707,2.296246845,1.55e-13,WBGene00005707,WBGene00005707,History: N.A.
WBGene00003480,2.295666723,8.66e-10,WBGene00003480,WBGene00003480,History: N.A.
WBGene00015041,2.291809286,1.48e-16,WBGene00015041,WBGene00015041,History: N.A.
WBGene00194955,2.291032303,6.77e-135,WBGene00194955,WBGene00194955,History: N.A.
WBGene00194850,2.290074289,1.53e-12,WBGene00194850,WBGene00194850,History: N.A.
WBGene00004455,2.289241321,5.81e-87,WBGene00004455,WBGene00004455,History: N.A.
WBGene00001188,2.288582987,7.840000000000001e-33,WBGene00001188,WBGene00001188,History: N.A.
WBGene00010940,2.288133582,1.3899999999999998e-23,WBGene00010940,WBGene00010940,History: N.A.
WBGene00011049,2.283786951,7.62e-41,WBGene00011049,WBGene00011049,History: N.A.
WBGene00185077,2.283130811,9.83e-178,WBGene00185077,WBGene00185077,History: N.A.
WBGene00013497,2.28109939,5.54e-08,WBGene00013497,WBGene00013497,History: N.A.
WBGene00008223,2.281084995,1.87e-09,WBGene00008223,WBGene00008223,History: N.A.
WBGene00002222,2.280359303,1.19e-80,WBGene00002222,WBGene00002222,"History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
WBGene00219725,2.279250734,2.89e-49,WBGene00219725,WBGene00219725,History: N.A.
WBGene00019906,2.278768907,8.85e-55,WBGene00019906,WBGene00019906,History: N.A.
WBGene00001859,2.278464609,5.6e-222,WBGene00001859,WBGene00001859,History: N.A.
WBGene00013672,2.278280826,1.53e-08,WBGene00013672,WBGene00013672,History: N.A.
WBGene00007487,2.2741254,7.63e-10,WBGene00007487,WBGene00007487,History: N.A.
WBGene00021747,2.2740041,1.43e-20,WBGene00021747,WBGene00021747,History: N.A.
WBGene00220104,2.271071227,1.57e-14,WBGene00220104,WBGene00220104,History: N.A.
WBGene00000795,2.270283143,1.1099999999999999e-39,WBGene00000795,WBGene00000795,History: N.A.
WBGene00018309,2.268764317,2.51e-63,WBGene00018309,WBGene00018309,History: N.A.
WBGene00003674,2.268357293,5.1200000000000015e-43,WBGene00003674,WBGene00003674,History: N.A.
WBGene00019082,2.264133941,6.5900000000000005e-22,WBGene00019082,WBGene00019082,History: N.A.
WBGene00020306,2.263443446,1.03e-28,WBGene00020306,WBGene00020306,History: N.A.
WBGene00007988,2.262813453,1.05e-32,WBGene00007988,WBGene00007988,History: N.A.
WBGene00000069,2.261792238,6.22e-12,WBGene00000069,WBGene00000069,History: N.A.
WBGene00016885,2.261079653,4.01e-83,WBGene00016885,WBGene00016885,History: N.A.
WBGene00000368,2.259684024,1.85e-16,WBGene00000368,WBGene00000368,History: Renamed on 2015-03-05
WBGene00206536,2.258070912,9.59e-132,WBGene00206536,WBGene00206536,History: N.A.
WBGene00013914,2.255039304,2.48e-46,WBGene00013914,WBGene00013914,History: N.A.
WBGene00196573,2.252235347,5.15e-111,WBGene00196573,WBGene00196573,History: N.A.
WBGene00194994,2.251516201,1.95e-14,WBGene00194994,WBGene00194994,History: N.A.
WBGene00003402,2.250610832,2e-36,WBGene00003402,WBGene00003402,History: N.A.
WBGene00206517,2.250579039,2.56e-41,WBGene00206517,WBGene00206517,History: N.A.
WBGene00020471,2.249170212,6.12e-10,WBGene00020471,WBGene00020471,History: N.A.
WBGene00017751,2.246859005,6.51e-19,WBGene00017751,WBGene00017751,History: N.A.
WBGene00189980,2.243328737,5.62e-174,WBGene00189980,WBGene00189980,History: N.A.
WBGene00016435,2.24313859,2.01e-10,WBGene00016435,WBGene00016435,History: N.A.
WBGene00017898,2.241240368,3.98e-09,WBGene00017898,WBGene00017898,History: N.A.
WBGene00016997,2.239355786,8.11e-23,WBGene00016997,WBGene00016997,History: Renamed on 2017-04-04
WBGene00016111,2.236997611,1.04e-76,WBGene00016111,WBGene00016111,History: N.A.
WBGene00019491,2.236720319,4.52e-09,WBGene00019491,WBGene00019491,History: N.A.
WBGene00015271,2.236634961,4.94e-60,WBGene00015271,WBGene00015271,History: N.A.
WBGene00006585,2.234769251,2.54e-08,WBGene00006585,WBGene00006585,History: N.A.
WBGene00012461,2.234326356,4.74e-09,WBGene00012461,WBGene00012461,History: N.A.
WBGene00022178,2.234302795,1.74e-34,WBGene00022178,WBGene00022178,History: N.A.
WBGene00044387,2.232845017,1.91e-16,WBGene00044387,WBGene00044387,History: N.A.
WBGene00006616,2.231392016,5.69e-175,WBGene00006616,WBGene00006616,History: N.A.
WBGene00022248,2.230951601,1.69e-25,WBGene00022248,WBGene00022248,History: N.A.
WBGene00015614,2.23030259,5.87e-44,WBGene00015614,WBGene00015614,History: N.A.
WBGene00008478,2.230286682,8.39e-15,WBGene00008478,WBGene00008478,History: N.A.
WBGene00011817,2.228860513,1.74e-07,WBGene00011817,WBGene00011817,History: N.A.
WBGene00014351,2.228287691,2.39e-08,WBGene00014351,WBGene00014351,History: N.A.
WBGene00019996,2.227562308,6.53e-28,WBGene00019996,WBGene00019996,History: N.A.
WBGene00022877,2.227407811,1.2300000000000002e-21,WBGene00022877,WBGene00022877,History: N.A.
WBGene00009963,2.227384004,2.19e-12,WBGene00009963,WBGene00009963,History: N.A.
WBGene00023239,2.22597136,4.21e-10,WBGene00023239,WBGene00023239,History: N.A.
WBGene00011112,2.224554094,2.34e-18,WBGene00011112,WBGene00011112,History: N.A.
WBGene00044217,2.223875485,9.94e-153,WBGene00044217,WBGene00044217,History: N.A.
WBGene00017291,2.221953694,1.45e-15,WBGene00017291,WBGene00017291,History: N.A.
WBGene00022512,2.22180486,1.88e-30,WBGene00022512,WBGene00022512,History: N.A.
WBGene00019540,2.218968235,2.43e-77,WBGene00019540,WBGene00019540,History: N.A.
WBGene00001666,2.218277984,1.24e-34,WBGene00001666,WBGene00001666,History: N.A.
WBGene00008932,2.21514883,1.64e-15,WBGene00008932,WBGene00008932,History: N.A.
WBGene00022026,2.214172079,5.86e-17,WBGene00022026,WBGene00022026,History: N.A.
WBGene00020118,2.210516455,7.090000000000001e-27,WBGene00020118,WBGene00020118,History: N.A.
WBGene00012993,2.210054111,2.81e-14,WBGene00012993,WBGene00012993,History: N.A.
WBGene00018943,2.209279091,3.57e-18,WBGene00018943,WBGene00018943,History: N.A.
WBGene00003043,2.209199801,4.459999999999999e-48,WBGene00003043,WBGene00003043,History: N.A.
WBGene00013534,2.208338147,2.52e-20,WBGene00013534,WBGene00013534,History: N.A.
WBGene00015217,2.207136899,6.01e-09,WBGene00015217,WBGene00015217,History: Renamed on 2010-11-23
WBGene00020572,2.206225888,2.31e-15,WBGene00020572,WBGene00020572,History: N.A.
WBGene00018578,2.206056311,8.23e-18,WBGene00018578,WBGene00018578,History: N.A.
WBGene00008942,2.205547769,1.58e-15,WBGene00008942,WBGene00008942,History: N.A.
WBGene00012763,2.204549555,4.45e-11,WBGene00012763,WBGene00012763,History: N.A.
WBGene00015647,2.202017096,7.26e-12,WBGene00015647,WBGene00015647,History: N.A.
WBGene00206421,2.200646066,1.23e-28,WBGene00206421,WBGene00206421,History: N.A.
WBGene00013830,2.200576017,7.85e-81,WBGene00013830,WBGene00013830,History: N.A.
WBGene00023395,2.199608615,1.42e-12,WBGene00023395,WBGene00023395,History: N.A.
WBGene00009609,2.199119229,2.56e-31,WBGene00009609,WBGene00009609,History: N.A.
