# Note: The workbook which this sheet was a part of contained links which did not update.
gene,OP50_N2_1,OP50_N2_1(rpm),OP50_N2_2,OP50_N2_2(rpm),OP50_hj41_1,OP50_hj41_1(rpm),OP50_hj41_2,OP50_hj41_2(rpm),average of OP50_N2,average of OP50_hj41,average rpm of OP50_N2,average rpm of OP50_hj41,Input,Suggested Match,History
Y48G1A.6,215,7.77147834193811,246,8.83642875947209,306,9.02231244403623,262,10.0453640204123,230.5,284.0,8.3039535507051,9.53383823222428,Y48G1A.6,WBGene00021661,Sequence name for WBGene00021661(mbtr-1). History: N.A.
F20G4.1,1237,44.7131102743137,1334,47.9178697769746,1508,44.4628992340086,1316,50.4568666063459,1285.5,1412.0,46.3154900256442,47.4598829201773,F20G4.1,WBGene00008990,Sequence name for WBGene00008990(smgl-1). History: N.A.
Y39A3CL.7,1971,71.2445758695814,2178,78.2347229192285,2398,70.7042654928068,2182,83.6602453913729,2074.5,2290.0,74.739649394405,77.1822554420899,Y39A3CL.7,WBGene00021443,Public name for WBGene00021443. History: N.A.
Y65B4BL.2,1673,60.4729454235463,1915,68.7876466438579,2478,73.0630399879797,2066,79.2126796418774,1794.0,2272.0,64.6302960337021,76.1378598149285,Y65B4BL.2,WBGene00022034,Sequence name for WBGene00022034(deps-1). History: N.A.
F56A6.1,2228,80.5342034690144,2524,90.6631958898681,3152,92.9357151098111,2554,97.9231286569966,2376.0,2853.0,85.5986996794412,95.4294218834038,F56A6.1,WBGene00018921,Sequence name for WBGene00018921(sago-2). History: Renamed on 2014-03-26
C18E3.7,9205,332.727712267629,9420,338.37056469198,12410,365.904893563692,9633,369.339662628366,9312.5,11021.5,335.549138479805,367.622278096029,C18E3.7,WBGene00004093,Sequence name for WBGene00004093(ppw-1). History: Renamed on 2011-10-14
Y34D9A.3,671,24.2542417090254,686,24.6414232886092,859,25.3273411419187,722,27.682262682205,678.5,790.5,24.4478324988173,26.5048019120618,Y34D9A.3,WBGene00021329,Public name for WBGene00021329. History: N.A.
Y92H12BL.1,437,15.7959815601254,454,16.3078807187005,543,16.0101818859859,464,17.7902629979821,445.5,503.5,16.0519311394129,16.900222441984,Y92H12BL.1,WBGene00022363,Public name for WBGene00022363. History: N.A.
Y76B12C.2,628,22.6999460406378,748,26.868490699533,815,24.0300151695736,690,26.455347992689,688.0,752.5,24.7842183700854,25.2426815811313,Y76B12C.2,WBGene00022296,Sequence name for WBGene00022296(xpc-1). History: N.A.
F59H5.1,394,14.2416858917377,458,16.4515624871472,543,16.0101818859859,421,16.141596383945,426.0,482.0,15.3466241894425,16.0758891349654,F59H5.1,WBGene00019130,Sequence name for WBGene00019130(gbas-1). History: N.A.
F15E6.1,13660,493.759972794765,15955,573.110653891777,19859,585.536283745476,15431,591.641267935049,14807.5,17645.0,533.435313343271,588.588775840262,F15E6.1,WBGene00017482,Sequence name for WBGene00017482(set-9). History: N.A.
Y73B3A.1,4290,155.068102729835,4971,178.560517737137,6301,185.782976176053,4997,191.590396984734,4630.5,5649.0,166.814310233486,188.686686580394,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
Y54E10BR.4,380,13.7356361392394,379,13.6138475603249,448,13.2091371729681,415,15.9115498796608,379.5,431.5,13.6747418497822,14.5603435263144,Y54E10BR.4,WBGene00021843,Public name for WBGene00021843. History: N.A.
Y105E8A.21,1167,42.1828615118222,1223,43.9307007025787,1544,45.5243477568364,1152,44.1689288225764,1195.0,1348.0,43.0567811072005,44.8466382897064,Y105E8A.21,WBGene00013679,Public name for WBGene00013679. History: N.A.
Y92H12A.5,949,34.3029439372059,959,34.4477039850965,1103,32.521603352196,935,35.8489135842959,954.0,1019.0,34.3753239611512,34.1852584682459,Y92H12A.5,WBGene00022361,Public name for WBGene00022361. History: N.A.
Y38C1AA.1,553,19.9889652236827,581,20.8697768668833,622,18.3394716999691,562,21.5476892346249,567.0,592.0,20.429371045283,19.943580467297,Y38C1AA.1,WBGene00021394,Public name for WBGene00021394. History: N.A.
C48B4.4,508,18.3623767335096,561,20.1513680246498,621,18.3099870187794,521,19.9757047886825,534.5,571.0,19.2568723790797,19.142845903731,C48B4.4,WBGene00000421,Sequence name for WBGene00000421(ced-7). History: N.A.
C35B1.2,567,20.495014976181,600,21.5522652670051,726,21.4058785436938,652,24.9983867988887,583.5,689.0,21.023640121593,23.2021326712913,C35B1.2,WBGene00016432,Public name for WBGene00016432. History: N.A.
Y51H7C.11,890,32.1703056945345,1011,36.3155669749036,1207,35.5880101959207,945,36.2323244247697,950.5,1076.0,34.242936334719,35.9101673103452,Y51H7C.11,WBGene00021789,Sequence name for WBGene00021789(nol-6). History: Renamed on 2010-02-05
Y47G6A.11,893,32.2787449272127,954,34.2681017745381,1077,31.7550016412648,864,33.1266966169323,923.5,970.5,33.2734233508754,32.4408491290985,Y47G6A.11,WBGene00003422,Sequence name for WBGene00003422(msh-6). History: N.A.
Y50D4A.1,728,26.3145871299114,817,29.3470012052386,981,28.9244722470573,840,32.2065105997953,772.5,910.5,27.830794167575,30.5654914234263,Y50D4A.1,WBGene00021735,Public name for WBGene00021735. History: N.A.
B0261.2,1217,43.990182056459,1238,44.4695073342538,1528,45.0525928578018,1263,48.424789151835,1227.5,1395.5,44.2298446953564,46.7386910048184,B0261.2,WBGene00002583,Sequence name for WBGene00002583(let-363). History: Renamed on 2014-09-04; Renamed on 2014-10-09; Renamed on 2015-01-08; Renamed on 2015-03-05; Renamed on 2015-03-10
Y75B8A.22,1468,53.0629311905355,1546,55.5330035046498,1961,57.819459812925,1531,58.7001996765316,1507.0,1746.0,54.2979673475927,58.2598297447283,Y75B8A.22,WBGene00006571,Sequence name for WBGene00006571(tim-1). History: N.A.
Y47G6A.29,861,31.1220597786452,964,34.6273061956548,1263,37.2391523425417,948,36.3473476769118,912.5,1105.5,32.87468298715,36.7932500097267,Y47G6A.29,WBGene00003060,"Public name for Dead gene WBGene00021652. History of WBGene00021652: Merged into ""WBGene00003060"" on 2014-09-03"
F53H1.1,896,32.3871841598909,852,30.6042166791472,1028,30.3102522629714,846,32.4365571040795,874.0,937.0,31.4957004195191,31.3734046835255,F53H1.1,WBGene00018776,Sequence name for WBGene00018776(ddx-46). History: N.A.
Y54E5B.2,635,22.952970916887,683,24.5336619622741,867,25.563218591436,698,26.762076665068,659.0,782.5,23.7433164395805,26.162647628252,Y54E5B.2,WBGene00013204,Public name for WBGene00013204. History: N.A.
C01A2.5,198,7.1569893567616,216,7.75881549612183,233,6.86993071719099,220,8.43503849042257,207.0,226.5,7.45790242644172,7.65248460380678,C01A2.5,WBGene00007217,Sequence name for WBGene00007217(tads-1). History: N.A.
Y39G10AR.14,883,31.9172808182853,931,33.4419316059696,1201,35.4111021087827,887,34.0085415500219,907.0,1044.0,32.6796062121275,34.7098218294023,Y39G10AR.14,WBGene00003156,Sequence name for WBGene00003156(mcm-4). History: Renamed on 2015-03-03; Renamed on 2015-03-03
Y47D3A.29,1383,49.990486264653,1602,57.5445482629036,1837,54.163359345407,1490,57.1282152305892,1492.5,1663.5,53.7675172637783,55.6457872879981,Y47D3A.29,WBGene00012936,Sequence name for WBGene00012936(pola-1). History: N.A.
Y66D12A.17,1004,36.2909965363063,1087,39.0455205753909,1264,37.2686370237314,1024,39.2612700645123,1045.5,1144.0,37.6682585558486,38.2649535441218,Y66D12A.17,WBGene00013443,Sequence name for WBGene00013443(such-1). History: Renamed on 2013-09-25
R02F11.4,570,20.6034542088592,585,21.01345863533,716,21.1110317317972,588,22.5445574198567,577.5,652.0,20.8084564220946,21.8277945758269,R02F11.4,WBGene00019842,Public name for WBGene00019842. History: N.A.
Y49E10.11,439,15.8682743819108,447,16.0564376239188,546,16.0986359295548,492,18.8638133513087,443.0,519.0,15.9623560029148,17.4812246404318,Y49E10.11,WBGene00013034,Sequence name for WBGene00013034(tat-1). History: N.A.
F23C8.9,866,31.3027918331088,908,32.615761437401,1069,31.5191241917475,907,34.7753632309694,887.0,988.0,31.9592766352549,33.1472437113584,F23C8.9,WBGene00017738,Sequence name for WBGene00017738(tipn-1). History: N.A.
Y47G6A.28,1055,38.1344634918358,1323,47.5227449137462,1464,43.1655732616635,1246,47.7729907230296,1189.0,1355.0,42.828604202791,45.4692819923466,Y47G6A.28,WBGene00006440,Sequence name for WBGene00006440(nefr-1). History: Renamed on 2021-04-19
F57C9.4,600,21.6878465356412,623,22.3784354355736,771,22.7326891972285,650,24.921704630794,611.5,710.5,22.0331409856074,23.8271969140113,F57C9.4,WBGene00019011,Public name for WBGene00019011. History: N.A.
F10F2.1,1408,50.8941465369714,1527,54.850515104528,1779,52.4532478364067,1497,57.3966028189208,1467.5,1638.0,52.8723308207497,54.9249253276638,F10F2.1,WBGene00004760,"Sequence name for WBGene00004760(sel-2). History: N.A.. Public name for Dead gene WBGene00008653. History of WBGene00008653: Merged into ""WBGene00004760"" on 2007-02-05"
R02D3.4,727,26.2784407190186,796,28.5926719208934,878,25.8875500845223,699,26.8004177491153,761.5,788.5,27.435556319956,26.3439839168188,R02D3.4,WBGene00019822,Sequence name for WBGene00019822(ints-13). History: N.A.
F13H10.4,361,13.0488543322775,386,13.8652906551066,459,13.5334686660543,390,14.9530227784764,373.5,424.5,13.457072493692,14.2432457222654,F13H10.4,WBGene00008775,Sequence name for WBGene00008775(mogs-1). History: N.A.
Y39G8C.1,1461,52.8099063142864,1701,61.1006720319594,2059,60.7089585695118,1525,58.4701531722474,1581.0,1792.0,56.9552891731229,59.5895558708796,Y39G8C.1,WBGene00012730,Sequence name for WBGene00012730(xrn-1). History: N.A.
H26D21.1,591,21.3625288376066,640,22.9890829514721,730,21.5238172684525,649,24.8833635467466,615.5,689.5,22.1758058945394,23.2035904075995,H26D21.1,WBGene00002042,Sequence name for WBGene00002042(hus-1). History: N.A.
T12F5.5,343,12.3982189362082,423,15.1943470132386,464,13.6808920720027,375,14.3779065177657,383.0,419.5,13.7962829747234,14.0293992948842,T12F5.5,WBGene00004147,Sequence name for WBGene00004147(larp-5). History: Renamed on 2006-12-05; Renamed on 2008-04-18
F53F10.2,420,15.1814925749489,449,16.1282785081421,580,17.1011150900033,513,19.6689761163035,434.5,546.5,15.6548855415455,18.3850456031534,F53F10.2,WBGene00018764,Public name for WBGene00018764. History: N.A.
F28H1.3,3949,142.742176615412,4515,162.180796134213,5532,163.109256341204,4286,164.329886227051,4232.0,4909.0,152.461486374813,163.719571284127,F28H1.3,WBGene00000197,Sequence name for WBGene00000197(aars-2). History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
R12E2.12,560,20.2419900999318,600,21.5522652670051,707,20.8456696010903,587,22.5062163358093,580.0,647.0,20.8971276834684,21.6759429684498,R12E2.12,WBGene00020037,Sequence name for WBGene00020037(mrps-6). History: N.A.
C18E3.6,701,25.3386340358075,762,27.3713768890965,885,26.0939428528499,707,27.1071464214943,731.5,796.0,26.355005462452,26.6005446371721,C18E3.6,WBGene00015975,Sequence name for WBGene00015975(cas-2). History: N.A.
C43E11.4,685,24.7602914615237,635,22.8094807409137,869,25.6221879538153,687,26.3403247405468,660.0,778.0,23.7848861012187,25.9812563471811,C43E11.4,WBGene00007001,"Sequence name for WBGene00007001(tufm-2). History: N.A.. Public name for Dead gene WBGene00016604. History of WBGene00016604: Merged into ""WBGene00007001"" on 2004-05-28"
ZK973.1,719,25.9892694318767,815,29.2751603210152,1008,29.7205586391782,795,30.4811618176634,767.0,901.5,27.632214876446,30.1008602284208,ZK973.1,WBGene00022830,Public name for WBGene00022830. History: N.A.
Y119C1B.8,599,21.6517001247485,665,23.887094004264,819,24.1479538943323,645,24.7299992105571,632.0,732.0,22.7693970645062,24.4389765524447,Y119C1B.8,WBGene00022473,Sequence name for WBGene00022473(bet-1). History: Renamed on 2010-02-04
ZC395.8,1319,47.677115967518,1462,52.5156863672691,1576,46.4678575549056,1252,48.0030372273139,1390.5,1414.0,50.0964011673935,47.2354473911097,ZC395.8,WBGene00022598,Sequence name for WBGene00022598(ztf-8). History: N.A.
F54C1.2,792,28.6279574270464,792,28.4489901524467,1103,32.521603352196,821,31.4780300028951,792.0,962.0,28.5384737897466,31.9998166775455,F54C1.2,WBGene00001050,Sequence name for WBGene00001050(dom-3). History: N.A.
Y110A7A.10,389,14.0609538372741,417,14.9788243605685,558,16.4524521038308,388,14.8763406103816,403.0,473.0,14.5198890989213,15.6643963571062,Y110A7A.10,WBGene00000001,Sequence name for WBGene00000001(aap-1). History: N.A.
Y39B6A.13,186,6.72323242604878,232,8.33354256990863,251,7.40065497860488,195,7.47651138923819,209.0,223.0,7.52838749797871,7.43858318392154,Y39B6A.13,WBGene00012675,Public name for WBGene00012675. History: N.A.
Y110A7A.1,3497,126.403998891896,3731,134.01916951866,4556,134.332207500095,3808,146.002848052405,3614.0,4182.0,130.211584205278,140.16752777625,Y110A7A.1,WBGene00001833,Sequence name for WBGene00001833(hcp-6). History: Renamed on 2015-03-05; Renamed on 2015-03-05
F56A3.2,677,24.4711201743819,699,25.1083890360609,911,26.8605445637811,750,28.7558130355315,688.0,830.5,24.7897546052214,27.8081787996563,F56A3.2,WBGene00018909,Sequence name for WBGene00018909(slx-1). History: Renamed on 2010-05-07
C25H3.4,1346,48.6530690616218,1393,50.0371758615635,1657,48.8561167312681,1357,52.0288510522883,1369.5,1507.0,49.3451224615927,50.4424838917782,C25H3.4,WBGene00016113,Sequence name for WBGene00016113(eif-2D). History: N.A.
F57A10.3,604,21.8324321792122,683,24.5336619622741,795,23.4403215457804,637,24.4232705381781,643.5,716.0,23.1830470707431,23.9317960419792,F57A10.3,WBGene00001813,Sequence name for WBGene00001813(haf-3). History: N.A.
B0261.1,1400,50.6049752498295,1510,54.2398675886295,1982,58.4386381179079,1664,63.7995638548325,1455.0,1823.0,52.4224214192295,61.1191009863702,B0261.1,WBGene00015091,Public name for WBGene00015091. History: N.A.
R05D3.1,478,17.2779844067275,455,16.3438011608122,585,17.2485384959516,455,17.4451932415558,466.5,520.0,16.8108927837699,17.3468658687537,R05D3.1,WBGene00019884,"Public name for Dead gene WBGene00019876. History of WBGene00019876: Merged into ""WBGene00019884"" on 2011-03-28"
F55A12.5,621,22.4469211643887,656,23.5638100252589,681,20.0790678901591,586,22.4678752517619,638.5,633.5,23.0053655948238,21.2734715709605,F55A12.5,WBGene00018864,Public name for WBGene00018864. History: N.A.
F27C1.6,801,28.953275125081,855,30.7119780054823,1053,31.0473692927129,834,31.976464095511,828.0,943.5,29.8326265652816,31.511916694112,F27C1.6,WBGene00017855,Public name for WBGene00017855. History: N.A.
C03H5.3,397,14.3501251244159,459,16.4874829292589,554,16.3345133790721,473,18.1353327544085,428.0,513.5,15.4188040268374,17.2349230667403,C03H5.3,WBGene00015405,Public name for WBGene00015405. History: N.A.
C06A5.6,2985,107.897036514815,3492,125.43418385397,3975,117.201607728902,3303,126.640600608481,3238.5,3639.0,116.665610184392,121.921104168691,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C06A5.8,240,8.67513861425649,257,9.23155362270051,293,8.63901158857064,257,9.85365860017546,248.5,275.0,8.9533461184785,9.24633509437305,C06A5.8,WBGene00015505,Public name for WBGene00015505. History: N.A.
C06A5.1,963,34.8089936897042,1061,38.1115890804873,1223,36.0597650949553,1041,39.9130684933177,1012.0,1132.0,36.4602913850958,37.9864167941365,C06A5.1,WBGene00015499,Sequence name for WBGene00015499(ints-1). History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
T04H1.4,729,26.3507335408041,803,28.8441150156751,900,26.5362130706948,722,27.682262682205,766.0,811.0,27.5974242782396,27.1092378764499,T04H1.4,WBGene00004296,Sequence name for WBGene00004296(rad-50). History: N.A.
T09B4.9,373,13.4826112629903,419,15.0506652447919,488,14.3885244205545,402,15.4131157870449,396.0,445.0,14.2666382538911,14.9008201037997,T09B4.9,WBGene00020383,Sequence name for WBGene00020383(tin-44). History: Renamed on 2015-02-09
T09B4.10,405,14.6392964115578,390,14.0089724235533,484,14.2705856957959,473,18.1353327544085,397.5,478.5,14.3241344175556,16.2029592251022,T09B4.10,WBGene00000500,Sequence name for WBGene00000500(chn-1). History: N.A.
T08B2.5,759,27.4351258675862,816,29.3110807631269,887,26.1529122152292,762,29.2159060441,787.5,824.5,28.3731033153565,27.6844091296646,T08B2.5,WBGene00020346,Sequence name for WBGene00020346(rbm-5). History: N.A.
K04F10.4,575,20.7841862633228,579,20.7979359826599,759,22.3788730229526,594,22.7746039241409,577.0,676.5,20.7910611229914,22.5767384735468,K04F10.4,WBGene00000254,Sequence name for WBGene00000254(bli-4). History: N.A.
K06A5.4,974,35.2066042095243,1146,41.1648266599797,1289,38.0057540534729,1152,44.1689288225764,1060.0,1220.5,38.185715434752,41.0873414380246,K06A5.4,WBGene00019432,Sequence name for WBGene00019432(knl-2). History: Renamed on 2015-03-02
C55B7.5,327,11.8198763619245,322,11.5663823599594,408,12.0297499253816,350,13.4193794165814,324.5,379.0,11.6931293609419,12.7245646709815,C55B7.5,WBGene00016944,Sequence name for WBGene00016944(uri-1). History: N.A.
C55B7.1,766,27.6881507438353,855,30.7119780054823,1146,33.7894446433514,884,33.8935182978798,810.5,1015.0,29.2000643746588,33.8414814706156,C55B7.1,WBGene00001599,Sequence name for WBGene00001599(glh-2). History: N.A.
T21G5.3,4360,157.598351492326,4920,176.728575189442,6697,197.458909927159,5282,202.517605938236,4640.0,5989.5,167.163463340884,199.988257932698,T21G5.3,WBGene00001598,Sequence name for WBGene00001598(glh-1). History: N.A.
W02D3.8,537,19.4106226493989,595,21.3726630564467,631,18.604833830676,570,21.8544179070039,566.0,600.5,20.3916428529228,20.22962586884,W02D3.8,WBGene00004883,Sequence name for WBGene00004883(smg-5). History: N.A.
W02D3.2,608,21.9770178227831,673,24.1744575411574,869,25.6221879538153,681,26.1102782362626,640.5,775.0,23.0757376819702,25.866233095039,W02D3.2,WBGene00020932,Sequence name for WBGene00020932(dhod-1). History: N.A.
W02D3.10,1402,50.677268071615,1587,57.0057416312285,1645,48.5023005569922,1436,55.057796692031,1494.5,1540.5,53.8415048514217,51.7800486245116,W02D3.10,WBGene00020935,Sequence name for WBGene00020935(fnci-1). History: N.A.
K02F2.1,679,24.5434129961673,788,28.305308384,822,24.2364079379013,749,28.7174719514841,733.5,785.5,26.4243606900837,26.4769399446927,K02F2.1,WBGene00001056,Sequence name for WBGene00001056(dpf-3). History: N.A.
T12D8.2,178,6.4340611389069,181,6.5016000222132,227,6.69302263005302,152,5.82784477520105,179.5,189.5,6.46783058056005,6.26043370262703,T12D8.2,WBGene00011730,Sequence name for WBGene00011730(drr-2). History: N.A.
C48B6.2,521,18.8322800751151,532,19.1096752034112,576,16.9831763652447,420,16.1032552998976,526.5,498.0,18.9709776392632,16.5432158325712,C48B6.2,WBGene00016740,Public name for WBGene00016740. History: N.A.
F22D6.6,733,26.495319184375,724,26.0064000888528,843,24.8555862428841,725,27.7972859343471,728.5,784.0,26.2508596366139,26.3264360886156,F22D6.6,WBGene00009052,Sequence name for WBGene00009052(ekl-1). History: N.A.
T24B1.1,437,15.7959815601254,443,15.9127558554721,571,16.8357529592964,454,17.4068521575084,440.0,512.5,15.8543687077987,17.1213025584024,T24B1.1,WBGene00011975,Sequence name for WBGene00011975(golg-5). History: N.A.
T23G11.4,296,10.6993376242497,327,11.7459845705178,416,12.2656273748989,330,12.6525577356339,311.5,373.0,11.2226610973837,12.4590925552664,T23G11.4,WBGene00011969,Public name for WBGene00011969. History: N.A.
F27D4.2,160,5.78342574283766,186,6.68120223277158,202,5.9559056003115,169,6.47964320400643,173.0,185.5,6.23231398780462,6.21777440215896,F27D4.2,WBGene00009188,"Sequence name for WBGene00009188(lsy-22). History: Split into F27D4.12(WBGene00303056). History of WBGene00009188: Split into ""WBGene00303056"" on 2018-03-02"
F20G4.3,1227,44.3516461653863,1380,49.5702101141117,1506,44.4039298716293,1206,46.2393473611346,1303.5,1356.0,46.960928139749,45.321638616382,F20G4.3,WBGene00003777,Sequence name for WBGene00003777(nmy-2). History: N.A.
T22C1.6,385,13.9163681937031,363,13.0391204865381,411,12.1182039689506,399,15.2980925349028,374.0,405.0,13.4777443401206,13.7081482519267,T22C1.6,WBGene00011917,Public name for WBGene00011917. History: N.A.
F18C12.3,1120,40.4839801998636,1207,43.3559736287919,1326,39.0966872574903,1112,42.6352854606814,1163.5,1219.0,41.9199769143278,40.8659863590858,F18C12.3,WBGene00008934,Public name for WBGene00008934. History: N.A.
T02E1.2,359,12.976561510492,366,13.1468818128731,407,12.000265244192,350,13.4193794165814,362.5,378.5,13.0617216616826,12.7098223303867,T02E1.2,WBGene00011375,Public name for WBGene00011375. History: N.A.
T19A6.2,883,31.9172808182853,1018,36.5670100696853,1193,35.1752246592654,1019,39.0695646442754,950.5,1106.0,34.2421454439853,37.1223946517704,T19A6.2,WBGene00003596,Sequence name for WBGene00003596(ngp-1). History: N.A.
F02E9.4,614,22.1938962881395,691,24.8210254991675,779,22.9685666467458,739,28.3340611110104,652.5,759.0,23.5074608936535,25.6513138788781,F02E9.4,WBGene00004117,Sequence name for WBGene00004117(sin-3). History: Renamed on 2007-06-21
F26C11.1,354,12.7958294560283,339,12.1770298758579,445,13.1206831293991,336,12.8826042399181,346.5,390.5,12.4864296659431,13.0016436846586,F26C11.1,WBGene00009146,"Public name for WBGene00009146. History: Split into C08H9.16(WBGene00086566). History of WBGene00009146: Split into ""WBGene00086566"" on 2008-07-18"
R05D11.3,673,24.3265345308109,723,25.9704796467411,932,27.479722868764,756,28.9858595398157,698.0,844.0,25.148507088776,28.2327912042898,R05D11.3,WBGene00004305,Sequence name for WBGene00004305(ran-4). History: N.A.
R05D11.5,746,26.9652225259806,778,27.9461039628833,944,27.8335390430399,784,30.0594098931422,762.0,864.0,27.4556632444319,28.9464744680911,R05D11.5,WBGene00011033,Sequence name for WBGene00011033(tmem-208). History: N.A.
F39H11.1,535,19.3383298276134,583,20.9416177511066,697,20.5508227891936,601,23.0429915124726,559.0,649.0,20.13997378936,21.7969071508331,F39H11.1,WBGene00009565,Public name for WBGene00009565. History: N.A.
C36B1.12,139,5.02435111409022,162,5.81911162209137,175,5.15981920819066,176,6.74803079233806,150.5,175.5,5.4217313680908,5.95392500026436,C36B1.12,WBGene00007979,Sequence name for WBGene00007979(imp-1). History: N.A.
F36A2.1,803,29.0255679468665,806,28.9518763420102,929,27.391268825195,859,32.9349911966954,804.5,894.0,28.9887221444383,30.1631300109452,F36A2.1,WBGene00009451,Sequence name for WBGene00009451(cids-2). History: N.A.
F29D10.4,474,17.1333987631566,526,18.8941525507411,666,19.6367976723142,562,21.5476892346249,500.0,614.0,18.0137756569488,20.5922434534695,F29D10.4,WBGene00002035,Sequence name for WBGene00002035(hum-1). History: N.A.
W06D4.4,513,18.5431087879732,514,18.463107245401,634,18.693287874245,486,18.6337668470244,513.5,560.0,18.5031080166871,18.6635273606347,W06D4.4,WBGene00012298,Sequence name for WBGene00012298(prmt-7). History: N.A.
T06D10.2,225,8.13294245086546,240,8.62090610680204,286,8.43261882024301,235,9.0101547511332,232.5,260.5,8.37692427883375,8.72138678568811,T06D10.2,WBGene00011532,Sequence name for WBGene00011532(chaf-1). History: N.A.
ZK858.4,414,14.9646141095924,435,15.6253923185787,554,16.3345133790721,452,17.3301699894136,424.5,503.0,15.2950032140856,16.8323416842429,ZK858.4,WBGene00003209,Sequence name for WBGene00003209(mel-26). History: N.A.
F25H5.4,1296,46.8457485169851,1414,50.7915051459087,2134,62.9203096587363,1656,63.4928351824535,1355.0,1895.0,48.8186268314469,63.2065724205949,F25H5.4,WBGene00001167,Sequence name for WBGene00001167(eef-2). History: Renamed on 2010-08-03
F30A10.9,316,11.4222658421044,353,12.6799160654213,434,12.7963516363128,347,13.3043561644392,334.5,390.5,12.0510909537629,13.050353900376,F30A10.9,WBGene00009266,Public name for WBGene00009266. History: N.A.
K07A1.2,253,9.14504195586205,295,10.5965304229442,372,10.9683014025539,281,10.7738446173125,274.0,326.5,9.87078618940311,10.8710730099332,K07A1.2,WBGene00010609,Sequence name for WBGene00010609(dut-1). History: N.A.
T05F1.1,1165,42.1105686900367,1231,44.2180642394721,1589,46.8511584103712,1285,49.2682930008773,1198.0,1437.0,43.1643164647544,48.0597257056242,T05F1.1,WBGene00011488,Sequence name for WBGene00011488(nra-2). History: N.A.
T05F1.2,721,26.0615622536622,656,23.5638100252589,965,28.4527173480228,783,30.0210688090949,688.5,874.0,24.8126861394606,29.2368930785588,T05F1.2,WBGene00011489,Public name for WBGene00011489. History: N.A.
F26E4.10,682,24.6518522288455,724,26.0064000888528,873,25.740126678574,686,26.3019836564995,703.0,779.5,25.3291261588492,26.0210551675367,F26E4.10,WBGene00009163,Sequence name for WBGene00009163(drsh-1). History: N.A.
