Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00008532,3.56773631,6.88e-80,WBGene00008532,WBGene00008532,History: N.A.
WBGene00007564,3.564912077,2.01e-106,WBGene00007564,WBGene00007564,History: N.A.
WBGene00012243,3.56428955,6.199999999999999e-116,WBGene00012243,WBGene00012243,History: N.A.
WBGene00018408,3.563492695,3.4599999999999995e-52,WBGene00018408,WBGene00018408,History: N.A.
WBGene00015515,3.563167009,7.69e-161,WBGene00015515,WBGene00015515,History: N.A.
WBGene00195246,3.56265778,8.7e-21,WBGene00195246,WBGene00195246,History: N.A.
WBGene00004915,3.559135027,3.83e-99,WBGene00004915,WBGene00004915,History: N.A.
WBGene00019823,3.554810059,1.33e-81,WBGene00019823,WBGene00019823,History: N.A.
WBGene00014306,3.554674689,1.2e-43,WBGene00014306,WBGene00014306,History: N.A.
WBGene00000235,3.553827687,4.02e-51,WBGene00000235,WBGene00000235,History: Renamed on 2006-12-04
WBGene00013354,3.552875076,1.7e-94,WBGene00013354,WBGene00013354,History: N.A.
WBGene00000201,3.552117413,2.49e-96,WBGene00000201,WBGene00000201,History: N.A.
WBGene00017273,3.551966172,2.5200000000000006e-86,WBGene00017273,WBGene00017273,History: Renamed on 2010-03-26
WBGene00044439,3.551643177,6.7e-88,WBGene00044439,WBGene00044439,History: N.A.
WBGene00201023,3.548912497,8.07e-44,WBGene00201023,WBGene00201023,History: N.A.
WBGene00020348,3.547097261,7.4e-88,WBGene00020348,WBGene00020348,History: N.A.
WBGene00017928,3.546598293,1.01e-94,WBGene00017928,WBGene00017928,History: N.A.
WBGene00020968,3.545852273,2.86e-98,WBGene00020968,WBGene00020970,"History: Merged into ""WBGene00020970"" on 2017-03-03"
WBGene00010036,3.545381167,1.3e-70,WBGene00010036,WBGene00010036,History: N.A.
WBGene00016607,3.54207766,2.09e-76,WBGene00016607,WBGene00016607,History: N.A.
WBGene00003417,3.53976549,7.23e-34,WBGene00003417,WBGene00003417,History: N.A.
WBGene00018335,3.539183795,2.75e-109,WBGene00018335,WBGene00018335,History: N.A.
WBGene00016987,3.537190363,1.7999999999999998e-96,WBGene00016987,WBGene00016987,History: N.A.
WBGene00019712,3.536988873,9.65e-140,WBGene00019712,WBGene00019712,History: N.A.
WBGene00019771,3.536790046,9.31e-118,WBGene00019771,WBGene00019771,History: N.A.
WBGene00001090,3.536659761,1.25e-148,WBGene00001090,WBGene00001090,History: N.A.
WBGene00010044,3.536651643,1.31e-99,WBGene00010044,WBGene00010044,History: N.A.
WBGene00021327,3.532124113,5.15e-95,WBGene00021327,WBGene00021327,History: N.A.
WBGene00021844,3.530695093,3.69e-53,WBGene00021844,WBGene00021844,History: N.A.
WBGene00000479,3.530215406,5.32e-149,WBGene00000479,WBGene00000479,History: N.A.
WBGene00020441,3.528330968,3.71e-59,WBGene00020441,WBGene00020441,History: N.A.
WBGene00000209,3.524921956,3.12e-49,WBGene00000209,WBGene00000209,History: N.A.
WBGene00020098,3.523519424,3.3e-131,WBGene00020098,WBGene00020098,History: N.A.
WBGene00020970,3.523478426,3.07e-74,WBGene00020970,WBGene00020970,History: N.A.
WBGene00001431,3.521926822,4.76e-118,WBGene00001431,WBGene00001431,History: N.A.
WBGene00017916,3.52024798,1.4999999999999999e-90,WBGene00017916,WBGene00017916,History: N.A.
WBGene00014366,3.514074918,6.37e-33,WBGene00014366,WBGene00014366,History: N.A.
WBGene00019077,3.513353701,5.68e-45,WBGene00019077,WBGene00019077,History: N.A.
WBGene00019762,3.510981743,1.25e-139,WBGene00019762,WBGene00019762,History: Renamed on 2005-03-17; Renamed on 2021-03-11
WBGene00010896,3.509085472,3.5e-103,WBGene00010896,WBGene00010896,History: Renamed on 2005-03-17
WBGene00004188,3.508284575,1.8999999999999998e-135,WBGene00004188,WBGene00004188,History: N.A.
WBGene00008459,3.508153881,1.6900000000000001e-43,WBGene00008459,WBGene00008459,History: N.A.
WBGene00001688,3.506451208,1.47e-170,WBGene00001688,WBGene00001688,History: N.A.
WBGene00012739,3.505808559,2.9299999999999997e-41,WBGene00012739,WBGene00012739,History: N.A.
WBGene00003009,3.505398233,1.61e-112,WBGene00003009,WBGene00003009,History: N.A.
WBGene00018239,3.504187913,3.25e-69,WBGene00018239,WBGene00018239,History: Split into F40G9.17(WBGene00185078). History of WBGene00018239: N.A.
WBGene00201282,3.503531355,6.33e-33,WBGene00201282,WBGene00201282,History: N.A.
WBGene00010627,3.503277684,2.03e-137,WBGene00010627,WBGene00010627,History: N.A.
WBGene00003825,3.502121379,1.91e-96,WBGene00003825,WBGene00003825,History: N.A.
WBGene00002245,3.501761857,1.18e-134,WBGene00002245,WBGene00002245,History: N.A.
WBGene00045434,3.501637348,1.41e-70,WBGene00045434,WBGene00045434,History: N.A.
WBGene00020287,3.501544692,3.1700000000000006e-86,WBGene00020287,WBGene00020287,History: N.A.
WBGene00219275,3.500171296,9.49e-58,WBGene00219275,WBGene00219275,History: N.A.
WBGene00010132,3.494422297,1.89e-121,WBGene00010132,WBGene00010132,History: N.A.
WBGene00001022,3.491294144,8.74e-40,WBGene00001022,WBGene00001022,History: N.A.
WBGene00011142,3.489085248,1.23e-107,WBGene00011142,WBGene00011142,History: N.A.
WBGene00022399,3.489082744,4.9300000000000007e-132,WBGene00022399,WBGene00022399,History: N.A.
WBGene00003926,3.487947127,6.76e-92,WBGene00003926,WBGene00003926,History: Renamed on 2009-01-09
WBGene00014549,3.485317258,7.41e-78,WBGene00014549,WBGene00014549,History: N.A.
WBGene00013344,3.483174414,4.07e-59,WBGene00013344,WBGene00013344,History: N.A.
WBGene00013231,3.483032107,2.1099999999999998e-54,WBGene00013231,WBGene00013231,History: N.A.
WBGene00008345,3.481726796,9.090000000000001e-97,WBGene00008345,WBGene00008345,History: N.A.
WBGene00019008,3.481440896,6.92e-139,WBGene00019008,WBGene00019008,History: N.A.
WBGene00012982,3.48133056,5.28e-133,WBGene00012982,WBGene00012982,History: N.A.
WBGene00011734,3.481106907,2.59e-108,WBGene00011734,WBGene00011734,History: N.A.
WBGene00012897,3.479481579,3.62e-105,WBGene00012897,WBGene00012897,History: N.A.
WBGene00012104,3.478733669,1.95e-72,WBGene00012104,WBGene00012104,History: N.A.
WBGene00000275,3.473465561,1.3899999999999999e-136,WBGene00000275,WBGene00000275,History: N.A.
WBGene00021676,3.464966471,1.3e-164,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00010758,3.464218927,1.36e-92,WBGene00010758,WBGene00010758,History: N.A.
WBGene00001689,3.463791434,2.23e-154,WBGene00001689,WBGene00001689,History: N.A.
WBGene00007110,3.462405473,3.9999999999999995e-130,WBGene00007110,WBGene00007110,History: N.A.
WBGene00022742,3.461704866,5.6699999999999987e-95,WBGene00022742,WBGene00022742,History: N.A.
WBGene00002219,3.460977046,1.39e-143,WBGene00002219,WBGene00002219,History: N.A.
WBGene00001997,3.46076742,2.55e-100,WBGene00001997,WBGene00001997,History: N.A.
WBGene00014542,3.460111867,1.15e-74,WBGene00014542,WBGene00014542,History: N.A.
WBGene00004179,3.459940243,3.02e-155,WBGene00004179,WBGene00004179,History: Renamed on 2007-11-05
WBGene00004340,3.459663421,1.92e-99,WBGene00004340,WBGene00004340,History: N.A.
WBGene00015329,3.458717647,8.08e-97,WBGene00015329,WBGene00015329,History: N.A.
