Unnamed: 0,1: adareri,2: adareri,3: double,4: double,average double,average triple,tripl/double,fold change,Pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00219617,1.766286769,1.252882017,238.295062,1780.322193,1009.308628,1.509584393,0.001495662,0.001495662,7.36e-12,linc-25,Y17D7C.10,WBGene00219617,WBGene00219617,History: N.A.
WBGene00010100,8.242671591,25.05764035,1174.581257,7904.9285,4539.754878,16.65015597,0.003667633,0.003667633,1.58e-11,0,F55C9.3,WBGene00010100,WBGene00010100,History: N.A.
WBGene00219571,1.177524513,5.01152807,252.5216329,552.719275,402.620454,3.094526291,0.007685964,0.007685964,1.97e-11,linc-15,C49F5.10,WBGene00219571,WBGene00219571,History: N.A.
WBGene00018199,31.20439959,76.42580306,2484.314938,15112.62622,8798.470577,53.81510133,0.006116415,0.006116415,2.23e-11,0,F39E9.7,WBGene00018199,WBGene00018199,History: N.A.
WBGene00235357,184.2825863,186.6794206,5024.646998,14921.93062,9973.288808,185.4810034,0.018597777,0.018597777,2.51e-11,0,Y37E11B.16,WBGene00235357,WBGene00235357,History: N.A.
WBGene00021375,259.6441551,286.909982,6676.70754,18585.37185,12631.03969,273.2770685,0.021635358,0.021635358,7.1e-11,0,Y37E11B.2,WBGene00021375,WBGene00021375,History: N.A.
WBGene00018688,11.18648287,8.770174122,375.2258066,589.9645092,482.5951579,9.978328498,0.020676396,0.020676396,9.66e-11,0,F52D2.6,WBGene00018688,WBGene00018688,"History: Split into F52D2.12(WBGene00219451). History of WBGene00018688: Split into ""WBGene00219451"" on 2012-04-20"
WBGene00219493,34.73697313,42.59798859,1081.219386,1753.505625,1417.362505,38.66748086,0.027281292,0.027281292,1.09e-10,0,C18D4.12,WBGene00219493,WBGene00219493,History: N.A.
WBGene00235158,45.923456,155.3573702,4087.471642,19074.02932,11580.75048,100.6404131,0.008690319,0.008690319,1.3e-10,0,Y37E3.30,WBGene00235158,WBGene00235158,History: N.A.
WBGene00016553,13.5415319,32.57493245,930.9512312,7770.845657,4350.898444,23.05823218,0.005299648,0.005299648,1.96e-10,mir-8199,C40A11.10,WBGene00016553,WBGene00016553,History: N.A.
WBGene00003354,31.20439959,45.10375263,1100.780921,9204.042267,5152.411594,38.15407611,0.007405091,0.007405091,2.29e-10,mir-260,F39E9.13,WBGene00003354,WBGene00003354,History: N.A.
WBGene00014888,4.121335795,7.517292105,377.8932887,4581.163803,2479.528546,5.81931395,0.002346944,0.002346944,2.46e-10,0,Y43F8B.8,WBGene00014888,WBGene00014888,History: N.A.
WBGene00219443,2.943811282,10.02305614,290.7555421,749.3741115,520.0648268,6.483433711,0.012466588,0.012466588,2.67e-10,0,Y57G11C.1144,WBGene00219443,WBGene00219443,History: N.A.
WBGene00022730,103.0333949,131.5526118,2919.11451,4205.731842,3562.423176,117.2930034,0.032925062,0.032925062,2.76e-10,0,ZK402.3,WBGene00022730,WBGene00022730,History: N.A.
WBGene00235340,4555.842341,3930.290889,173.3863325,107.2662744,140.3263034,4243.066615,30.23714379,30.23714379,3.69e-10,0,C45G7.13,WBGene00235340,WBGene00235340,History: N.A.
WBGene00008447,56.52117662,155.3573702,3436.606025,23404.90515,13420.75559,105.9392734,0.007893689,0.007893689,4.06e-10,0,E01G4.5,WBGene00008447,WBGene00008447,History: N.A.
WBGene00195027,2.355049026,7.517292105,287.1988994,2906.618074,1596.908487,4.936170565,0.003091079,0.003091079,7.35e-10,0,F39E9.20,WBGene00195027,WBGene00195027,History: N.A.
WBGene00195026,1.177524513,2.505764035,129.8174592,1710.301153,920.0593061,1.841644274,0.002001658,0.002001658,2.69e-09,0,F39E9.19,WBGene00195026,WBGene00195026,History: N.A.
WBGene00045382,27.0830638,36.33357851,727.3334356,995.192657,861.2630463,31.70832115,0.036816071,0.036816071,2.96e-09,0,T05E12.8,WBGene00045382,WBGene00045382,History: N.A.
WBGene00018856,5.887622565,5.01152807,177.8321358,2334.531278,1256.181707,5.449575317,0.004338206,0.004338206,3.15e-09,0,F55A4.4,WBGene00018856,WBGene00018856,History: N.A.
WBGene00077772,7.653909334,20.04611228,350.3293076,2665.268957,1507.799132,13.85001081,0.009185581,0.009185581,3.57e-09,0,T02G6.10,WBGene00077772,WBGene00077772,History: N.A.
WBGene00006412,10.59772062,13.78170219,266.7482038,777.6804894,522.2143466,12.1897114,0.023342353,0.023342353,3.78e-09,nlg-1,C40C9.5,WBGene00006412,WBGene00006412,History: Renamed on 2019-05-20
WBGene00194699,1.177524513,6.264410087,182.2779392,1503.217651,842.7477951,3.7209673,0.00441528,0.00441528,4.25e-09,0,Y43F8B.22,WBGene00194699,WBGene00194699,History: N.A.
WBGene00000402,4608.830944,3986.670579,213.398563,168.3484584,190.8735107,4297.750762,22.5162242,22.5162242,4.48e-09,cdh-10,C45G7.5,WBGene00000402,WBGene00000402,"History: Split into C45G7.13(WBGene00235340). History of WBGene00000402: Split into ""WBGene00235340"" on 2013-09-12"
WBGene00194982,1.766286769,1.252882017,76.46781841,552.719275,314.5935467,1.509584393,0.004798523,0.004798523,4.98e-09,0,Y17D7B.10,WBGene00194982,WBGene00194982,History: N.A.
WBGene00020817,13.5415319,15.03458421,301.4254703,3743.890939,2022.658204,14.28805805,0.007064,0.007064,5.24e-09,0,T25G12.11,WBGene00020817,WBGene00020817,History: N.A.
WBGene00195039,5.298860308,16.28746623,458.8069105,7326.882465,3892.844688,10.79316327,0.002772565,0.002772565,8.44e-09,0,K08A2.9,WBGene00195039,WBGene00195039,History: N.A.
WBGene00249814,5.298860308,16.28746623,458.8069105,7326.882465,3892.844688,10.79316327,0.002772565,0.002772565,8.44e-09,0,K08A2.17,WBGene00249814,WBGene00249814,History: N.A.
WBGene00195028,14.13029416,23.80475833,339.6593795,3030.272252,1684.965816,18.96752624,0.011256921,0.011256921,8.8e-09,0,F39E9.21,WBGene00195028,WBGene00195028,History: N.A.
WBGene00249813,25.31677703,38.83934254,513.0457119,4777.818639,2645.432175,32.07805978,0.01212583,0.01212583,1.1e-08,0,F39E9.26,WBGene00249813,WBGene00249813,History: N.A.
WBGene00195037,7.065147078,12.52882017,195.6153494,878.9875264,537.3014379,9.796983626,0.018233682,0.018233682,1.13e-08,0,F59H5.4,WBGene00195037,WBGene00195037,History: N.A.
WBGene00021023,10.00895836,12.52882017,212.5094023,2593.758107,1403.133755,11.26888927,0.00803123,0.00803123,1.16e-08,0,W04B5.6,WBGene00021023,WBGene00021023,History: N.A.
WBGene00017104,31.79316185,13.78170219,409.0139124,4371.100682,2390.057297,22.78743202,0.009534262,0.009534262,1.91e-08,0,E02H9.6,WBGene00017104,WBGene00017104,History: N.A.
WBGene00050910,6.476384821,6.264410087,121.8150131,1221.643681,671.7293469,6.370397454,0.009483578,0.009483578,1.97e-08,0,Y43F8B.17,WBGene00050910,WBGene00050910,"History: Split into Y43F8B.28(WBGene00219302). History of WBGene00050910: Split into ""WBGene00219302"" on 2011-10-17"
WBGene00013816,2.943811282,16.28746623,278.3072926,926.6614261,602.4843593,9.615638755,0.015959981,0.015959981,2.68e-08,0,Y116F11A.1,WBGene00013816,WBGene00013816,History: N.A.
WBGene00195032,7.065147078,26.31052237,354.775111,1367.644999,861.2100548,16.68783472,0.019377194,0.019377194,3.16e-08,0,Y37E3.24,WBGene00195032,WBGene00195032,History: N.A.
WBGene00195060,14.13029416,17.54034824,241.8517048,887.9263826,564.8890437,15.8353212,0.028032622,0.028032622,3.97e-08,linc-14,C18D4.11,WBGene00195060,WBGene00195060,History: N.A.
WBGene00195233,194.2915446,221.7601171,2721.720839,6583.467591,4652.594215,208.0258309,0.044711793,0.044711793,4.88e-08,0,F31E9.11,WBGene00195233,WBGene00195233,History: N.A.
WBGene00194794,7.653909334,7.517292105,198.2828315,230.9204518,214.6016417,7.585600719,0.035347356,0.035347356,5.7e-08,0,F45B8.5,WBGene00194794,WBGene00194794,"History: Split into F20D1.22(WBGene00304908). History of WBGene00194794: Split into ""WBGene00304908"" on 2019-07-25"
WBGene00219859,0.588762256,5.01152807,133.3741019,204.1038832,168.7389926,2.800145163,0.016594535,0.016594535,6.89e-08,0,C49F5.11,WBGene00219859,WBGene00219859,History: N.A.
WBGene00077787,229.61728,293.1743921,3633.999696,5935.400517,4784.700106,261.3958361,0.054631603,0.054631603,7.87e-08,0,T05E12.10,WBGene00077787,WBGene00077787,History: N.A.
WBGene00020352,68.88518401,48.86239868,717.5526681,2517.77783,1617.665249,58.87379134,0.036394298,0.036394298,9.25e-08,0,T08B6.2,WBGene00020352,WBGene00020352,History: N.A.
WBGene00022729,31.20439959,32.57493245,473.922642,813.4359142,643.6792781,31.88966602,0.049542788,0.049542788,1.06e-07,0,ZK402.2,WBGene00022729,WBGene00022729,History: N.A.
WBGene00017612,0.588762256,0,57.79544415,107.2662744,82.53085928,0.294381128,0.003566922,0.003566922,1.11e-07,0,F19G12.4,WBGene00017612,WBGene00017612,History: N.A.
WBGene00023036,352.6685916,501.152807,4332.87999,27314.16493,15823.52246,426.9106993,0.026979498,0.026979498,1.18e-07,0,F39E9.10,WBGene00023036,WBGene00023036,History: N.A.
WBGene00219954,32.97068636,60.13833684,594.8484944,1945.691033,1270.269764,46.5545116,0.036649311,0.036649311,1.26e-07,0,F47E1.19,WBGene00219954,WBGene00219954,History: N.A.
WBGene00194681,157.7882847,92.71326929,1716.969272,3024.313014,2370.641143,125.250777,0.052834136,0.052834136,1.66e-07,0,F40D4.16,WBGene00194681,WBGene00194681,History: N.A.
WBGene00195033,1.177524513,6.264410087,88.02690724,1041.376747,564.7018273,3.7209673,0.00658926,0.00658926,1.79e-07,0,Y37E3.25,WBGene00195033,WBGene00195033,History: N.A.
WBGene00206507,1.766286769,0,55.12796211,163.8790303,109.5034962,0.883143385,0.008064979,0.008064979,2.25e-07,0,Y51A2A.16,WBGene00206507,WBGene00206507,History: N.A.
WBGene00219616,0.588762256,0,33.78810581,241.3491174,137.5686116,0.294381128,0.002139886,0.002139886,2.32e-07,linc-111,Y7A9A.80,WBGene00219616,WBGene00219616,History: N.A.
WBGene00012200,421.5537756,164.1275443,11.55908883,8.9388562,10.24897252,292.84066,28.57268468,28.57268468,2.35e-07,mltn-4,W02B8.4,WBGene00012200,WBGene00012200,History: N.A.
WBGene00195023,8.242671591,7.517292105,90.69438928,937.0900917,513.8922405,7.879981848,0.015333919,0.015333919,2.55e-07,0,F39E9.16,WBGene00195023,WBGene00195023,History: N.A.
WBGene00044728,27.0830638,45.10375263,329.878612,5475.049423,2902.464017,36.09340821,0.012435437,0.012435437,2.88e-07,0,Y53F4B.45,WBGene00044728,WBGene00044728,History: N.A.
WBGene00219455,2.943811282,10.02305614,90.69438928,1105.43855,598.0664697,6.483433711,0.010840657,0.010840657,4e-07,0,Y43F8B.29,WBGene00219455,WBGene00219455,History: N.A.
WBGene00249812,6.476384821,17.54034824,134.2632626,2240.673288,1187.468275,12.00836653,0.010112579,0.010112579,4.43e-07,0,F39E9.25,WBGene00249812,WBGene00249812,History: N.A.
WBGene00018690,6.476384821,18.79323026,136.9307446,1903.976371,1020.453558,12.63480754,0.012381561,0.012381561,5.24e-07,fbxa-46,F52D2.8,WBGene00018690,WBGene00018690,History: N.A.
WBGene00194680,11.18648287,18.79323026,140.4873873,4122.302518,2131.394952,14.98985657,0.007032885,0.007032885,6.52e-07,0,Y17D7C.6,WBGene00194680,WBGene00194680,History: N.A.
WBGene00219748,14.13029416,20.04611228,157.3814402,959.4372322,558.4093362,17.08820322,0.030601571,0.030601571,8.14e-07,linc-46,Y16E11A.3,WBGene00219748,WBGene00219748,History: N.A.
WBGene00195020,251.9902458,347.0483188,2826.641799,7688.906142,5257.77397,299.5192823,0.056966938,0.056966938,8.32e-07,0,Y59H11AR.9,WBGene00195020,WBGene00195020,History: N.A.
WBGene00015955,3730.986419,4006.716692,285.420578,58.1025653,171.7615717,3868.851556,22.52454678,22.52454678,1.09e-06,0,C18B2.4,WBGene00015955,WBGene00015955,History: N.A.
WBGene00219634,7.653909334,15.03458421,107.5884422,786.6193456,447.1038939,11.34424677,0.025372731,0.025372731,1.11e-06,linc-86,Y116A8B.99,WBGene00219634,WBGene00219634,History: N.A.
WBGene00009689,947.9072329,943.4201591,73.80033638,19.36752177,46.58392907,945.663696,20.30021329,20.30021329,1.13e-06,0,F44E5.2,WBGene00009689,WBGene00009689,"History: Split into F44E5.15(WBGene00206377). History of WBGene00009689: Split into ""WBGene00206377"" on 2010-12-13"
WBGene00195034,66.53013498,48.86239868,377.8932887,4706.307789,2542.100539,57.69626683,0.022696296,0.022696296,1.16e-06,0,F40G9.20,WBGene00195034,WBGene00195034,History: N.A.
WBGene00022486,42.39088247,57.6325728,377.8932887,2443.287361,1410.590325,50.01172763,0.035454467,0.035454467,1.25e-06,fbxa-61,Y119D3B.8,WBGene00022486,WBGene00022486,History: N.A.
WBGene00000662,307.9226601,804.3502552,25.7856597,34.26561543,30.02563757,556.1364577,18.52205324,18.52205324,1.41e-06,col-87,Y39G8C.4,WBGene00000662,WBGene00000662,History: N.A.
WBGene00018252,5.298860308,13.78170219,81.80278249,1507.687079,794.7449308,9.54028125,0.012004205,0.012004205,1.42e-06,0,F40H3.6,WBGene00018252,WBGene00018252,History: N.A.
WBGene00045410,384.4617535,765.5109127,4685.87678,22199.64937,13442.76308,574.9863331,0.042772928,0.042772928,1.47e-06,0,E01G4.7,WBGene00045410,WBGene00045410,History: N.A.
WBGene00019538,303.8013243,887.0404683,34.67726649,28.30637797,31.49182223,595.4208963,18.9071592,18.9071592,1.63e-06,0,K08D12.4,WBGene00019538,WBGene00019538,History: N.A.
WBGene00172729,8.831433847,18.79323026,128.9282985,667.4345963,398.1814474,13.81233205,0.034688537,0.034688537,2.14e-06,21ur-15566,F47E1.7,WBGene00172729,WBGene00172729,History: N.A.
WBGene00007523,0.588762256,5.01152807,49.79299804,406.7179571,228.2554776,2.800145163,0.012267592,0.012267592,2.15e-06,0,C11G6.2,WBGene00007523,WBGene00007523,History: N.A.
WBGene00194923,32.97068636,25.05764035,265.8590431,810.4562955,538.1576693,29.01416336,0.053913871,0.053913871,2.26e-06,linc-121,Y57G11C.1134,WBGene00194923,WBGene00194923,History: N.A.
WBGene00022523,43.56840698,51.36816272,319.2086838,2209.387291,1264.297987,47.46828485,0.037545172,0.037545172,2.28e-06,,,WBGene00022523,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00008812,2.943811282,6.264410087,114.7017276,111.7357025,113.2187151,4.604110685,0.040665633,0.040665633,2.76e-06,0,F14F7.5,WBGene00008812,WBGene00008812,"History: Split into F14F7.7(WBGene00206390). History of WBGene00008812: Split into ""WBGene00206390"" on 2011-01-21"
WBGene00019055,10.00895836,1.252882017,65.79789026,659.9855494,362.8917199,5.630920189,0.015516805,0.015516805,4.39e-06,0,F58F9.1,WBGene00019055,WBGene00019055,History: N.A.
WBGene00077437,1579.060372,2118.623491,13665.51048,36346.87912,25006.1948,1848.841932,0.073935357,0.073935357,5.76e-06,0,Y59H11AR.6,WBGene00077437,WBGene00077437,History: N.A.
WBGene00195025,6.476384821,33.82781447,153.8247975,2258.551,1206.187899,20.15209965,0.016707264,0.016707264,5.94e-06,0,F39E9.18,WBGene00195025,WBGene00195025,History: N.A.
WBGene00004809,486.3176238,555.0267337,52.46048007,28.30637797,40.38342902,520.6721788,12.89321366,12.89321366,7.1e-06,skr-3,F44G3.6,WBGene00004809,WBGene00004809,History: N.A.
WBGene00000294,711.8135681,1305.503062,96.02935336,70.02104023,83.0251968,1008.658315,12.14882173,12.14882173,8.24e-06,cas-1,F41G4.2,WBGene00000294,WBGene00000294,History: N.A.
WBGene00014505,167.2084808,125.2882017,601.0726192,8667.710895,4634.391757,146.2483413,0.031557181,0.031557181,9.07e-06,0,T05E11.9,WBGene00014505,WBGene00014505,History: N.A.
WBGene00185076,342.070871,195.4495947,2014.838099,5063.862037,3539.350068,268.7602329,0.075934911,0.075934911,9.92e-06,0,Y7A9A.79,WBGene00185076,WBGene00185076,History: N.A.
WBGene00020902,840.16374,1281.698304,5915.585999,32041.33005,18978.45802,1060.931022,0.055901856,0.055901856,9.94e-06,jmjc-1,T28F2.4,WBGene00020902,WBGene00020902,History: N.A.
WBGene00195170,4.121335795,12.52882017,80.02446113,336.6969169,208.360689,8.325077985,0.039955128,0.039955128,1.08e-05,linc-61,T10C6.18,WBGene00195170,WBGene00195170,History: N.A.
WBGene00012455,0.588762256,0,12.44824951,528.8823252,270.6652873,0.294381128,0.001087621,0.001087621,1.08e-05,0,Y17D7C.1,WBGene00012455,WBGene00012455,"History: Split into Y17D7C.6(WBGene00194680). History of WBGene00012455: Split into ""WBGene00194680"" on 2009-06-15"
WBGene00169594,60.64251242,165.3804263,820.6953069,3076.456342,1948.575825,113.0114694,0.057996958,0.057996958,1.24e-05,21ur-13215,Y59H11AR.7,WBGene00169594,WBGene00169594,History: N.A.
WBGene00014037,46.51221826,98.97767938,503.2649444,1684.974394,1094.119669,72.74494882,0.066487196,0.066487196,1.57e-05,0,ZK643.6,WBGene00014037,WBGene00014037,History: N.A.
WBGene00007361,88.31433847,126.5410838,5.334964075,5.959237467,5.647100771,107.4277111,19.02351587,19.02351587,1.64e-05,oac-3,C06B3.2,WBGene00007361,WBGene00007361,History: N.A.
WBGene00012818,16.48534318,17.54034824,86.24858589,738.9454459,412.5970159,17.01284571,0.041233565,0.041233565,1.68e-05,0,Y43F8B.7,WBGene00012818,WBGene00012818,History: N.A.
WBGene00206390,3.532573539,1.252882017,72.9111757,68.53123087,70.72120328,2.392727778,0.033833245,0.033833245,1.7e-05,0,F14F7.7,WBGene00206390,WBGene00206390,History: N.A.
WBGene00194667,118.3412136,172.8977184,874.0449477,3192.661473,2033.35321,145.619466,0.071615431,0.071615431,1.7e-05,0,Y105C5A.1271,WBGene00194667,WBGene00194667,History: N.A.
WBGene00021374,686.496791,983.5123837,5154.464458,16013.96088,10584.21267,835.0045874,0.078891516,0.078891516,1.72e-05,0,Y37E11B.1,WBGene00021374,WBGene00021374,History: N.A.
WBGene00012817,1.177524513,0,49.79299804,46.18409037,47.9885442,0.588762256,0.012268808,0.012268808,1.97e-05,0,Y43F8B.6,WBGene00012817,WBGene00012817,History: N.A.
WBGene00016520,15.30781867,27.56340438,108.4776029,870.0486702,489.2631365,21.43561153,0.043812031,0.043812031,2.08e-05,0,C39B5.2,WBGene00016520,WBGene00016520,History: N.A.
WBGene00006810,579.3420604,960.9605074,48.01467668,90.87837137,69.44652402,770.1512839,11.08984639,11.08984639,2.5e-05,unc-78,C04F6.4,WBGene00006810,WBGene00006810,History: N.A.
WBGene00016825,257.8778683,575.072846,34.67726649,35.7554248,35.21634565,416.4753572,11.82619461,11.82619461,2.7e-05,0,C50E10.1,WBGene00016825,WBGene00016825,History: N.A.
WBGene00195024,12.36400739,23.80475833,75.57865774,928.1512355,501.8649466,18.08438286,0.036034361,0.036034361,2.77e-05,0,F39E9.17,WBGene00195024,WBGene00195024,History: N.A.
WBGene00219912,1500.754992,2133.658076,187.6129033,204.1038832,195.8583933,1817.206534,9.278165226,9.278165226,2.88e-05,0,F22H10.10,WBGene00219912,WBGene00219912,History: N.A.
WBGene00009288,993.2419267,1673.850375,123.5933344,148.9809367,136.2871355,1333.546151,9.784827788,9.784827788,2.9e-05,0,F31C3.6,WBGene00009288,WBGene00009288,History: N.A.
WBGene00012760,1.766286769,2.505764035,35.56642717,101.3070369,68.43673205,2.136025402,0.03121168,0.03121168,2.9e-05,0,Y41C4A.17,WBGene00012760,WBGene00012760,History: N.A.
