Gene name,Sample 1,Sample 2,log2FoldChange,adjusted p-value,Input,Suggested Match,History
WBGene00000399,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.57891547834328,3.94671322936251e-08,WBGene00000399,WBGene00000399,History: N.A.
WBGene00000624,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.56671269473311,1.35438319827109e-07,WBGene00000624,WBGene00000624,History: N.A.
WBGene00001065,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.54920981865734,5.69072317518221e-13,WBGene00001065,WBGene00001065,History: N.A.
WBGene00021249,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.54476341855737,6.96753155697637e-16,WBGene00021249,WBGene00021249,History: N.A.
WBGene00018256,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.54286382263404,9.29184592812094e-12,WBGene00018256,WBGene00018256,History: N.A.
WBGene00009926,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.54003152187044,2.18428108396949e-09,WBGene00009926,WBGene00009926,History: Renamed on 2005-03-17
WBGene00008978,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.53738555723784,1.67904223257023e-07,WBGene00008978,WBGene00008978,History: N.A.
WBGene00007479,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.53472436929853,3.47725305307309e-08,WBGene00007479,WBGene00007479,History: N.A.
WBGene00021630,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.53383600321641,1.66531910403962e-05,WBGene00021630,WBGene00021630,History: N.A.
WBGene00004005,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.51394322841661,1.85319235702947e-11,WBGene00004005,WBGene00004005,History: N.A.
WBGene00012256,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.51075923458003,4.4873222184335e-09,WBGene00012256,WBGene00012256,History: N.A.
WBGene00001064,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.50595315358357,1.30915791703589e-10,WBGene00001064,WBGene00001064,History: N.A.
WBGene00008358,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.50309024130972,2.89540822048898e-05,WBGene00008358,WBGene00008358,History: N.A.
WBGene00011952,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.50247132585454,2.09342684778943e-07,WBGene00011952,WBGene00011952,History: N.A.
WBGene00012257,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.50035383670187,1.38431780682266e-09,WBGene00012257,WBGene00012257,History: N.A.
WBGene00006948,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.49756096046878,1.34741668539314e-09,WBGene00006948,WBGene00006948,History: N.A.
WBGene00013673,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.49734965692521,5.52516105780579e-10,WBGene00013673,WBGene00013673,History: N.A.
WBGene00001072,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.49663261587041,3.80527349089683e-09,WBGene00001072,WBGene00001072,"History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
WBGene00044034,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.48301729708526,0.0003242368322578,WBGene00044034,WBGene00044034,"History: Split into Y38E10A.34(WBGene00304775). History of WBGene00044034: Split into ""WBGene00304775"" on 2019-03-13"
WBGene00006956,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.48171806969146,1.18805085260759e-07,WBGene00006956,WBGene00006956,History: N.A.
WBGene00012796,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.48168293869846,7.0909415098132605e-09,WBGene00012796,WBGene00012796,History: N.A.
WBGene00019198,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.47791215443308,1.12164659767399e-07,WBGene00019198,WBGene00019198,History: N.A.
WBGene00012186,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.47484059065392,0.0002597857075176,WBGene00012186,WBGene00012186,History: Renamed on 2005-03-17
WBGene00010673,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.4704371521181,1.02507744267844e-14,WBGene00010673,WBGene00010673,History: N.A.
WBGene00011468,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.45574084337368,1.36957851908602e-05,WBGene00011468,WBGene00011468,History: N.A.
WBGene00002827,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.45364742806181,6.16751788706326e-06,WBGene00002827,WBGene00002827,History: N.A.
WBGene00023416,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.44241424300327,1.56188855466183e-06,WBGene00023416,WBGene00023416,History: Renamed on 2014-03-04
WBGene00000722,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.4406992983885,3.21700686213146e-08,WBGene00000722,WBGene00000722,History: N.A.
WBGene00002282,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.44014064131663,4.77274386656445e-08,WBGene00002282,WBGene00002282,History: Renamed on 2011-09-23
WBGene00015419,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.43891237169277,0.0012504865067121,WBGene00015419,WBGene00015419,History: N.A.
WBGene00008640,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.43704166237106,2.31402514587274e-05,WBGene00008640,WBGene00008640,History: N.A.
WBGene00004224,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.43303970376947,2.9307382776356e-07,WBGene00004224,WBGene00004224,History: N.A.
WBGene00000673,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.43018592227538,1.14061495209249e-06,WBGene00000673,WBGene00000673,History: N.A.
WBGene00008964,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.42775405313028,1.2231874765403e-06,WBGene00008964,WBGene00008964,History: N.A.
WBGene00016276,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.42631680958159,5.02500165247663e-08,WBGene00016276,WBGene00016276,History: N.A.
WBGene00000251,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.42182182822003,1.11458074567738e-09,WBGene00000251,WBGene00000251,History: N.A.
WBGene00001071,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.41585491301896,3.80527349089683e-09,WBGene00001071,WBGene00001071,History: N.A.
WBGene00008762,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.41579993413039,3.51855465369756e-08,WBGene00008762,WBGene00008762,History: N.A.
WBGene00012255,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.41214134796055,8.53391728242896e-09,WBGene00012255,WBGene00012255,History: N.A.
WBGene00020250,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.41206361870933,5.09431691850569e-08,WBGene00020250,WBGene00020250,History: N.A.
WBGene00009094,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.40986783786181,9.24526392904634e-08,WBGene00009094,WBGene00009094,History: N.A.
WBGene00012791,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.40947123610098,4.94224615379561e-08,WBGene00012791,WBGene00012791,History: N.A.
WBGene00020083,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.40731297949846,2.11251438692044e-09,WBGene00020083,WBGene00020083,History: N.A.
WBGene00001605,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.4055786288617,3.68797274580224e-06,WBGene00001605,WBGene00001605,History: N.A.
WBGene00044074,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.40368145578326,2.35565689289354e-06,WBGene00044074,WBGene00044074,History: N.A.
WBGene00015795,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.40070493114351,6.97674278379223e-08,WBGene00015795,WBGene00015795,History: N.A.
WBGene00044744,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.39949625184135,6.94050431643378e-05,WBGene00044744,WBGene00044744,History: N.A.
WBGene00008743,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.39946152035156,1.2418075419759e-15,WBGene00008743,WBGene00008743,History: N.A.
WBGene00000905,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.39665656249889,6.2669719690059e-07,WBGene00000905,WBGene00000905,History: Renamed on 2004-09-21
WBGene00008963,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3953435210755,1.51820301027611e-07,WBGene00008963,WBGene00008963,History: N.A.
WBGene00018743,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.39150209925115,4.01151349629479e-07,WBGene00018743,WBGene00018743,History: N.A.
WBGene00001430,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3899364219576,1.82513230545786e-13,WBGene00001430,WBGene00001430,History: N.A.
WBGene00019212,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38972681836335,1.79888775977191e-08,WBGene00019212,WBGene00019212,History: N.A.
WBGene00017991,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38641161288209,4.46534787502561e-09,WBGene00017991,WBGene00017991,History: N.A.
WBGene00016683,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38497196775439,9.81292508149257e-07,WBGene00016683,WBGene00016683,History: N.A.
WBGene00009318,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38432231399326,2.3999651855371e-07,WBGene00009318,WBGene00009318,History: N.A.
WBGene00019540,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38261406075317,6.622207709364901e-10,WBGene00019540,WBGene00019540,History: N.A.
WBGene00019268,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38119773845055,7.112960194421151e-09,WBGene00019268,WBGene00019268,History: N.A.
WBGene00010835,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38104672359359,1.83585628112791e-07,WBGene00010835,WBGene00010835,History: N.A.
WBGene00017421,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.38036446757807,1.39723376803494e-07,WBGene00017421,WBGene00017421,History: N.A.
WBGene00015019,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3773963041782,6.62057104633927e-06,WBGene00015019,WBGene00015019,History: N.A.
WBGene00010321,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.37609578325312,9.16884416291892e-08,WBGene00010321,WBGene00010321,History: N.A.
WBGene00001069,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.37474792744729,2.04956363376898e-09,WBGene00001069,WBGene00001069,History: N.A.
WBGene00018786,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3735027605112,3.03751338867499e-08,WBGene00018786,WBGene00018786,History: N.A.
WBGene00003968,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.37341240577848,2.34067910298839e-06,WBGene00003968,WBGene00003968,History: N.A.
WBGene00045067,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3730245694497,0.000272878153538,WBGene00045067,WBGene00045067,History: N.A.
WBGene00011079,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.36881172351798,0.0006488515647502,WBGene00011079,WBGene00011079,"History: Split into R07B1.13(WBGene00138711). History of WBGene00011079: Split into ""WBGene00138711"" on 2008-09-01"
WBGene00044796,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3687027746373,8.38386462440102e-07,WBGene00044796,WBGene00044796,History: N.A.
WBGene00016403,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.36867897582789,2.58980716649945e-05,WBGene00016403,WBGene00016403,History: N.A.
WBGene00007891,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3683653389396,2.56538283237871e-07,WBGene00007891,WBGene00007891,History: N.A.
WBGene00019563,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.36408368488142,0.0006699173041132,WBGene00019563,WBGene00019563,History: N.A.
WBGene00021850,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.36282068076931,8.9014019497628e-09,WBGene00021850,WBGene00021850,History: N.A.
WBGene00004229,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3617343225352,3.7266639651897696e-11,WBGene00004229,WBGene00004229,History: Renamed on 2020-09-10
WBGene00013481,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.36159147729736,3.9426149582381897e-13,WBGene00013481,WBGene00013481,History: N.A.
WBGene00015300,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.35910470091501,8.19079053084209e-10,WBGene00015300,WBGene00015300,History: N.A.
WBGene00004264,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.35869194650911,2.99820584946774e-10,WBGene00004264,WBGene00004264,History: N.A.
WBGene00001070,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.35370265182279,8.902999779224861e-09,WBGene00001070,WBGene00001070,History: N.A.
WBGene00016512,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.34928861751157,7.36793277967572e-07,WBGene00016512,WBGene00016512,"History: Split into spig-7(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
WBGene00018418,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.34826713516928,9.82122580386963e-08,WBGene00018418,WBGene00018418,History: N.A.
WBGene00012594,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.34795955383612,0.0035051821705561,WBGene00012594,WBGene00012594,History: N.A.
WBGene00020365,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.34303576100278,3.56583221824953e-08,WBGene00020365,WBGene00020365,History: N.A.
WBGene00019148,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3420473584545,1.38417926351929e-08,WBGene00019148,WBGene00019148,History: N.A.
WBGene00021792,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.33737123939952,0.0032563620900874,WBGene00021792,WBGene00021792,History: N.A.
WBGene00022033,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.33508952801447,2.49418672029385e-10,WBGene00022033,WBGene00022033,"History: Split into Y65B4BM.3(WBGene00302974). History of WBGene00022033: Split into ""WBGene00302974"" on 2018-03-06"
WBGene00019285,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.33442096249223,3.32589813444277e-08,WBGene00019285,WBGene00019285,History: N.A.
WBGene00018124,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.32915436803968,0.0003312323667404,WBGene00018124,WBGene00018124,History: N.A.
WBGene00009342,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.32476979414923,6.16709984910941e-09,WBGene00009342,WBGene00009342,History: Renamed on 2015-03-06
WBGene00022024,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.32416025093287,2.69020240163136e-08,WBGene00022024,WBGene00022024,History: N.A.
WBGene00012032,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.32157509052078,2.057430318978e-08,WBGene00012032,WBGene00012032,History: N.A.
WBGene00019021,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.32035634123606,1.52602406541876e-07,WBGene00019021,WBGene00019021,History: N.A.
WBGene00012917,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.31927565581105,3.98370787550184e-08,WBGene00012917,WBGene00012917,History: N.A.
WBGene00023395,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.31548552478652,3.99696395825102e-05,WBGene00023395,WBGene00023395,History: N.A.
WBGene00016329,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.31259400571669,2.58242188454852e-09,WBGene00016329,WBGene00016329,History: N.A.
WBGene00017937,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.31100524652506,0.0026866311662375,WBGene00017937,WBGene00017937,History: N.A.
WBGene00011078,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3095537264685,8.94706439555239e-05,WBGene00011078,WBGene00011078,History: N.A.
WBGene00008128,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.30769671703,0.0040172731818887,WBGene00008128,WBGene00008128,History: N.A.
WBGene00012597,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.30488517457529,0.0020979006175472,WBGene00012597,WBGene00012597,History: N.A.
WBGene00008511,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.30373429858862,1.96651627816043e-05,WBGene00008511,WBGene00008511,History: N.A.
WBGene00012941,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.3017619855839,0.0006197808517342,WBGene00012941,WBGene00012941,History: N.A.
WBGene00015298,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.29863395824465,1.14751103195297e-08,WBGene00015298,WBGene00015298,History: Renamed on 2005-03-17
WBGene00000677,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.2972426735871,9.40865740611454e-06,WBGene00000677,WBGene00000677,History: N.A.
WBGene00022816,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.29704315438096,0.0026579291080948,WBGene00022816,WBGene00022816,History: Renamed on 2019-05-20
WBGene00016481,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.29701847729723,6.27565154387542e-06,WBGene00016481,WBGene00016481,History: N.A.
WBGene00006947,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.29586893370256,1.03950309522817e-10,WBGene00006947,WBGene00006947,History: N.A.
WBGene00017569,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.28825434558462,5.48784372332844e-05,WBGene00017569,WBGene00017569,History: N.A.
WBGene00020701,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.2861339094498,6.3634915742007e-08,WBGene00020701,WBGene00020701,History: N.A.
WBGene00019855,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.28588212254852,1.71828657836478e-06,WBGene00019855,WBGene00019855,History: N.A.
WBGene00000623,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.28530363034238,9.68382022253103e-08,WBGene00000623,WBGene00000623,History: N.A.
WBGene00020484,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.27914813651983,0.0001132318545001,WBGene00020484,WBGene00020484,History: N.A.
WBGene00018425,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.27842748401447,0.0026285453695016,WBGene00018425,WBGene00018425,History: N.A.
WBGene00017641,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.27667659496713,3.1063563996964103e-17,WBGene00017641,WBGene00017641,History: N.A.
WBGene00003107,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.27477723951422,1.54044859520147e-10,WBGene00003107,WBGene00003107,History: N.A.
WBGene00002393,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.2738839909495,5.81384256497184e-06,WBGene00002393,WBGene00002393,History: Renamed on 2007-11-27
WBGene00235305,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.27201983955799,0.0023825564001576,WBGene00235305,WBGene00235305,History: N.A.
WBGene00008490,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.27149863348513,0.0037187561333611,WBGene00008490,WBGene00008490,History: N.A.
WBGene00008292,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26876955649975,0.0001925833537113,WBGene00008292,WBGene00008292,History: N.A.
WBGene00018295,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26746219805024,0.0002615194365669,WBGene00018295,WBGene00018295,History: N.A.
WBGene00021963,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26693505087393,0.0001519109833439,WBGene00021963,WBGene00021963,"History: Split into Y57E12B.10(WBGene00202501). History of WBGene00021963: Split into ""WBGene00202501"" on 2010-10-29"
WBGene00044382,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.2632301589279,0.0040316749883641,WBGene00044382,WBGene00044382,History: N.A.
WBGene00018127,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26299268758054,0.0002097559521505,WBGene00018127,WBGene00018127,History: N.A.
WBGene00008519,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26223402229412,0.0002751121655654,WBGene00008519,WBGene00008519,"History: Split into C29F7.8(WBGene00044405). History of WBGene00008519: Split into ""WBGene00044405"" on 2005-05-27"
WBGene00011023,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26215952770914,0.0003422365059316,WBGene00011023,WBGene00011023,History: N.A.
WBGene00003681,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26208841556265,4.83724188377465e-08,WBGene00003681,WBGene00003681,History: N.A.
WBGene00012123,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26171926148748,0.0040178378950659,WBGene00012123,WBGene00012123,History: N.A.
WBGene00019520,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.26006519483901,2.65348830052494e-08,WBGene00019520,WBGene00019520,History: N.A.
WBGene00009889,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.24810428373254,0.0006903903215425,WBGene00009889,WBGene00009889,History: N.A.
WBGene00012540,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.24602187138227,2.62557468225447e-07,WBGene00012540,WBGene00012540,History: N.A.
WBGene00013489,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.24489187847893,5.09686169799748e-05,WBGene00013489,WBGene00013489,History: N.A.
WBGene00022245,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.2412787953436,1.23947507882605e-05,WBGene00022245,WBGene00022245,History: N.A.
WBGene00020487,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.24106027445939,0.0007192837773639,WBGene00020487,WBGene00020487,History: N.A.
WBGene00013053,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.23674601809097,0.0007135853340233,WBGene00013053,WBGene00013053,History: N.A.
WBGene00018744,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.23500498423169,9.671453992715393e-09,WBGene00018744,WBGene00018744,History: N.A.
WBGene00020973,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.23093096200253,0.0024012486139068,WBGene00020973,WBGene00020973,History: N.A.
WBGene00011328,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.22594015371752,8.78693282564125e-05,WBGene00011328,WBGene00011328,History: N.A.
WBGene00044631,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.22530240471109,2.69974256896641e-05,WBGene00044631,WBGene00044631,History: Renamed on 2008-10-24
WBGene00017082,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.22478622162491,1.36457041087657e-07,WBGene00017082,WBGene00017082,History: N.A.
WBGene00000620,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.22311650058003,0.0001092342136671,WBGene00000620,WBGene00000620,History: N.A.
WBGene00020855,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.21858322647102,4.19722125710143e-06,WBGene00020855,WBGene00020855,History: N.A.
WBGene00015152,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.21762432315873,0.0036191415239599,WBGene00015152,WBGene00015152,History: N.A.
WBGene00012165,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.21670869773244,0.003395521663856,WBGene00012165,WBGene00012165,History: N.A.
WBGene00001636,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.21530059808233,7.76094918569702e-07,WBGene00001636,WBGene00001636,History: Renamed on 2006-06-29
