gene_id,gene_name,log2 fold change (MLE): group rrf3 L3 vs N2 L3,Benjamini-Hochberg adjusted p-values,N2_L3_rep1.robustRPKM,N2_L3_rep2.robustRPKM,N2_L3_rep3.robustRPKM,rrf3_L3_rep1.robustRPKM,rrf3_L3_rep2.robustRPKM,rrf3_L3_rep3.robustRPKM,Input,Suggested Match,History
WBGene00008376,D1054.9,-1.82168585631599,6.32860762779506e-81,103.437731883149,111.031276739825,98.6919696303184,33.4237978302534,26.4895684126248,28.5233298144159,WBGene00008376,WBGene00008376,History: N.A.
WBGene00002983,lgx-1,-1.64493071448855,7.3393846969674e-81,44.9674292516099,48.4292722353788,44.4640321670666,15.1990229624514,13.1322772131225,15.7925907902169,WBGene00002983,WBGene00002983,History: N.A.
WBGene00000788,cpz-1,-1.45341856731893,4.00718543712109e-80,481.956274308788,432.837079036267,461.543653087609,164.563777114736,159.663644539368,178.777460179264,WBGene00000788,WBGene00000788,History: N.A.
WBGene00011891,del-6,1.95156461112645,4.51083364235298e-80,16.5430003431718,19.6147754305136,18.1738398104585,63.8587341938943,76.5643765157899,69.8037509974689,WBGene00011891,WBGene00011891,History: N.A.
WBGene00004259,pyr-1,-1.7241162536795,5.98877405356693e-80,90.0722587270438,78.5963593557782,88.2943329412755,25.817395106982,22.9490983122389,29.0916296980703,WBGene00004259,WBGene00004259,History: N.A.
WBGene00001714,grl-5,-2.01266332197349,7.368154684392089e-80,146.465117960014,159.678491671004,132.976073944469,34.9024907488044,33.8113500974225,40.4800791810649,WBGene00001714,WBGene00001714,History: N.A.
WBGene00013965,ZK287.4,-2.05578553572853,1.14471574411695e-78,21.0104409105982,23.1890385715655,20.4021586865472,4.98607010697205,5.3132121581664,5.25178869841805,WBGene00013965,WBGene00013965,History: N.A.
WBGene00009097,fipr-2,1.83856157858917,1.34307709044632e-78,76.0843185563954,72.7412726496071,78.8724963051925,262.911718890833,295.319433985249,256.086129915181,WBGene00009097,WBGene00009097,History: N.A.
WBGene00001758,gst-10,-2.05704861697554,1.53753847899276e-78,118.352134279683,109.345054079057,112.846929100406,27.21172081619,24.8879422366595,30.0470690828523,WBGene00001758,WBGene00001758,History: N.A.
WBGene00005016,sqt-1,-1.51079402321026,1.22026976690453e-77,1231.12079184485,1218.948312522,1165.06396707153,414.03067217565,382.858483057174,472.38391251237,WBGene00005016,WBGene00005016,History: N.A.
WBGene00004232,ptr-18,-1.60063219061995,3.69963959264513e-77,69.4393804419827,73.9793673158734,66.1023862811859,23.5520424719828,24.0406061798223,21.3588357488031,WBGene00004232,WBGene00004232,History: N.A.
WBGene00004104,pqn-13,-1.68192616928443,1.04839934577057e-76,89.0321292896574,92.3338144407414,85.700085435675,30.7455386239455,24.9301050160243,27.4608556991019,WBGene00004104,WBGene00004104,History: N.A.
WBGene00013926,nep-1,-1.52414781337455,1.38076599502456e-76,104.705103114701,110.377925509442,96.9112769081594,36.7183934026862,34.4771489249637,37.3108203127965,WBGene00013926,WBGene00013926,History: N.A.
WBGene00018823,F54E2.1,1.38556703317816,4.86777510059464e-75,71.0725532628201,73.4074904261136,72.5867356328192,190.555229906463,194.674178804169,181.704499567258,WBGene00018823,WBGene00018823,History: N.A.
WBGene00013853,ZC116.1,2.07872136454056,1.04683943556248e-74,18.9519301499368,22.9349293379034,22.4153752271514,87.5371810981551,97.8209455209422,86.3462811637685,WBGene00013853,WBGene00013853,History: N.A.
WBGene00000616,col-39,1.60506658999639,1.23557227886478e-73,376.718706309832,370.101622940595,341.036115315173,1013.69901499167,1035.44444741736,1260.73685236327,WBGene00000616,WBGene00000616,History: N.A.
WBGene00014244,ZK1307.1,-1.47871054737896,3.59663289174268e-73,232.698229468516,222.751942236443,227.162225026824,83.2945284039814,75.2879439558038,86.6057480402012,WBGene00014244,WBGene00014244,History: N.A.
WBGene00022517,ZC123.1,-1.66304003383515,6.2804312207921e-73,65.7455409746305,63.1425604132631,64.6143804353338,18.281400372494,21.7558842066797,21.1973960048189,WBGene00022517,WBGene00022517,History: N.A.
WBGene00016106,C25F6.7,-1.72890559477975,1.5672762006977e-72,78.3401164180046,83.9167676375109,78.7059958916252,25.620483926107,23.2679234614094,23.6893984503274,WBGene00016106,WBGene00016106,History: N.A.
WBGene00018199,F39E9.7,3.52156047885894,1.05135098206354e-71,9.0274097862147,8.48533047527073,6.72499825877607,94.9001607963358,94.1708713824509,87.7068382256407,WBGene00018199,WBGene00018199,History: N.A.
WBGene00011938,alh-13,-1.60883035573666,4.82484864366313e-71,129.767172273438,117.950324120025,126.422282480435,42.2207820817383,35.7182523782962,44.8728999089985,WBGene00011938,WBGene00011938,History: N.A.
WBGene00022245,acp-6,1.82523128899776,1.81400538439234e-70,29.9378535428456,29.2929073478329,28.4119355552011,94.3802003598729,115.590321486591,100.526078031288,WBGene00022245,WBGene00022245,History: N.A.
WBGene00004133,abu-13,-1.5800266204101,2.8595631303974398e-70,96.170631105867,109.615922740602,94.6160383924443,33.7557477297161,33.1531411069452,33.5462972658744,WBGene00004133,WBGene00004133,History: Renamed on 2011-04-12
WBGene00000785,cpr-5,1.63762910998869,4.6022947889463596e-70,446.297159927146,347.645685997776,407.804510236889,1181.13877890149,1192.86443143707,1365.77435617044,WBGene00000785,WBGene00000785,History: N.A.
WBGene00001068,dpy-6,2.2166908245865,9.25049563499703e-70,6.03167691729267,5.7244626733351,7.04985993643294,24.322766258847,29.8704577698091,33.4779570955504,WBGene00001068,WBGene00001068,History: N.A.
WBGene00013489,col-42,2.01604661472968,3.95068595942446e-69,88.2371438591037,63.5048198428964,88.2395881169203,287.271881544973,327.710008636557,356.478418087384,WBGene00013489,WBGene00013489,History: N.A.
WBGene00000893,cyn-17,-1.75915374198279,8.630451895207508e-69,92.8360988126266,102.460580561481,90.8689419896254,31.7509831660603,24.6860563536572,27.9899432255691,WBGene00000893,WBGene00000893,"History: Split into ZC250.5(WBGene00045306). History of WBGene00000893: Split into ""WBGene00045306"" on 2007-03-02"
WBGene00020149,T01D1.4,-1.79761545238076,9.49645846971454e-69,189.160039442327,197.298227906265,167.334578439885,58.888880456526,50.4752014458271,49.4288613147204,WBGene00020149,WBGene00020149,History: N.A.
WBGene00007142,ttr-18,1.56906104059872,1.05239993946101e-68,117.814812131124,122.558379353058,108.841897659792,336.247214286321,374.376321989394,324.549566534002,WBGene00007142,WBGene00007142,History: N.A.
WBGene00004173,pqn-94,1.53616644385792,1.62018215770852e-68,51.6417305030583,54.8112193963005,52.2338905852881,155.958774890743,155.624844284027,148.334536725135,WBGene00004173,WBGene00004173,History: N.A.
WBGene00044294,C01B10.11,-1.50654591828097,4.1385727961455405e-68,175.527604185437,194.73771564248,181.251289969152,67.9493357482468,66.3208728114149,59.4212927016167,WBGene00044294,WBGene00044294,History: N.A.
WBGene00000677,col-103,1.77008490430424,1.42060662027256e-67,60.5492854163834,47.4753547222823,56.6132932088169,169.318620434691,188.614693118316,204.131793646174,WBGene00000677,WBGene00000677,History: N.A.
WBGene00000719,col-146,1.5580681547283,8.18430121997868e-66,76.522439759696,70.4901023101055,66.2794253861526,202.934488364566,197.812601592333,227.490285237998,WBGene00000719,WBGene00000719,History: N.A.
WBGene00011446,T04F8.8,1.81486076269145,4.88703522403159e-65,40.3331772948378,40.7874408072672,34.5670707913382,128.720962782264,140.739744780521,137.162411153698,WBGene00011446,WBGene00011446,History: N.A.
WBGene00008707,F11E6.3,1.81517236726693,9.17487928669959e-65,77.2961610410475,76.8350566889194,65.3405596401961,225.496712350926,245.147797999936,301.929397928494,WBGene00008707,WBGene00008707,History: N.A.
WBGene00013846,ZC84.1,-2.05866238537194,1.20515302077123e-64,11.2537849345463,11.7690640376805,11.0935047825768,2.67113063647399,2.71409102253169,2.81726692150376,WBGene00013846,WBGene00013846,History: N.A.
WBGene00022283,lgc-27,-1.54414236740077,1.47099303139051e-64,123.403604137822,134.278263643715,125.207341906436,48.5326379873597,41.9496108036027,40.4800791810649,WBGene00022283,WBGene00022283,History: N.A.
WBGene00010539,ttr-2,1.57380509357447,7.80144053941008e-64,70.6068778926301,75.3129161303323,72.6910661242977,211.772335988055,228.064851538937,210.754633635,WBGene00010539,WBGene00010539,History: N.A.
WBGene00018965,F56D2.3,-1.65477748212887,1.56327972071274e-62,71.5635789599772,73.9531766718259,68.3768453350642,23.2615646899437,24.1521996987471,20.2659219941009,WBGene00018965,WBGene00018965,History: N.A.
WBGene00008341,ttr-44,-1.62411690078163,2.1830073897178497e-62,165.039355317378,156.020592609817,150.942174488969,52.4979612915901,49.5899801428864,50.9265512277914,WBGene00008341,WBGene00008341,History: N.A.
WBGene00009573,F40E10.5,-1.62173582283149,7.75964493624822e-62,194.723713696849,223.728228896517,204.184222678717,76.9463767159516,62.0143588208873,62.9483800109221,WBGene00009573,WBGene00009573,History: N.A.
WBGene00018174,F38B6.4,-1.95170201956044,9.15678032832332e-62,24.1545672185733,22.7189456958005,25.0197679294898,6.41900586033831,5.461226404532,6.76242736569308,WBGene00018174,WBGene00018174,History: N.A.
WBGene00008655,lips-3,-1.72956278969582,1.12609137383677e-61,82.2718828781523,87.614018094891,78.1169301711522,27.6216220748581,23.4439582063516,23.4643992098444,WBGene00008655,WBGene00008655,History: N.A.
WBGene00019272,H42K12.3,-1.35683145905494,1.29304086264283e-61,130.359854575765,128.808603031036,121.81765438265,47.7432216777268,48.0357111023347,53.2153849908382,WBGene00019272,WBGene00019272,History: N.A.
WBGene00010790,sodh-1,1.56321714622837,1.29589612211635e-61,88.4699972989035,74.5141505991431,93.0893197488981,230.211176500135,267.790031881009,259.233559866498,WBGene00010790,WBGene00010790,History: Renamed on 2004-08-25; Renamed on 2021-12-09
WBGene00000746,col-173,-1.70103001067656,2.3685483031971603e-61,108.366369091425,115.929069147488,97.6574852204741,34.6693869762226,29.9480307518052,34.4273102110353,WBGene00000746,WBGene00000746,History: N.A.
WBGene00000685,col-111,-1.47181271260499,2.74297978111934e-61,157.991958365752,150.734895294819,141.837103332676,57.5773661809839,49.4961349224398,55.3238552138333,WBGene00000685,WBGene00000685,History: N.A.
WBGene00000190,arf-1.1,3.23863732829595,3.2652629137584e-61,4.41946270303148,4.53935511439308,4.81631175031708,39.2569814096136,44.3448860893119,46.8745971835683,WBGene00000190,WBGene00000190,History: Renamed on 2020-09-10
WBGene00001730,grl-21,1.50876259055812,4.7272447444114606e-61,77.3594022571433,83.4755704245598,70.5943917233696,226.313076702893,220.572587619203,210.761066048219,WBGene00001730,WBGene00001730,History: N.A.
WBGene00022816,fbn-1,1.80275097362225,8.81786797285443e-61,7.35896199786199,6.31735761065243,7.40658772698933,21.0788583762978,23.9681674555793,28.6063752761881,WBGene00022816,WBGene00022816,History: Renamed on 2019-05-20
WBGene00008605,mlt-9,-1.39744949102998,3.37269570672942e-60,82.576244669833,92.8108395524827,82.927046960413,32.0688903817405,32.0736769964404,33.9989696438931,WBGene00008605,WBGene00008605,History: N.A.
WBGene00000665,col-90,-1.24577188040137,4.03039037519998e-59,1500.11126355159,1546.10619348566,1391.65944027783,657.740219373351,568.449212937639,645.211659944348,WBGene00000665,WBGene00000665,History: N.A.
WBGene00022505,ZC21.3,1.59070812457684,5.18859493873815e-59,24.3853168665954,26.2044759659426,25.625907438114,73.4315584926735,86.2369859282938,69.7647397115894,WBGene00022505,WBGene00022505,History: N.A.
WBGene00004264,qua-1,-1.33357128409859,8.445236092707101e-59,69.9185784242023,80.2053071998069,71.0817558903159,28.2387635143294,29.1884164113749,30.4073737640623,WBGene00004264,WBGene00004264,History: N.A.
WBGene00016419,tyr-4,1.5507634725791,1.4154990057210801e-58,19.6898861408509,23.9269789538072,19.8271500388053,59.6731634186686,63.1145201818554,63.043592704184,WBGene00016419,WBGene00016419,History: N.A.
WBGene00010135,F55H12.4,1.40980370100399,1.94914707976686e-58,103.747476178817,118.809359957356,99.4959332169185,274.428423534126,291.118953253551,289.932354298214,WBGene00010135,WBGene00010135,History: N.A.
WBGene00004120,pqn-32,-1.90760955710224,2.60582472432325e-58,101.029572308816,124.831107055939,94.3239867728253,31.0819594123609,23.7283532996103,30.5615299177106,WBGene00004120,WBGene00004120,History: N.A.
WBGene00013515,Y73F4A.2,1.55177605818917,5.60470176062201e-58,49.0995610151187,56.8921381800221,54.6801893403186,149.63083863694,169.089261400668,152.384144224874,WBGene00013515,WBGene00013515,History: N.A.
WBGene00000606,col-17,-1.33237737040735,1.27727589426943e-57,2164.87518838086,2213.02128950252,2103.84509765171,889.593494545636,747.768604512906,936.999127150007,WBGene00000606,WBGene00000606,History: N.A.
WBGene00004131,pqn-44,-1.10599774454154,4.4901662851592e-57,194.189441118749,200.37117939848,191.986783943207,88.8829467954767,88.8060677168871,94.973842619353,WBGene00004131,WBGene00004131,History: Renamed on 2021-01-04
WBGene00000397,cdh-5,-1.74236347627215,1.25321707059224e-56,23.0071464637454,28.0884552434854,25.7983185846497,7.41127269280657,8.66113094186124,6.85990699179733,WBGene00000397,WBGene00000397,"History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
WBGene00017307,F09F9.2,-1.71076266168928,1.81827072943081e-56,128.149797960815,123.793527179912,132.187076149314,37.1559302792678,44.097481349768,35.8840876583239,WBGene00017307,WBGene00017307,History: N.A.
WBGene00219755,linc-17,5.06239229055202,2.41412416193285e-56,2.44964888671153,1.70947041552964,2.20243401647665,69.4628996911916,79.2103086201929,63.7713810214264,WBGene00219755,WBGene00219755,History: N.A.
WBGene00013891,ZC434.3,-1.94753387497376,3.93125873549462e-56,79.7124158547559,96.6741679840589,78.6278396388674,22.1110181966808,24.074261721727,19.6754032929425,WBGene00013891,WBGene00013891,History: N.A.
WBGene00001479,fmo-4,-1.46719729393743,4.80479318819426e-56,54.4376918918264,54.2699488098715,54.4929230646409,20.4251940245413,18.4942399642677,20.1199206612118,WBGene00001479,WBGene00001479,History: N.A.
WBGene00000497,chs-2,-1.50288076203508,7.374971641269948e-56,25.0854811920901,26.1557864135756,24.0344855832812,9.51233337528571,7.7935771887401,9.26036576870869,WBGene00000497,WBGene00000497,History: N.A.
WBGene00017569,F18E9.3,1.70302904309613,1.49100877309205e-55,12.1402072583017,13.009175691005,11.8286291653975,38.6108892912112,40.8184417413097,40.9685935760092,WBGene00017569,WBGene00017569,History: N.A.
WBGene00008356,nspc-20,1.99008386414357,2.3009029517415094e-55,32.6674995172839,34.3340314106822,33.241308007643,133.264055586344,135.983102573634,128.695108876944,WBGene00008356,WBGene00008356,History: N.A.
WBGene00018969,F56D3.1,-1.38538908754947,3.5732638014285004e-55,112.936308104109,116.028345060227,102.222533158739,41.2066965792971,40.4356973930543,45.3124341642874,WBGene00018969,WBGene00018969,History: N.A.
WBGene00003057,lon-3,-1.30481367462778,1.4550284924929502e-54,174.019572966903,179.876663776866,167.677860033439,68.7480994636945,66.7330860056151,75.9946019825859,WBGene00003057,WBGene00003057,History: N.A.
WBGene00020281,T06A4.1,-1.76630497457309,2.25207909101398e-54,37.7275863163189,38.4526395199942,34.5003887426226,10.2335247277238,10.5565783501729,11.8719580490292,WBGene00020281,WBGene00020281,History: N.A.
WBGene00016659,C45B2.2,1.33132734644387,3.0602262322042e-54,189.898975413298,180.126180848861,173.133228461398,433.515024787327,486.547010058631,446.187141421141,WBGene00016659,WBGene00016659,History: N.A.
WBGene00004397,rol-6,-1.4711635200607,1.23587953834554e-53,911.135539061847,921.187198625548,810.901389758539,313.717991524803,275.231361205411,364.946693235477,WBGene00004397,WBGene00004397,History: N.A.
WBGene00018538,marg-1,1.50189438271136,1.47060905378079e-53,23.9475008016423,24.2516574179805,23.6895115993885,63.7544412514649,72.6450990557195,67.213196929286,WBGene00018538,WBGene00018538,History: N.A.
WBGene00008565,acox-1.2,-1.97559599520598,2.36886826587678e-53,113.507103223971,77.9084994850237,97.9820481466998,23.6258589615886,21.4237704136357,28.7277981284977,WBGene00008565,WBGene00008565,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00000673,col-98,1.5702726564312,2.92072627621259e-53,63.2145993914538,48.4229895761771,57.7810148707554,154.813785961572,168.740529227209,179.976179380562,WBGene00000673,WBGene00000673,History: N.A.
WBGene00016805,C50D2.1,-1.9084093319505,1.2941385736672e-52,37.2946970944184,44.8953587339335,34.9319880895666,10.6626735035908,10.0371253459157,10.4812565167808,WBGene00016805,WBGene00016805,History: N.A.
WBGene00020579,T19D12.4,1.2145702733746,5.74080244915582e-52,26.5165301113977,24.4403033925896,26.5521127851018,61.6098114702953,58.5428252284071,59.7344629385516,WBGene00020579,WBGene00020579,History: N.A.
WBGene00004017,phg-1,-1.47228578887527,9.06560419553632e-52,160.341895910133,144.382319439529,140.291721455577,57.6197136127208,50.5795806335426,51.9047705178812,WBGene00004017,WBGene00004017,History: N.A.
WBGene00013173,Y53F4B.27,-1.61407940041884,1.35747718402328e-51,45.6472529043924,46.6214574221909,41.5433255135014,15.6521153542023,13.7219785796839,14.246117542867,WBGene00013173,WBGene00013173,History: N.A.
WBGene00000176,aqp-8,1.77291131558356,1.39197145679015e-51,15.1183264507814,15.6711854304199,16.5273753349207,51.5550971951975,56.8030681636698,53.4979020014074,WBGene00000176,WBGene00000176,History: N.A.
WBGene00021018,W04B5.1,2.3485218051118,2.23622468040008e-51,10.1983290471882,9.35355181336423,10.2694245521405,47.6655129718621,52.1553043343784,52.3361693177785,WBGene00021018,WBGene00021018,History: N.A.
WBGene00000784,cpr-4,1.44976798395429,3.09085656203303e-51,293.70352173914,220.269644904482,283.031010330387,693.613895727676,729.891606056773,754.054119669365,WBGene00000784,WBGene00000784,History: N.A.
WBGene00011548,T06G6.6,-1.51542071497755,4.04923165522805e-51,104.107825134539,95.6315364410449,100.150497255904,35.3839044143051,35.4747130677325,33.9195146241337,WBGene00011548,WBGene00011548,History: N.A.
WBGene00004358,rhr-1,1.53000693497651,6.05152072687799e-51,35.0842491471101,30.7528317469726,37.9274233880232,89.4234880620282,105.796004148165,104.866692272612,WBGene00004358,WBGene00004358,History: N.A.
WBGene00008577,F08G2.5,-2.16230413703442,1.11145488119022e-50,86.1795227091139,61.8630181240923,76.6997646237994,16.3335003194301,16.0603912962757,17.9681984120033,WBGene00008577,WBGene00008577,History: N.A.
WBGene00008496,F01D5.6,-1.61112329870973,3.02003778467786e-50,74.076028729246,68.3278380055708,65.6585639932711,23.4302253594912,20.1985839722438,24.6049291722206,WBGene00008496,WBGene00008496,History: N.A.
WBGene00000668,col-93,1.53688555783471,4.7648475561691695e-50,182.585242501704,188.158222650401,176.71906833448,453.083221962534,504.852920452657,631.416225061761,WBGene00000668,WBGene00000668,History: N.A.
WBGene00012819,Y43F8B.9,3.47541623560071,1.59716593282236e-49,3.22058943724416,2.91878689567052,3.15880626507282,35.0168314228381,33.1209081134511,35.3744836086784,WBGene00012819,WBGene00012819,History: N.A.
WBGene00018215,igcm-1,-1.3973666315515,3.7601571213982e-49,29.4289851675451,30.3362048277739,28.7475461926523,11.4432453928912,11.4417053307089,10.651402471521,WBGene00018215,WBGene00018215,History: N.A.
WBGene00009261,F30A10.2,-1.98298997679911,3.94810251325086e-49,54.1944667276579,66.592001745489,52.7721899851917,14.7213545833651,16.0845868607499,12.8953160826107,WBGene00009261,WBGene00009261,"History: Split into F30A10.13(WBGene00044680). History of WBGene00009261: Split into ""WBGene00044680"" on 2005-11-21"
WBGene00017071,aagr-1,1.65216161528234,5.07201700358634e-49,8.5174920743825,7.29210097226121,7.57023352072179,24.0076474688424,23.2970236216452,26.2398379219707,WBGene00017071,WBGene00017071,History: N.A.
WBGene00009096,fipr-1,2.03771479771504,6.52269172483636e-49,43.358785294794,43.7136006256866,40.9652727064657,156.184986115471,212.654702421779,156.224627191246,WBGene00009096,WBGene00009096,History: N.A.
WBGene00044109,K02E11.10,-1.56255011658478,8.27422500824805e-49,383.618659764807,374.162910486866,342.731132406324,135.126348173802,99.4444898567829,138.200997600809,WBGene00044109,WBGene00044109,History: N.A.
WBGene00022160,Y71G12B.25,-1.48714108193091,1.41544741407013e-48,79.2548337876191,80.1254080069553,75.403762456577,30.3350502550081,24.4992922426342,28.9019059959431,WBGene00022160,WBGene00022160,History: N.A.
WBGene00016573,C41H7.3,3.40072937757037,1.5331506174104398e-48,1.81669613089041,1.43378607833132,1.97364079333645,17.6456358187451,17.1261838536945,20.7428977170053,WBGene00016573,WBGene00016573,History: N.A.
