# Table S7. Small RNAs significantly upregulated 1.3 fold or greater in prg-1(n4357) gonads.
# * mean reads across all libraries
class,gene_id,public_name,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
mut,T08B2.11,T08B2.11,1736.79948082416,21.3823,4.2264979545007e-65,T08B2.11,WBGene00020349,Public name for WBGene00020349. History: N.A.
mut,C16C4.18,C16C4.18,1130.43979240907,20.8072,1.32392970476994e-60,C16C4.18,WBGene00194998,Public name for WBGene00194998. History: N.A.
csr,R02F2.1,R02F2.1,717.587231293637,20.2417,1.43259980916318e-179,R02F2.1,WBGene00019831,Public name for WBGene00019831. History: N.A.
csr,R09F10.3,R09F10.3,1.69438017624523,20.2126,0.0152445871764718,R09F10.3,WBGene00019987,Public name for WBGene00019987. History: N.A.
mut,W05F2.4,W05F2.4,5939.76193484115,18.9977,2.1615022310679103e-09,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
csr,H20J04.9,H20J04.9,499.848628599555,17.1914,2.9318905813422203e-67,H20J04.9,WBGene00044310,Public name for WBGene00044310. History: N.A.
mut,C50F4.13,his-35,2201.16326019079,17.1881,6.20649009686588e-62,C50F4.13,WBGene00001909,Sequence name for WBGene00001909(his-35). History: N.A.
mut,F08B4.2,cdh-5,354.343830913664,17.0248,1.31488144240894e-107,F08B4.2,WBGene00000397,"Sequence name for WBGene00000397(cdh-5). History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
csr,Y39G10AR.15,Y39G10AR.15,12.6333503739574,16.9629,0.0003972197140677,Y39G10AR.15,WBGene00021471,"Public name for WBGene00021471. History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
mut,Y102A5C.6,Y102A5C.6,2858.89291452129,16.741,2.79988099594996e-52,Y102A5C.6,WBGene00014955,Public name for WBGene00014955. History: N.A.
mut,T05C3.7,srg-66,454.709915264543,16.5813,0.0001266327455349,T05C3.7,WBGene00005223,Sequence name for WBGene00005223(srg-66). History: N.A.
mut,R06C1.4,R06C1.4,2317.78256020181,16.4686,1.7899874263731299e-72,R06C1.4,WBGene00011059,Public name for WBGene00011059. History: N.A.
mut,Y110A2AM.3,ubc-26,1015.10644072966,15.1392,6.94771539056281e-68,Y110A2AM.3,WBGene00022450,Sequence name for WBGene00022450(ubc-26). History: N.A.
mut,Y39A3CL.2,rimb-1,6384.05706297786,14.2353,6.26447564381147e-05,Y39A3CL.2,WBGene00006513,Sequence name for WBGene00006513(rimb-1). History: N.A.
mut,B0478.2,B0478.2,362.37370330163,14.1794,4.34243242270373e-95,B0478.2,,Sequence name for Suppressed gene WBGene00015201. Molecular name for Suppressed gene WBGene00015201. Public name for Suppressed gene WBGene00015201. History of WBGene00015201: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,H31G24.2,H31G24.2,438.109525874315,13.4378,5.42917041577839e-72,H31G24.2,WBGene00023314,Public name for WBGene00023314. History: N.A.
mut,W02A11.8,bath-35,345.592262106713,13.2793,6.01811446492231e-87,W02A11.8,WBGene00012196,Sequence name for WBGene00012196(bath-35). History: N.A.
mut,F53H1.2,F53H1.2,1971.87767882738,13.0181,7.96949730494731e-06,F53H1.2,WBGene00023291,Public name for WBGene00023291. History: N.A.
csr,VF13D12L.1,inos-1,24654.3733352233,12.7605,2.46656803055313e-176,VF13D12L.1,WBGene00012148,Sequence name for WBGene00012148(inos-1). History: N.A.
mut,K08A2.4,lido-7,1133.20861778284,12.4803,7.56696769716671e-167,K08A2.4,WBGene00019513,Sequence name for WBGene00019513(lido-7). History: N.A.
mut,WBTransposon00000207,WBTransposon00000207,781.626695903392,12.316,8.5551182386586e-14,,,
csr,C47D12.8,xpf-1,25167.6827047374,12.2427,5.8646268438329497e-185,C47D12.8,WBGene00008140,Sequence name for WBGene00008140(xpf-1). History: Renamed on 2013-10-11; Renamed on 2015-07-01
mut,T16H12.2,T16H12.2,2178.90380437717,12.2097,3.92217867486461e-07,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
mut,ZK250.8,math-50,116.901531799583,12.0834,9.56601443710011e-72,ZK250.8,WBGene00022691,Sequence name for WBGene00022691(math-50). History: N.A.
mut,W04A8.2,W04A8.2,8266.79236871341,12.0399,3.53569391433932e-07,W04A8.2,WBGene00012237,Public name for WBGene00012237. History: N.A.
mut,C31C9.5,C31C9.5,594.820162837231,11.8538,3.4405496722853695e-116,C31C9.5,,Sequence name for Suppressed gene WBGene00007839. Molecular name for Suppressed gene WBGene00007839. Public name for Suppressed gene WBGene00007839. History of WBGene00007839: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,WBTransposon00000010,WBTransposon00000010,888.95407829381,11.7177,1.77286811662577e-12,,,
mut,C31C9.4,fbxa-168,608.169413123579,11.6851,3.84410183049385e-116,C31C9.4,WBGene00007838,"Sequence name for WBGene00007838(fbxa-168). History: Split into fbxa-169(WBGene00045289). History of WBGene00007838: Split into ""WBGene00045289"" on 2007-02-26"
mut,Y32F6A.5,Y32F6A.5,2442.43269403207,11.456,1.06012688859124e-05,Y32F6A.5,WBGene00012530,Public name for WBGene00012530. History: N.A.
mut,Y55F3BR.2,Y55F3BR.2,7907.73418976228,11.4509,2.94259033930883e-32,Y55F3BR.2,WBGene00021939,Public name for WBGene00021939. History: N.A.
csr,K03A11.1,K03A11.1,2.53244088323611,11.2445,0.0446932428423547,K03A11.1,WBGene00010519,Public name for WBGene00010519. History: N.A.
mut,Y43F8B.8,Y43F8B.8,2.38424821879793,11.1027,0.0209739350882208,Y43F8B.8,WBGene00014888,Public name for WBGene00014888. History: N.A.
piRNA,21ur-8412,21ur-8412,8.84862087816733,10.6901,1.81754390336908e-05,21ur-8412,WBGene00077722,"Public name for Dead gene WBGene00173479. History of WBGene00173479: Merged into ""WBGene00077722"" on 2013-09-27"
miRNA,miR-58b-5p,miR-58b-5p,9.21885467269067,10.6784,1.28381905173296e-05,,,
mut,ZK250.3,ZK250.3,1510.8312608825,10.6636,3.91858870902529e-06,ZK250.3,,Sequence name for Suppressed gene WBGene00022686. Molecular name for Suppressed gene WBGene00022686. Public name for Suppressed gene WBGene00022686. History of WBGene00022686: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,W02A11.5,bath-34,987.190737880896,10.6218,4.2481755809560097e-78,W02A11.5,WBGene00012195,Sequence name for WBGene00012195(bath-34). History: N.A.
mut,W09G3.5,fbxa-93,534.128314746423,10.3731,4.3331239417312e-115,W09G3.5,WBGene00012368,Sequence name for WBGene00012368(fbxa-93). History: N.A.
mut,F52C6.6,math-31,298.513028395278,10.3303,7.06925794724726e-41,F52C6.6,WBGene00018663,Sequence name for WBGene00018663(math-31). History: N.A.
mut,Y59A8B.11,fbxa-106,435.490072710715,10.1044,8.74513040916479e-81,Y59A8B.11,WBGene00013348,Sequence name for WBGene00013348(fbxa-106). History: N.A.
mut,C36A4.11,C36A4.11,904.852310136369,9.61855,1.99042905266326e-152,C36A4.11,WBGene00044167,Public name for WBGene00044167. History: N.A.
mut,K06B9.6,K06B9.6,904.852310136369,9.61855,1.99042905266326e-152,K06B9.6,WBGene00044478,Public name for WBGene00044478. History: N.A.
csr,F53H1.3,F53H1.3,2531.25778571502,9.38686,5.11870480378436e-126,F53H1.3,WBGene00018777,Public name for WBGene00018777. History: N.A.
mut,F20B4.2,F20B4.2,3328.49031865619,9.31545,9.086538151348e-92,F20B4.2,,Sequence name for Suppressed gene WBGene00017622. Molecular name for Suppressed gene WBGene00017622. Public name for Suppressed gene WBGene00017622. History of WBGene00017622: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,C52E4.2,mif-2,1183.55181854465,9.26566,1.54561283156209e-127,C52E4.2,WBGene00003235,Sequence name for WBGene00003235(mif-2). History: N.A.
mut,B0348.5,B0348.5,743.796652279118,9.0909,1.0673683152925501e-31,B0348.5,WBGene00015153,Sequence name for WBGene00015153(idpp-2). History: N.A.
mut,F07B7.2,F07B7.2,4614.19837399119,8.85726,2.973019465989e-123,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
mut,W09B7.2,W09B7.2,4614.19837399119,8.85726,2.973019465989e-123,W09B7.2,WBGene00021107,Public name for WBGene00021107. History: N.A.
csr,Y71G12B.9,lin-65,2719.43872906199,8.56238,2.22350981891597e-214,Y71G12B.9,WBGene00022149,Sequence name for WBGene00022149(lin-65). History: N.A.
mut,ZK250.10,ZK250.10,275.928586870772,8.53739,1.22031766122789e-106,ZK250.10,WBGene00022693,Public name for WBGene00022693. History: N.A.
mut,C01B4.7,C01B4.7,864.639489823817,8.45848,1.6009551505134401e-74,C01B4.7,WBGene00015271,Public name for WBGene00015271. History: N.A.
mut,Y19D10A.4,Y19D10A.4,864.639489823817,8.45848,1.6009551505134401e-74,Y19D10A.4,WBGene00021219,Public name for WBGene00021219. History: N.A.
mut,Y66D12A.14,nrps-1,2151.97236017192,8.26207,7.90194330622213e-21,Y66D12A.14,WBGene00013440,Sequence name for WBGene00013440(nrps-1). History: N.A.
csr,Y56A3A.19,Y56A3A.19,264.496498195993,8.25635,8.94822914781125e-68,Y56A3A.19,WBGene00013237,Public name for WBGene00013237. History: N.A.
csr,F28D9.4,F28D9.4,310.269683271727,8.21582,2.6314859292167398e-86,F28D9.4,WBGene00009220,"Public name for WBGene00009220. History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
mut,M02B7.3,osm-3,7391.18393066982,7.82408,0.0001651447511847,M02B7.3,WBGene00003884,Sequence name for WBGene00003884(osm-3). History: N.A.
mut,Y38H8A.5,fezf-1,118.381094945987,7.65531,2.62932318887273e-44,Y38H8A.5,WBGene00012639,Sequence name for WBGene00012639(fezf-1). History: N.A.
miRNA,miR-84-3p,miR-84-3p,8.25777435392249,7.63317,0.0005897333382201,,,
mut,Y20F4.4,Y20F4.4,15940.7740264522,7.56462,4.31570032789405e-123,Y20F4.4,WBGene00021239,Public name for WBGene00021239. History: N.A.
mut,C35B1.5,C35B1.5,828.53645226183,7.50307,1.04192381708084e-60,C35B1.5,WBGene00016435,Public name for WBGene00016435. History: N.A.
mut,ZK1025.1,ZK1025.1,4462.39389794225,7.34355,3.97018648080041e-51,ZK1025.1,WBGene00014992,Public name for WBGene00014992. History: N.A.
csr,F09D1.1,usp-39,1421.43086699826,7.31428,1.3938448572426702e-173,F09D1.1,WBGene00017280,Sequence name for WBGene00017280(usp-39). History: N.A.
mut,W09G3.1,W09G3.1,636.38916055604,7.13948,3.79161591665922e-141,W09G3.1,WBGene00012365,Public name for WBGene00012365. History: N.A.
mut,T25G12.8,T25G12.8,7.13390365512008,6.96105,0.0003913635259169,T25G12.8,,Sequence name for Suppressed gene WBGene00020814. Molecular name for Suppressed gene WBGene00020814. Public name for Suppressed gene WBGene00020814. History of WBGene00020814: Suppressed on 2007-07-26. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,K08D12.6,K08D12.6,572.280829980762,6.95525,9.25427548687561e-24,K08D12.6,WBGene00019540,Sequence name for WBGene00019540(epic-2). History: N.A.
mut,Y71A12B.13,Y71A12B.13,1915.32206172438,6.87237,7.331185503496059e-140,Y71A12B.13,WBGene00013510,Public name for WBGene00013510. History: N.A.
csr,F55C7.7,unc-73,194.760637061478,6.8252,1.27014333542708e-52,F55C7.7,WBGene00006805,Sequence name for WBGene00006805(unc-73). History: Renamed on 2015-03-04
mut,Y9D1A.1,Y9D1A.1,871.456344254389,6.79782,1.60645013719758e-20,Y9D1A.1,WBGene00021186,Public name for WBGene00021186. History: N.A.
mut,Y71H2AL.1,pbo-1,1389.43503683764,6.52269,9.13580863618233e-66,Y71H2AL.1,WBGene00003941,"Sequence name for WBGene00003941(pbo-1). History: N.A.. Public name for Dead gene WBGene00022164. History of WBGene00022164: Merged into ""WBGene00003941"" on 2011-09-06"
csr,Y34F4.3,Y34F4.3,6.57448102197079,6.51854,0.0003375295974547,Y34F4.3,WBGene00021338,Public name for WBGene00021338. History: N.A.
mut,Y43F4B.9,Y43F4B.9,1189.76167453812,6.45369,3.40067361771429e-78,Y43F4B.9,WBGene00012806,"Sequence name for WBGene00012806(dph-7). History: Split into ""WBGene00045284"" on 2007-02-20"
mut,C46G7.5,C46G7.5,637.767758946076,6.36096,1.09572767478733e-46,C46G7.5,WBGene00044502,Public name for WBGene00044502. History: N.A.
mut,C43D7.9,fbxb-64,188.236657265399,6.35365,3.00249086375095e-79,C43D7.9,WBGene00008071,Sequence name for WBGene00008071(fbxb-64). History: N.A.
mut,H12D21.9,H12D21.9,1255.25641512588,6.19715,0.0004044378883156,H12D21.9,WBGene00010385,Public name for WBGene00010385. History: N.A.
mut,Y53G8AM.8,Y53G8AM.8,2398.35438920221,6.15717,1.2664740020636e-09,Y53G8AM.8,WBGene00021808,Public name for WBGene00021808. History: N.A.
mut,H12D21.8,H12D21.8,1233.19626752636,6.14797,0.0031917599091337,H12D21.8,,Sequence name for Suppressed gene WBGene00010384. Molecular name for Suppressed gene WBGene00010384. Public name for Suppressed gene WBGene00010384. History of WBGene00010384: Killed on 2006-10-31; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,ZC123.4,ZC123.4,1411.24594742703,6.13371,2.14068593898762e-35,ZC123.4,WBGene00022519,Sequence name for WBGene00022519(cdk-14). History: N.A.
mut,Y16E11A.2,Y16E11A.2,335.80775217669,6.12451,7.52415130860439e-101,Y16E11A.2,,Sequence name for Suppressed gene WBGene00021194. Molecular name for Suppressed gene WBGene00021194. Public name for Suppressed gene WBGene00021194. History of WBGene00021194: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,ZK250.9,ZK250.9,335.80775217669,6.12451,7.52415130860439e-101,ZK250.9,,Sequence name for Suppressed gene WBGene00022692. Molecular name for Suppressed gene WBGene00022692. Public name for Suppressed gene WBGene00022692. History of WBGene00022692: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,H12D21.10,H12D21.10,1261.70384841827,6.09715,2.30684366283848e-14,H12D21.10,WBGene00010386,Public name for WBGene00010386. History: N.A.
csr,Y42A5A.5,Y42A5A.5,301.121877092921,6.03023,6.75072037581439e-56,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
mut,Y42A5A.5,Y42A5A.5,301.121877092921,6.03023,6.75072037581439e-56,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
mut,Y57G11C.51,Y57G11C.51,8317.94952908142,6.02999,1.97891916240577e-16,Y57G11C.51,WBGene00044258,Public name for WBGene00044258. History: N.A.
mut,WBTransposon00000214,WBTransposon00000214,1296.21542123038,5.99779,4.94420300776805e-14,,,
miRNA,miR-247-3p,miR-247-3p,23.0062122935643,5.93278,2.05555917506026e-06,,,
mut,Y46B2A.2,Y46B2A.2,286.565676158984,5.90807,4.69402366164937e-102,Y46B2A.2,,Sequence name for Suppressed gene WBGene00021577. Molecular name for Suppressed gene WBGene00021577. Public name for Suppressed gene WBGene00021577. History of WBGene00021577: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,F45B8.5,F45B8.5,56.2236002792579,5.84418,1.78586020530273e-14,F45B8.5,WBGene00194794,"Public name for WBGene00194794. History: Split into F20D1.22(WBGene00304908). History of WBGene00194794: Split into ""WBGene00304908"" on 2019-07-25"
miRNA,miR-240-3p,miR-240-3p,98.3509103884053,5.77702,1.11413587563053e-11,,,
mut,Y39B6A.46,ztf-20,193.349940953847,5.73466,2.6665590330148302e-65,Y39B6A.46,WBGene00012702,Sequence name for WBGene00012702(ztf-20). History: N.A.
mut,DC2.3,lec-12,1250.75556489261,5.69003,2.15211609497487e-159,DC2.3,WBGene00017080,Sequence name for WBGene00017080(lec-12). History: N.A.
miRNA,miR-49-3p,miR-49-3p,20.1210425829718,5.67209,0.0002874548325663,,,
mut,F33H12.6,F33H12.6,278.008856557313,5.65994,4.20450775266089e-91,F33H12.6,,Sequence name for Suppressed gene WBGene00018020. Molecular name for Suppressed gene WBGene00018020. Public name for Suppressed gene WBGene00018020. History of WBGene00018020: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,F59H6.5,F59H6.5,314.94589575529,5.65319,9.62887602458341e-86,F59H6.5,,Sequence name for Suppressed gene WBGene00019136. Molecular name for Suppressed gene WBGene00019136. Public name for Suppressed gene WBGene00019136. History of WBGene00019136: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,C03A7.1,C03A7.1,9062.32552552471,5.53509,1.14982704625581e-10,C03A7.1,,Sequence name for Suppressed gene WBGene00015365. Molecular name for Suppressed gene WBGene00015365. Public name for Suppressed gene WBGene00015365. History of WBGene00015365: Suppressed on 2007-07-19. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
miRNA,miR-67-3p,miR-67-3p,3.28067522246678,5.52633,0.0491336431879933,,,
mut,Y71A12B.4,trp-4,5501.2878600345,5.42758,1.68189920206373e-06,Y71A12B.4,WBGene00006616,Sequence name for WBGene00006616(trp-4). History: N.A.
miRNA,miR-246-5p,miR-246-5p,8.33580151997015,5.418,0.0118269777636815,,,
mut,Y94H6A.7,Y94H6A.7,300.988614421078,5.38046,1.5646835146118698e-36,Y94H6A.7,WBGene00022379,"Public name for WBGene00022379. History: Split into Y94H6A.12(WBGene00050885). History of WBGene00022379: Split into ""WBGene00050885"" on 2007-09-06"
mut,F59A1.9,fbxa-193,2769.33575802254,5.32639,1.15261532829447e-67,F59A1.9,WBGene00010295,Sequence name for WBGene00010295(fbxa-193). History: N.A.
csr,K07E8.7,K07E8.7,1248.65636319331,5.32393,2.72548073829439e-154,K07E8.7,WBGene00019498,Public name for WBGene00019498. History: N.A.
mut,F23A7.7,F23A7.7,1095.98811316904,5.21326,1.64611446637549e-39,F23A7.7,,Sequence name for Suppressed gene WBGene00009072. Molecular name for Suppressed gene WBGene00009072. Public name for Suppressed gene WBGene00009072. History of WBGene00009072: Killed on 2009-03-30; Suppressed on 2012-11-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,Y37D8A.8,Y37D8A.8,92.3610946825728,5.03351,1.1401954881247899e-36,Y37D8A.8,WBGene00012549,Public name for WBGene00012549. History: N.A.
mut,W04B5.1,W04B5.1,36.1334296393304,5.03221,7.577212060757e-08,W04B5.1,WBGene00021018,Public name for WBGene00021018. History: N.A.
mut,F23A7.5,F23A7.5,1177.75712060723,4.98953,6.1069152404382596e-71,F23A7.5,WBGene00009070,Public name for WBGene00009070. History: N.A.
mut,WBTransposon00000012,WBTransposon00000012,1174.19297572879,4.98783,2.75640939586287e-61,,,
mut,Y55B1BL.1,Y55B1BL.1,152.928620547625,4.97876,8.056290670251449e-33,Y55B1BL.1,WBGene00021909,"Public name for WBGene00021909. History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
mut,ZK228.2,ZK228.2,2538.83608272773,4.94435,7.07515728811834e-16,ZK228.2,,Sequence name for Suppressed gene WBGene00013945. Molecular name for Suppressed gene WBGene00013945. Public name for Suppressed gene WBGene00013945. History of WBGene00013945: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
mut,F31E9.6,F31E9.6,705.420298464007,4.87768,1.26084359669756e-123,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
mut,Y116F11B.15,21ur-11580,225.302104131117,4.86866,8.26807379114708e-80,Y116F11B.15,WBGene00172013,Sequence name for WBGene00172013(21ur-11580). History: N.A.
mut,F54D7.1,F54D7.1,224.586391307012,4.8554,3.06453045831403e-52,F54D7.1,,Sequence name for Suppressed gene WBGene00018796. Molecular name for Suppressed gene WBGene00018796. Public name for Suppressed gene WBGene00018796. History of WBGene00018796: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
csr,Y113G7B.17,prmt-1,680.581086708481,4.85114,1.22664765605119e-89,Y113G7B.17,WBGene00013766,Sequence name for WBGene00013766(prmt-1). History: N.A.
mut,C18D4.6,C18D4.6,2271.71720497956,4.84433,5.00190858027173e-30,C18D4.6,WBGene00007675,Public name for WBGene00007675. History: N.A.
csr,T04D3.5,T04D3.5,34.1373047449995,4.83914,1.42645415831956e-14,T04D3.5,WBGene00011434,Public name for WBGene00011434. History: N.A.
mut,ZK250.5,math-47,1446.87725446578,4.83587,6.8379272582543705e-19,ZK250.5,WBGene00022688,"Sequence name for WBGene00022688(math-47). History: Split into ZK250.13(WBGene00235352). History of WBGene00022688: Split into ""WBGene00235352"" on 2013-09-27"
miRNA,miR-786-3p,miR-786-3p,148.905109149013,4.80743,4.42754514550977e-07,,,
mut,W04C9.1,haf-4,3525.72035881102,4.78032,3.63591087876852e-07,W04C9.1,WBGene00001814,Sequence name for WBGene00001814(haf-4). History: N.A.
mut,T28D6.4,T28D6.4,3051.02808369289,4.77207,1.23023513006666e-06,T28D6.4,WBGene00012124,Public name for WBGene00012124. History: N.A.
mut,ZK250.6,math-48,3197.40011268047,4.76014,5.36705525561967e-05,ZK250.6,WBGene00022689,"Sequence name for WBGene00022689(math-48). History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
