Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00013728,4.31905207,6.52e-36,WBGene00013728,WBGene00013728,History: N.A.
WBGene00004914,4.305254224,2.73e-41,WBGene00004914,WBGene00004914,History: N.A.
WBGene00009508,4.28075689,2.53e-30,WBGene00009508,WBGene00009508,History: N.A.
WBGene00013436,4.274721234,2.67e-35,WBGene00013436,WBGene00013436,History: N.A.
WBGene00009294,4.260542216,2.4e-19,WBGene00009294,WBGene00009294,History: N.A.
WBGene00010080,4.245074412,4.27e-28,WBGene00010080,WBGene00010080,History: N.A.
WBGene00018335,4.21848843,1.3500000000000001e-35,WBGene00018335,WBGene00018335,History: N.A.
WBGene00001977,4.215633785,4.52e-45,WBGene00001977,WBGene00001977,History: N.A.
WBGene00015186,4.211793002,1.2500000000000001e-29,WBGene00015186,WBGene00015186,History: Renamed on 2016-04-27
WBGene00189964,4.201828428,3.19e-06,WBGene00189964,WBGene00189964,History: N.A.
WBGene00001005,4.198462566,2.75e-34,WBGene00001005,WBGene00001005,History: N.A.
WBGene00011391,4.185074559,3.6200000000000004e-21,WBGene00011391,WBGene00011391,History: N.A.
WBGene00004838,4.181417609,9.29e-19,WBGene00004838,WBGene00004838,History: Renamed on 2008-09-15
WBGene00016166,4.167094482,1.64e-31,WBGene00016166,WBGene00016166,History: N.A.
WBGene00022470,4.15904241,1.26e-25,WBGene00022470,WBGene00022470,History: N.A.
WBGene00013137,4.158614404,2.0400000000000002e-29,WBGene00013137,WBGene00013137,History: N.A.
WBGene00010232,4.155068571,4.08e-37,WBGene00010232,WBGene00010232,History: N.A.
WBGene00016317,4.140404424,2.93e-38,WBGene00016317,WBGene00016317,History: N.A.
WBGene00012361,4.089373018,1.4600000000000002e-26,WBGene00012361,WBGene00012361,History: N.A.
WBGene00018151,4.087810403,1.9400000000000002e-33,WBGene00018151,WBGene00018151,History: N.A.
WBGene00015347,4.081970147,1.27e-23,WBGene00015347,WBGene00015347,History: N.A.
WBGene00021813,4.074054307,1.37e-23,WBGene00021813,WBGene00021813,History: N.A.
WBGene00021932,4.061483193,1.8899999999999998e-24,WBGene00021932,WBGene00021932,History: N.A.
WBGene00044638,4.050420566,1.09e-36,WBGene00044638,WBGene00044638,History: N.A.
WBGene00044204,4.050036656,8.45e-14,WBGene00044204,WBGene00044204,History: N.A.
WBGene00011155,4.046960192,7.399999999999999e-43,WBGene00011155,WBGene00011155,History: N.A.
WBGene00008005,4.045153963,1.1e-40,WBGene00008005,WBGene00008005,History: Renamed on 2021-12-09
WBGene00017304,4.043036493,3.29e-15,WBGene00017304,WBGene00017304,History: N.A.
WBGene00017641,4.037094573,2.06e-37,WBGene00017641,WBGene00017641,History: N.A.
WBGene00007762,4.028746691,4.66e-41,WBGene00007762,WBGene00007762,History: N.A.
WBGene00021676,4.008407145,2.57e-49,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00019537,4.006781252,8.47e-39,WBGene00019537,WBGene00019537,History: N.A.
WBGene00017238,4.00412004,2.71e-28,WBGene00017238,WBGene00017238,History: N.A.
WBGene00013109,4.002788528,8.680000000000001e-32,WBGene00013109,WBGene00013109,History: N.A.
WBGene00013532,3.994807918,4.38e-38,WBGene00013532,WBGene00013532,History: N.A.
WBGene00012471,3.991923946,1.81e-33,WBGene00012471,WBGene00012471,History: N.A.
WBGene00001831,3.983119306,1.37e-34,WBGene00001831,WBGene00001831,History: N.A.
WBGene00011637,3.965271273,4.02e-22,WBGene00011637,WBGene00011637,History: Renamed on 2018-08-01
WBGene00004203,3.965015869,5.8700000000000005e-27,WBGene00004203,WBGene00004203,History: Renamed on 2011-02-11
WBGene00013553,3.958388809,1.38e-12,WBGene00013553,WBGene00013553,History: N.A.
WBGene00011687,3.942567264,2.56e-17,WBGene00011687,WBGene00011687,History: N.A.
WBGene00023419,3.942253943,4.0699999999999995e-30,WBGene00023419,WBGene00023419,History: N.A.
WBGene00019724,3.93964592,2.99e-14,WBGene00019724,WBGene00019724,History: N.A.
WBGene00019246,3.932781213,2.27e-30,WBGene00019246,WBGene00019246,History: Renamed on 2015-03-04
WBGene00017075,3.922773807,6.09e-41,WBGene00017075,WBGene00017075,History: Renamed on 2013-01-09
WBGene00018781,3.921120374,3.02e-34,WBGene00018781,WBGene00018781,History: N.A.
WBGene00013689,3.915809007,2.26e-26,WBGene00013689,WBGene00013689,History: N.A.
WBGene00004355,3.910970915,1.18e-38,WBGene00004355,WBGene00004355,History: N.A.
WBGene00008934,3.901440626,1.32e-29,WBGene00008934,WBGene00008934,History: N.A.
WBGene00015817,3.877260578,7.54e-44,WBGene00015817,WBGene00015817,History: N.A.
WBGene00010053,3.869830345,1.32e-24,WBGene00010053,WBGene00010053,History: N.A.
WBGene00004437,3.86306648,4.55e-28,WBGene00004437,WBGene00004437,History: N.A.
WBGene00004917,3.844529407,1.2e-28,WBGene00004917,WBGene00004917,History: N.A.
WBGene00002245,3.84442216,2.92e-34,WBGene00002245,WBGene00002245,History: N.A.
WBGene00011788,3.839626406,1.11e-27,WBGene00011788,WBGene00011788,History: N.A.
WBGene00017210,3.837208559,4.79e-17,WBGene00017210,WBGene00017210,History: N.A.
WBGene00010037,3.833279646,2.05e-38,WBGene00010037,WBGene00010037,History: N.A.
WBGene00009013,3.824637346,4.73e-22,WBGene00009013,WBGene00009013,History: N.A.
WBGene00012276,3.824590294,9.26e-28,WBGene00012276,WBGene00012276,History: N.A.
WBGene00006563,3.824208841,5.91e-34,WBGene00006563,WBGene00006563,History: N.A.
WBGene00011282,3.814941941,5.03e-43,WBGene00011282,WBGene00011282,History: N.A.
WBGene00000889,3.813841578,1.5e-32,WBGene00000889,WBGene00000889,History: N.A.
WBGene00010303,3.812194004,1.53e-29,WBGene00010303,WBGene00010303,History: N.A.
WBGene00007616,3.808216179,1.01e-25,WBGene00007616,WBGene00007616,History: N.A.
WBGene00000474,3.806290216,2.83e-34,WBGene00000474,WBGene00000474,History: N.A.
WBGene00000763,3.806000204,2.39e-30,WBGene00000763,WBGene00000763,History: N.A.
WBGene00000235,3.802697565,8.51e-20,WBGene00000235,WBGene00000235,History: Renamed on 2006-12-04
WBGene00002045,3.800492779,3.24e-31,WBGene00002045,WBGene00002045,History: N.A.
WBGene00003236,3.795800005,1.15e-12,WBGene00003236,WBGene00003236,History: N.A.
WBGene00020263,3.795346487,5.13e-29,WBGene00020263,WBGene00020263,History: N.A.
WBGene00044987,3.793731923,3e-19,WBGene00044987,WBGene00044987,History: N.A.
WBGene00020098,3.787180097,2.02e-33,WBGene00020098,WBGene00020098,History: N.A.
WBGene00021192,3.784659927,1.14e-36,WBGene00021192,WBGene00021192,History: N.A.
WBGene00012187,3.783785637,4.57e-12,WBGene00012187,WBGene00012187,History: N.A.
WBGene00001088,3.778483056,1.31e-24,WBGene00001088,WBGene00001088,History: N.A.
WBGene00022450,3.777220757,5.45e-19,WBGene00022450,WBGene00022450,History: N.A.
WBGene00022042,3.767106396,3.04e-33,WBGene00022042,WBGene00022042,History: N.A.
WBGene00021748,3.761142068,3.33e-23,WBGene00021748,WBGene00021748,History: N.A.
WBGene00021827,3.755985522,6.1e-16,WBGene00021827,WBGene00021827,History: N.A.
WBGene00002032,3.754747667,1.59e-34,WBGene00002032,WBGene00002032,History: N.A.
WBGene00007110,3.753740355,1.5400000000000002e-31,WBGene00007110,WBGene00007110,History: N.A.
WBGene00022774,3.75075577,8.769999999999999e-25,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00007784,3.740499007,1.39e-30,WBGene00007784,WBGene00007784,History: N.A.
WBGene00020894,3.737590979,2.9e-34,WBGene00020894,WBGene00020894,History: N.A.
WBGene00021248,3.73609708,9.18e-29,WBGene00021248,WBGene00021248,History: N.A.
WBGene00012739,3.734538491,1.16e-18,WBGene00012739,WBGene00012739,History: N.A.
WBGene00077526,3.734305878,2.2e-26,WBGene00077526,WBGene00077526,History: N.A.
WBGene00012715,3.727911464,4.02e-33,WBGene00012715,WBGene00012715,History: N.A.
WBGene00021826,3.725107016,1.13e-26,WBGene00021826,WBGene00021826,History: N.A.
WBGene00003218,3.721289351,4.8899999999999997e-39,WBGene00003218,WBGene00003218,History: N.A.
WBGene00009444,3.720289765,3.24e-20,WBGene00009444,WBGene00009444,History: N.A.
WBGene00022099,3.719532916,2.78e-28,WBGene00022099,WBGene00022099,History: N.A.
WBGene00007195,3.709136904,1.17e-32,WBGene00007195,WBGene00007195,History: N.A.
WBGene00022599,3.707417628,9.69e-37,WBGene00022599,WBGene00022599,History: N.A.
WBGene00022399,3.702885769,6.18e-36,WBGene00022399,WBGene00022399,History: N.A.
WBGene00019631,3.702815425,5.24e-23,WBGene00019631,WBGene00019631,History: N.A.
WBGene00015538,3.694005969,1.1600000000000001e-29,WBGene00015538,WBGene00015538,History: N.A.
WBGene00012472,3.693959868,1.1500000000000001e-33,WBGene00012472,WBGene00012472,History: N.A.
WBGene00017088,3.691840761,3.1699999999999993e-34,WBGene00017088,WBGene00017088,History: N.A.
WBGene00009966,3.6912307,1.26e-20,WBGene00009966,WBGene00009966,History: N.A.
WBGene00021347,3.687425649,1.91e-23,WBGene00021347,WBGene00021347,History: N.A.
WBGene00018891,3.686408573,2.4199999999999997e-30,WBGene00018891,WBGene00018891,History: N.A.
WBGene00004918,3.685610455,2.87e-25,WBGene00004918,WBGene00004918,History: N.A.
WBGene00000499,3.682894855,2.24e-35,WBGene00000499,WBGene00000499,History: N.A.
WBGene00007223,3.679476307,5.46e-22,WBGene00007223,WBGene00007223,History: N.A.
WBGene00007355,3.678300217,1.22e-26,WBGene00007355,WBGene00007355,History: N.A.
WBGene00000479,3.676764325,1.02e-28,WBGene00000479,WBGene00000479,History: N.A.
WBGene00006595,3.673817577,9.55e-32,WBGene00006595,WBGene00006595,History: N.A.
WBGene00022244,3.67109438,1.92e-30,WBGene00022244,WBGene00022244,History: N.A.
WBGene00017889,3.667798,7.7e-20,WBGene00017889,WBGene00017889,History: N.A.
WBGene00010583,3.664251329,2.47e-27,WBGene00010583,WBGene00010583,History: N.A.
WBGene00003951,3.660255791,5.17e-29,WBGene00003951,WBGene00003951,History: N.A.
WBGene00012643,3.647818721,5.58e-18,WBGene00012643,WBGene00012643,History: N.A.
WBGene00000405,3.646204496,2.9300000000000004e-35,WBGene00000405,WBGene00000405,History: N.A.
WBGene00044431,3.645784842,1.42e-13,WBGene00044431,WBGene00044431,History: N.A.
WBGene00001234,3.644526848,5.830000000000001e-26,WBGene00001234,WBGene00001234,History: N.A.
WBGene00017776,3.643877196,1.89e-22,WBGene00017776,WBGene00017776,History: N.A.
WBGene00008569,3.643570056,2.49e-23,WBGene00008569,WBGene00008569,History: N.A.
WBGene00004388,3.642227164,2.19e-22,WBGene00004388,WBGene00004388,History: N.A.
WBGene00019712,3.641541334,1.0700000000000001e-29,WBGene00019712,WBGene00019712,History: N.A.
WBGene00021648,3.634646147,2.98e-18,WBGene00021648,WBGene00021648,History: N.A.
WBGene00044483,3.634451485,1.85e-21,WBGene00044483,WBGene00044483,History: N.A.
WBGene00001808,3.632797922,1.92e-23,WBGene00001808,WBGene00001808,History: N.A.
WBGene00004984,3.631645262,6.5099999999999996e-24,WBGene00004984,WBGene00004984,History: N.A.
WBGene00001233,3.631618301,1.3e-23,WBGene00001233,WBGene00001233,History: N.A.
WBGene00010627,3.630404941,4.35e-29,WBGene00010627,WBGene00010627,History: N.A.
WBGene00004888,3.628851969,1.5899999999999999e-24,WBGene00004888,WBGene00004888,History: N.A.
WBGene00001840,3.627859667,1.89e-31,WBGene00001840,WBGene00001840,History: N.A.
WBGene00012964,3.625788311,3.03e-25,WBGene00012964,WBGene00012964,History: N.A.
WBGene00013674,3.624363586,2.24e-27,WBGene00013674,WBGene00013674,History: N.A.
WBGene00011743,3.620025241,3.06e-18,WBGene00011743,WBGene00011743,History: N.A.
WBGene00045434,3.619462693,1.31e-14,WBGene00045434,WBGene00045434,History: N.A.
WBGene00003415,3.609367028,2.73e-32,WBGene00003415,WBGene00003415,History: Renamed on 2010-01-29; Renamed on 2015-03-25
WBGene00016653,3.60915394,1.18e-33,WBGene00016653,WBGene00016653,History: N.A.
WBGene00020286,3.608636525,3e-09,WBGene00020286,WBGene00020286,History: N.A.
WBGene00013141,3.608322944,2.37e-08,WBGene00013141,WBGene00013141,History: N.A.
WBGene00021191,3.605743303,1.47e-28,WBGene00021191,WBGene00021191,History: N.A.
WBGene00021785,3.605738637,4.14e-21,WBGene00021785,WBGene00021785,History: N.A.
WBGene00008688,3.597423587,3.22e-17,WBGene00008688,WBGene00008688,History: N.A.
WBGene00011142,3.594547688,6e-21,WBGene00011142,WBGene00011142,History: N.A.
WBGene00270322,3.591743281,1.61e-25,WBGene00270322,WBGene00270322,History: N.A.
WBGene00044789,3.591645583,8.96e-36,WBGene00044789,WBGene00044789,History: N.A.
WBGene00006381,3.590986072,2.85e-31,WBGene00006381,WBGene00006381,History: N.A.
WBGene00002226,3.588601822,5.950000000000001e-35,WBGene00002226,WBGene00002226,History: N.A.
WBGene00006737,3.583061108,2.79e-30,WBGene00006737,WBGene00006737,History: N.A.
WBGene00013019,3.581567895,1.42e-27,WBGene00013019,WBGene00013019,History: N.A.
WBGene00004952,3.577606242,2.64e-39,WBGene00004952,WBGene00004952,History: N.A.
WBGene00006706,3.575312526,1.69e-26,WBGene00006706,WBGene00006706,History: N.A.
WBGene00004179,3.571512886,7.149999999999999e-34,WBGene00004179,WBGene00004179,History: Renamed on 2007-11-05
WBGene00016947,3.57084783,6.08e-29,WBGene00016947,WBGene00016947,History: N.A.
WBGene00021366,3.566704514,4.7e-13,WBGene00021366,WBGene00021366,History: N.A.
WBGene00004386,3.563736686,1.33e-22,WBGene00004386,WBGene00004386,History: N.A.
WBGene00012484,3.562420715,1.56e-31,WBGene00012484,WBGene00012484,History: Renamed on 2005-12-05
WBGene00184990,3.547962888,1.72e-22,WBGene00184990,WBGene00184990,History: N.A.
WBGene00008173,3.541726378,2.5200000000000004e-21,WBGene00008173,WBGene00008173,History: N.A.
WBGene00015296,3.539727517,9.7e-22,WBGene00015296,WBGene00015296,History: N.A.
WBGene00003161,3.539055882,2.03e-16,WBGene00003161,WBGene00003161,History: Renamed on 2013-11-19
WBGene00010476,3.529241831,1.47e-17,WBGene00010476,WBGene00010476,History: Renamed on 2008-08-22
WBGene00005324,3.528263743,3.82e-15,WBGene00005324,WBGene00005324,History: N.A.
WBGene00009507,3.524623438,2.28e-30,WBGene00009507,WBGene00009507,History: Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00196376,3.521424725,3.87e-08,WBGene00196376,WBGene00196376,History: N.A.
WBGene00015095,3.520802382,5.67e-30,WBGene00015095,WBGene00015095,History: N.A.
WBGene00004920,3.519673949,2.62e-20,WBGene00004920,WBGene00004920,History: N.A.
WBGene00012481,3.514404452,1.31e-25,WBGene00012481,WBGene00012481,History: N.A.
WBGene00000201,3.51408068,1.23e-22,WBGene00000201,WBGene00000201,History: N.A.
WBGene00015007,3.513854516,2.39e-25,WBGene00015007,WBGene00015007,History: N.A.
WBGene00022386,3.511167401,3.23e-10,WBGene00022386,WBGene00022386,History: N.A.
WBGene00018950,3.510115191,1.22e-26,WBGene00018950,WBGene00018950,History: N.A.
WBGene00008533,3.505717744,1.3800000000000001e-22,WBGene00008533,WBGene00008533,History: N.A.
WBGene00021443,3.505448046,1.91e-22,WBGene00021443,WBGene00021443,History: N.A.
WBGene00012293,3.502944716,4.63e-10,WBGene00012293,WBGene00012293,History: N.A.
WBGene00019162,3.502236921,2.5500000000000003e-27,WBGene00019162,WBGene00019162,History: N.A.
WBGene00022775,3.496145022,6.81e-30,WBGene00022775,WBGene00022775,History: N.A.
WBGene00011944,3.494829909,3.52e-22,WBGene00011944,WBGene00011944,History: N.A.
WBGene00009937,3.494257866,6.1e-21,WBGene00009937,WBGene00009937,History: N.A.
WBGene00021560,3.492789041,2.46e-27,WBGene00021560,WBGene00021560,History: N.A.
WBGene00017268,3.48883555,2.58e-24,WBGene00017268,WBGene00017268,History: N.A.
WBGene00007579,3.486776806,6.23e-20,WBGene00007579,WBGene00007579,History: N.A.
WBGene00000208,3.486422209,3.82e-12,WBGene00000208,WBGene00000208,History: Renamed on 2017-11-13
WBGene00017735,3.482391616,2.16e-22,WBGene00017735,WBGene00017735,History: N.A.
WBGene00002075,3.481728618,3.73e-26,WBGene00002075,WBGene00002075,History: Renamed on 2015-03-05
WBGene00018961,3.47633509,2.08e-12,WBGene00018961,WBGene00018961,History: N.A.
WBGene00007615,3.475003685,2.8799999999999993e-34,WBGene00007615,WBGene00007615,History: Renamed on 2007-05-03
WBGene00016145,3.466603501,4.73e-19,WBGene00016145,WBGene00016145,History: N.A.
WBGene00010132,3.459128812,7.86e-25,WBGene00010132,WBGene00010132,History: N.A.
WBGene00003134,3.459053844,3.9800000000000003e-29,WBGene00003134,WBGene00003134,History: Renamed on 2006-03-01; Renamed on 2016-01-22
WBGene00015134,3.457820648,4.6e-21,WBGene00015134,WBGene00015134,History: N.A.
WBGene00011334,3.453531346,1.94e-25,WBGene00011334,WBGene00011334,History: N.A.
WBGene00000935,3.45338406,1.43e-22,WBGene00000935,WBGene00000935,History: N.A.
WBGene00016524,3.452726301,3.14e-20,WBGene00016524,WBGene00016524,History: N.A.
WBGene00020868,3.451403798,8.82e-25,WBGene00020868,WBGene00020868,"History: Split into pigb-1(WBGene00194986). History of WBGene00020868: Split into ""WBGene00194986"" on 2010-02-19"
WBGene00000941,3.447801717,5.67e-19,WBGene00000941,WBGene00000941,History: N.A.
WBGene00015329,3.443346071,1.68e-24,WBGene00015329,WBGene00015329,History: N.A.
WBGene00021698,3.443063119,1.0100000000000001e-29,WBGene00021698,WBGene00021698,History: N.A.
WBGene00009179,3.442887249,4.32e-16,WBGene00009179,WBGene00009179,History: N.A.
WBGene00020037,3.442612332,3.74e-22,WBGene00020037,WBGene00020037,History: N.A.
WBGene00019825,3.441008483,9.22e-10,WBGene00019825,WBGene00019825,History: N.A.
WBGene00004271,3.440033461,6.67e-17,WBGene00004271,WBGene00004271,History: N.A.
WBGene00001975,3.439970206,1.14e-13,WBGene00001975,WBGene00001975,History: N.A.
WBGene00007012,3.439236668,5.12e-20,WBGene00007012,WBGene00007012,History: N.A.
WBGene00009159,3.439043376,7.99e-19,WBGene00009159,WBGene00009159,History: N.A.
WBGene00002130,3.43744132,5.09e-13,WBGene00002130,WBGene00002130,History: N.A.
WBGene00194642,3.437372787,1.89e-05,WBGene00194642,WBGene00194642,History: N.A.
WBGene00004452,3.433938086,2.1e-26,WBGene00004452,WBGene00004452,History: N.A.
WBGene00021936,3.429344186,6.010000000000001e-21,WBGene00021936,WBGene00021936,History: Renamed on 2017-06-08
WBGene00001862,3.427297009,5.2e-25,WBGene00001862,WBGene00001862,History: N.A.
WBGene00006440,3.425990044,7.58e-28,WBGene00006440,WBGene00006440,History: Renamed on 2021-04-19
WBGene00011250,3.424466804,4.2e-14,WBGene00011250,WBGene00011250,History: N.A.
WBGene00022531,3.42074114,2.55e-30,WBGene00022531,WBGene00022531,History: N.A.
WBGene00006647,3.418968317,1.89e-27,WBGene00006647,WBGene00006647,History: N.A.
WBGene00012243,3.417621488,1.6e-18,WBGene00012243,WBGene00012243,History: N.A.
WBGene00001372,3.414014005,1.96e-27,WBGene00001372,WBGene00001372,History: N.A.
WBGene00004051,3.413754128,3.9300000000000005e-27,WBGene00004051,WBGene00004051,History: Renamed on 2014-11-18
WBGene00021486,3.411644401,1.16e-25,WBGene00021486,WBGene00021486,History: N.A.
WBGene00010283,3.410752323,1.81e-19,WBGene00010283,WBGene00010283,History: N.A.
WBGene00013006,3.410734724,6.1e-17,WBGene00013006,WBGene00013006,History: N.A.
WBGene00013144,3.410731465,9.02e-26,WBGene00013144,WBGene00013144,History: N.A.
WBGene00004302,3.409430939,1.01e-25,WBGene00004302,WBGene00004302,History: N.A.
WBGene00001483,3.407407875,3.23e-14,WBGene00001483,WBGene00001483,History: N.A.
WBGene00004781,3.404834563,7.31e-23,WBGene00004781,WBGene00004781,History: N.A.
WBGene00003082,3.404046115,8.26e-16,WBGene00003082,WBGene00003082,History: N.A.
WBGene00001855,3.402594956,6.210000000000001e-26,WBGene00001855,WBGene00001855,History: Renamed on 2010-11-12
WBGene00003836,3.402428055,4.05e-13,WBGene00003836,WBGene00003836,History: N.A.
WBGene00015515,3.396476657,6.18e-29,WBGene00015515,WBGene00015515,History: N.A.
WBGene00012550,3.395653159,1.27e-19,WBGene00012550,WBGene00012550,History: Renamed on 2018-11-12
WBGene00014139,3.393432046,5.33e-16,WBGene00014139,WBGene00014139,History: N.A.
WBGene00017686,3.392625311,5.57e-25,WBGene00017686,WBGene00017686,History: N.A.
WBGene00020695,3.391324616,4.28e-25,WBGene00020695,WBGene00020695,History: N.A.
WBGene00019898,3.390243794,1.53e-13,WBGene00019898,WBGene00019898,History: N.A.
WBGene00022107,3.389041115,1.01e-14,WBGene00022107,WBGene00022107,History: N.A.
WBGene00004340,3.388663652,9.72e-21,WBGene00004340,WBGene00004340,History: N.A.
WBGene00016277,3.386654482,1.54e-25,WBGene00016277,WBGene00016277,History: N.A.
WBGene00009122,3.385442457,1.0200000000000001e-29,WBGene00009122,WBGene00009122,History: N.A.
WBGene00020463,3.385007914,3.57e-34,WBGene00020463,WBGene00020463,History: N.A.
WBGene00004015,3.384328487,2.35e-26,WBGene00004015,WBGene00004015,History: N.A.
WBGene00015744,3.382159282,7.02e-07,WBGene00015744,WBGene00015744,History: N.A.
WBGene00000933,3.381799607,1.32e-22,WBGene00000933,WBGene00000933,History: Renamed on 2018-06-07
WBGene00007443,3.380483066,9.83e-12,WBGene00007443,WBGene00007443,History: N.A.
WBGene00018305,3.375943732,5.69e-16,WBGene00018305,WBGene00018305,History: N.A.
WBGene00022114,3.375470312,1.58e-30,WBGene00022114,WBGene00022114,History: N.A.
WBGene00020030,3.366796909,1.21e-19,WBGene00020030,WBGene00020030,History: N.A.
WBGene00022192,3.365890697,1.13e-13,WBGene00022192,WBGene00022192,History: N.A.
WBGene00008921,3.364169514,6.07e-30,WBGene00008921,WBGene00008921,History: N.A.
WBGene00016702,3.358901652,6.439999999999999e-24,WBGene00016702,WBGene00016702,History: N.A.
WBGene00010560,3.358610261,4.8299999999999995e-23,WBGene00010560,WBGene00010560,History: Renamed on 2017-01-09
WBGene00019800,3.353505448,3.9e-14,WBGene00019800,WBGene00019800,History: N.A.
WBGene00044001,3.353501791,1.19e-17,WBGene00044001,WBGene00044001,History: N.A.
WBGene00006817,3.352204185,2.4199999999999997e-30,WBGene00006817,WBGene00006817,History: Renamed on 2008-06-05
WBGene00020389,3.351337129,3.57e-25,WBGene00020389,WBGene00020389,History: N.A.
WBGene00013529,3.350941343,7.68e-19,WBGene00013529,WBGene00013529,History: Renamed on 2021-12-09
WBGene00003989,3.344617853,4.15e-20,WBGene00003989,WBGene00003989,History: N.A.
WBGene00015810,3.343275174,5.12e-20,WBGene00015810,WBGene00015810,History: N.A.
WBGene00022783,3.342828318,3.33e-17,WBGene00022783,WBGene00022783,History: N.A.
WBGene00020687,3.342228732,1.3100000000000003e-21,WBGene00020687,WBGene00020687,History: N.A.
WBGene00007789,3.341006614,4.24e-32,WBGene00007789,WBGene00007789,History: N.A.
WBGene00011543,3.339835461,1.78e-16,WBGene00011543,WBGene00011543,History: N.A.
WBGene00011560,3.33927705,3.05e-25,WBGene00011560,WBGene00011560,History: N.A.
WBGene00022678,3.337087658,6.44e-19,WBGene00022678,WBGene00022678,History: N.A.
WBGene00010844,3.336968355,1.02e-25,WBGene00010844,WBGene00010844,History: N.A.
WBGene00004094,3.334132928,1.8300000000000002e-29,WBGene00004094,WBGene00004094,History: Renamed on 2011-10-14
WBGene00001946,3.332989139,1.17e-15,WBGene00001946,WBGene00001946,History: N.A.
WBGene00001090,3.329934202,4.44e-22,WBGene00001090,WBGene00001090,History: N.A.
WBGene00011612,3.323943503,4.62e-27,WBGene00011612,WBGene00011612,History: N.A.
WBGene00019005,3.321313691,7.52e-08,WBGene00019005,WBGene00019005,History: N.A.
WBGene00002027,3.319241456,3.73e-26,WBGene00002027,WBGene00002027,History: N.A.
WBGene00003041,3.31787385,2.8499999999999997e-25,WBGene00003041,WBGene00003041,History: N.A.
WBGene00013729,3.315399189,2.49e-31,WBGene00013729,WBGene00013729,History: N.A.
WBGene00003123,3.314529965,1.51e-24,WBGene00003123,WBGene00003123,History: N.A.
WBGene00007720,3.31096147,7.63e-11,WBGene00007720,WBGene00007720,History: N.A.
WBGene00014017,3.310847657,2.37e-09,WBGene00014017,WBGene00014017,History: N.A.
WBGene00003992,3.310407553,3.77e-33,WBGene00003992,WBGene00003992,History: N.A.
WBGene00000868,3.309874553,8.13e-25,WBGene00000868,WBGene00000868,History: N.A.
WBGene00022852,3.307980929,4.750000000000001e-21,WBGene00022852,WBGene00022852,History: N.A.
WBGene00011111,3.307938586,6.11e-22,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00004312,3.307635743,1.49e-21,WBGene00004312,WBGene00004312,History: N.A.
WBGene00021838,3.306391828,2.02e-11,WBGene00021838,WBGene00021838,History: N.A.
WBGene00012104,3.305926272,3.49e-16,WBGene00012104,WBGene00012104,History: N.A.
WBGene00016607,3.305417643,5.13e-19,WBGene00016607,WBGene00016607,History: N.A.
WBGene00001229,3.305253869,9.84e-21,WBGene00001229,WBGene00001229,History: N.A.
