Gene name,Sample 1,Sample 2,log2FoldChange,adjusted p-value,Input,Suggested Match,History
WBGene00000707,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.71521108715776,1.05927008147107e-249,WBGene00000707,WBGene00000707,History: N.A.
WBGene00001703,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.707456130216,2.26626804558704e-186,WBGene00001703,WBGene00001703,History: N.A.
WBGene00009898,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.67401374250773,2.05160176838627e-14,WBGene00009898,WBGene00009898,History: N.A.
WBGene00018292,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.66562804793073,1.19867961018865e-15,WBGene00018292,WBGene00018292,History: N.A.
WBGene00007458,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.6628150503152,5.56061965123853e-79,WBGene00007458,WBGene00007458,History: N.A.
WBGene00043534,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.64906380973201,3.42998612128681e-31,WBGene00043534,WBGene00043534,History: Killed on 2004-10-04; Resurrected on 2007-01-29
WBGene00021627,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.64732974169832,3.69025231111556e-28,WBGene00021627,WBGene00021627,History: N.A.
WBGene00000636,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.61703963972237,1.04835520413043e-20,WBGene00000636,WBGene00000636,History: N.A.
WBGene00018718,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.61463745018833,1.16552364330588e-150,WBGene00018718,WBGene00018718,History: N.A.
WBGene00008825,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.58030842552313,1.00130241216617e-22,WBGene00008825,WBGene00008825,History: N.A.
WBGene00000601,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.57472903709174,3.80830559462355e-258,WBGene00000601,WBGene00000601,History: N.A.
WBGene00011000,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.57397096942969,4.41016139833407e-21,WBGene00011000,WBGene00011000,History: N.A.
WBGene00011462,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.55708104188852,1.01046266438822e-12,WBGene00011462,WBGene00011462,History: Renamed on 2014-11-28
WBGene00006927,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.55344857217082,1.28524831828554e-22,WBGene00006927,WBGene00006927,History: N.A.
WBGene00000716,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.52497823701146,4.20608653581511e-20,WBGene00000716,WBGene00000716,History: N.A.
WBGene00016627,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.4781875170562,8.655448301642421e-20,WBGene00016627,WBGene00016627,History: N.A.
WBGene00000641,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.47445665735936,2.5799725987671e-172,WBGene00000641,WBGene00000641,History: N.A.
WBGene00007823,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.47358260950479,2.95575444029678e-84,WBGene00007823,WBGene00007823,History: N.A.
WBGene00010760,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.44261009407237,1.14857902616424e-45,WBGene00010760,WBGene00010760,History: N.A.
WBGene00001544,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.43776872119363,2.13790483202297e-39,WBGene00001544,WBGene00001544,History: N.A.
WBGene00000729,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.43721948681524,3.55263665681851e-113,WBGene00000729,WBGene00000729,History: N.A.
WBGene00016638,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.43600042296528,1.45477675102243e-82,WBGene00016638,WBGene00016638,History: N.A.
WBGene00012942,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.43504962148003,2.44697404215598e-43,WBGene00012942,WBGene00012942,History: N.A.
WBGene00012224,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.40475866309419,7.56831496543799e-10,WBGene00012224,WBGene00012224,History: N.A.
WBGene00003520,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.3948612175908,1.23465063320398e-08,WBGene00003520,WBGene00003520,History: N.A.
WBGene00021690,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.38458697107876,8.42215621797727e-28,WBGene00021690,WBGene00021690,History: N.A.
WBGene00017944,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.3811909444449,1.59106708394728e-11,WBGene00017944,WBGene00017944,History: N.A.
WBGene00010084,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.37651304803655,2.08732147944465e-19,WBGene00010084,WBGene00010084,History: N.A.
WBGene00011537,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.36072340355605,5.71719132733087e-13,WBGene00011537,WBGene00011537,History: N.A.
WBGene00011949,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.3561099348914,1.23955718606152e-09,WBGene00011949,WBGene00011949,History: N.A.
WBGene00012961,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.31239287544289,3.0623074945222603e-88,WBGene00012961,WBGene00012961,History: N.A.
WBGene00021084,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.29938987257442,4.7755121596137486e-11,WBGene00021084,WBGene00021084,History: N.A.
WBGene00013393,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.29665879405262,1.57132448078218e-08,WBGene00013393,WBGene00013393,History: N.A.
WBGene00018031,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.28385858245341,2.2991366657447398e-94,WBGene00018031,WBGene00018031,History: N.A.
WBGene00017839,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.28066286427595,1.67017121612362e-08,WBGene00017839,WBGene00017839,History: N.A.
WBGene00019382,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.27777297779778,1.49117644618866e-22,WBGene00019382,WBGene00019382,History: N.A.
WBGene00017541,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.27524184995229,2.9051858301682603e-09,WBGene00017541,WBGene00017541,History: N.A.
WBGene00009691,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.27375295025461,2.37429484889909e-56,WBGene00009691,WBGene00009691,History: N.A.
WBGene00016084,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.26374382874025,9.944970392091381e-20,WBGene00016084,WBGene00016084,History: N.A.
WBGene00008559,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.25842723737296,3.00826519805389e-16,WBGene00008559,WBGene00008559,History: N.A.
WBGene00008378,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.25441577979338,3.30451781786525e-14,WBGene00008378,WBGene00008378,History: N.A.
WBGene00010985,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.24572191059643,6.32062388914967e-68,WBGene00010985,WBGene00010985,History: N.A.
WBGene00013297,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.23530940801273,7.41320334743585e-07,WBGene00013297,WBGene00013297,History: N.A.
WBGene00019939,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.23354603836076,2.55869909647106e-54,WBGene00019939,WBGene00019939,History: N.A.
WBGene00006193,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.23091289399588,2.31772025797138e-20,WBGene00006193,WBGene00006193,History: N.A.
WBGene00000694,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.22866845237973,7.57948824339907e-16,WBGene00000694,WBGene00000694,History: N.A.
WBGene00020033,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.21836019848298,9.11851923994139e-67,WBGene00020033,WBGene00020033,History: N.A.
WBGene00011112,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.21517608230665,2.96593386971415e-123,WBGene00011112,WBGene00011112,History: N.A.
WBGene00000732,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.18691905330699,1.6423843748285e-148,WBGene00000732,WBGene00000732,History: N.A.
WBGene00016146,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.15880469081418,8.00725173956636e-105,WBGene00016146,WBGene00016146,History: N.A.
WBGene00003539,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.14008844701641,8.70316792435806e-13,WBGene00003539,WBGene00003539,History: N.A.
WBGene00007262,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.1217818388288,1.55718818922638e-20,WBGene00007262,WBGene00007262,History: N.A.
WBGene00000602,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.11777539888515,4.25525506313623e-154,WBGene00000602,WBGene00000602,History: N.A.
WBGene00015544,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.11514929204492,2.6218417099833696e-42,WBGene00015544,WBGene00015544,History: N.A.
WBGene00022610,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.10845217357902,1.51494002394598e-104,WBGene00022610,WBGene00022610,History: N.A.
WBGene00022383,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.10540959397642,2.22271590890107e-90,WBGene00022383,WBGene00003548,"History: Merged into ""WBGene00003548"" on 2019-10-21"
WBGene00017177,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.07432825853571,4.82684827243131e-09,WBGene00017177,WBGene00017177,History: N.A.
WBGene00020421,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.06577981046651,7.850022156553739e-16,WBGene00020421,WBGene00020421,History: N.A.
WBGene00020880,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.06021984567787,2.51935887630262e-06,WBGene00020880,WBGene00020880,History: N.A.
WBGene00010831,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.05658610214845,4.04929071741786e-12,WBGene00010831,WBGene00010831,History: N.A.
WBGene00010509,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.05315560358173,4.05745478353008e-34,WBGene00010509,WBGene00010509,History: N.A.
WBGene00008377,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.03771224281353,8.80913046536904e-18,WBGene00008377,WBGene00008377,History: N.A.
WBGene00008393,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.02748360477744,3.95584026436845e-08,WBGene00008393,WBGene00008393,"History: Split into D1086.10(WBGene00044080). History of WBGene00008393: Split into ""WBGene00044080"" on 2005-01-11"
WBGene00020290,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.02318954523284,2.03496648108376e-06,WBGene00020290,WBGene00020290,History: N.A.
WBGene00020017,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.02266984814596,2.14583726091123e-15,WBGene00020017,WBGene00020017,History: N.A.
WBGene00002016,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.0181069499536,1.23217887116043e-43,WBGene00002016,WBGene00002016,History: N.A.
WBGene00009692,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,3.00303618696336,2.61513415888975e-48,WBGene00009692,WBGene00009692,History: N.A.
WBGene00020039,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.99560193208039,1.21949490092145e-20,WBGene00020039,WBGene00020039,History: N.A.
WBGene00003545,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.98489850032978,8.61161608617915e-35,WBGene00003545,WBGene00003545,History: N.A.
WBGene00194658,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.97440078647033,1.56914575499974e-08,WBGene00194658,WBGene00194658,History: N.A.
WBGene00011460,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.97112718690625,3.4418324466007e-90,WBGene00011460,WBGene00011460,History: N.A.
WBGene00011536,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.96783130661177,9.571317620182288e-11,WBGene00011536,WBGene00011536,History: N.A.
WBGene00014245,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.95755819904703,4.51060180843209e-20,WBGene00014245,WBGene00014245,History: N.A.
WBGene00013986,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.95606824323983,1.76331176982499e-42,WBGene00013986,WBGene00013986,History: N.A.
WBGene00010555,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.9559966890114,3.03848982006973e-06,WBGene00010555,WBGene00010555,History: N.A.
WBGene00011227,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.94802702105815,3.14848318234728e-28,WBGene00011227,WBGene00011227,History: N.A.
WBGene00016658,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.93342949078839,8.57824540420902e-45,WBGene00016658,WBGene00016658,History: N.A.
WBGene00044178,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.92895863447477,5.41201348160073e-06,WBGene00044178,WBGene00044178,History: N.A.
WBGene00013394,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.90476575030754,7.21809509246964e-07,WBGene00013394,WBGene00013394,History: N.A.
WBGene00002019,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.90442106457076,2.07828586548064e-17,WBGene00002019,WBGene00002019,History: N.A.
WBGene00021625,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.90394421848519,8.6270080906589e-191,WBGene00021625,WBGene00021625,History: N.A.
WBGene00012273,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.89873975446964,5.03089260429614e-28,WBGene00012273,WBGene00012272,"History: Merged into ""WBGene00012272"" on 2017-04-28"
WBGene00018062,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.84478389399278,1.00713511886961e-36,WBGene00018062,WBGene00018062,History: N.A.
WBGene00018616,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.8340258578822,1.26408441351723e-12,WBGene00018616,WBGene00018616,History: N.A.
WBGene00003987,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.8329884442102,9.29723490545744e-06,WBGene00003987,WBGene00003987,History: N.A.
WBGene00004174,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.82510896933591,6.561312243714179e-11,WBGene00004174,WBGene00004174,History: Renamed on 2011-04-12
WBGene00003548,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.82510715316911,3.43908310578411e-65,WBGene00003548,WBGene00003548,History: N.A.
WBGene00008485,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.81012566237314,6.15778338430074e-17,WBGene00008485,WBGene00008485,History: N.A.
WBGene00000697,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.80829178076795,9.29900716065972e-06,WBGene00000697,WBGene00000697,History: N.A.
WBGene00022417,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.79417957056741,3.66104431685e-09,WBGene00022417,WBGene00022417,History: Renamed on 2022-10-03
WBGene00194663,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.78215283001935,1.77945812881568e-38,WBGene00194663,WBGene00194663,History: N.A.
WBGene00011185,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.77200925259397,4.8142817341683805e-20,WBGene00011185,WBGene00011185,History: N.A.
WBGene00022822,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.76948009244826,5.78427759782233e-07,WBGene00022822,WBGene00022822,History: N.A.
WBGene00002020,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.75483225488696,9.96659668903039e-24,WBGene00002020,WBGene00002020,History: N.A.
WBGene00004156,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.73836842736341,1.24587244554494e-10,WBGene00004156,WBGene00004156,History: N.A.
WBGene00015340,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.73125576151712,9.1882030496786e-19,WBGene00015340,WBGene00015340,History: N.A.
WBGene00044080,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.73086770771084,4.56908594642804e-115,WBGene00044080,WBGene00044080,History: N.A.
WBGene00017743,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.71773325146752,9.07233958653677e-13,WBGene00017743,WBGene00017743,History: N.A.
WBGene00004241,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.70884781354464,5.71259484456702e-24,WBGene00004241,WBGene00004241,History: N.A.
WBGene00016596,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.70419926401286,1.26728230713465e-65,WBGene00016596,WBGene00016596,History: N.A.
WBGene00002026,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.69922703162591,3.889681931462121e-52,WBGene00002026,WBGene00002026,History: N.A.
WBGene00022584,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.69832645023489,1.7058660426040498e-11,WBGene00022584,WBGene00022584,History: N.A.
WBGene00044676,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.69787562971893,7.584701568374069e-11,WBGene00044676,WBGene00044676,History: N.A.
WBGene00007903,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,2.69213059228921,7.459117695446391e-85,WBGene00007903,WBGene00007903,History: N.A.
