Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00016178,3.205593368,1.12e-72,WBGene00016178,WBGene00016178,History: N.A.
WBGene00009132,3.204462634,9.08e-34,WBGene00009132,WBGene00009132,History: N.A.
WBGene00020770,3.203058536,1.8e-32,WBGene00020770,WBGene00020770,History: Renamed on 2013-07-17
WBGene00007974,3.199670929,2.53e-37,WBGene00007974,WBGene00007974,History: N.A.
WBGene00000208,3.198646104,4.98e-43,WBGene00000208,WBGene00000208,History: Renamed on 2017-11-13
WBGene00010232,3.197801916,3.76e-62,WBGene00010232,WBGene00010232,History: N.A.
WBGene00018090,3.196418367,8.079999999999998e-55,WBGene00018090,WBGene00018090,History: N.A.
WBGene00013151,3.195468061,1.4200000000000002e-35,WBGene00013151,WBGene00013151,"History: Split into metl-2(WBGene00044720). History of WBGene00013151: Split into ""WBGene00044720"" on 2006-01-16"
WBGene00000889,3.195379817,3.18e-60,WBGene00000889,WBGene00000889,History: N.A.
WBGene00044236,3.183649591,5.46e-38,WBGene00044236,WBGene00044236,History: N.A.
WBGene00006613,3.178746937,7.3e-54,WBGene00006613,WBGene00006613,History: N.A.
WBGene00012999,3.175988145,1.32e-69,WBGene00012999,WBGene00012999,History: N.A.
WBGene00017735,3.174346358,2.34e-53,WBGene00017735,WBGene00017735,History: N.A.
WBGene00184990,3.172582761,4.1500000000000002e-50,WBGene00184990,WBGene00184990,History: N.A.
WBGene00021648,3.168722977,6.56e-33,WBGene00021648,WBGene00021648,History: N.A.
WBGene00001831,3.168526387,1.39e-75,WBGene00001831,WBGene00001831,History: N.A.
WBGene00017999,3.167931004,1.65e-45,WBGene00017999,WBGene00017999,History: N.A.
WBGene00017988,3.167140068,2.98e-63,WBGene00017988,WBGene00017988,History: N.A.
WBGene00010194,3.164140779,2.26e-47,WBGene00010194,WBGene00010194,History: N.A.
WBGene00022719,3.156380545,3.959999999999999e-48,WBGene00022719,WBGene00022719,History: N.A.
WBGene00020287,3.155387167,2.48e-47,WBGene00020287,WBGene00020287,History: N.A.
WBGene00021377,3.153474135,1.36e-45,WBGene00021377,WBGene00021377,History: N.A.
WBGene00008131,3.145955384,8.78e-33,WBGene00008131,WBGene00008131,History: N.A.
WBGene00021327,3.139542773,9.07e-50,WBGene00021327,WBGene00021327,History: N.A.
WBGene00017238,3.125981416,4.13e-34,WBGene00017238,WBGene00017238,History: N.A.
WBGene00020284,3.1228165,4.67e-67,WBGene00020284,WBGene00020284,History: N.A.
WBGene00021784,3.122044913,6.639999999999999e-54,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00001018,3.121302346,4.55e-41,WBGene00001018,WBGene00001018,History: N.A.
WBGene00017273,3.119914931,1.5900000000000002e-37,WBGene00017273,WBGene00017273,History: Renamed on 2010-03-26
WBGene00018991,3.115091603,7.400000000000001e-48,WBGene00018991,WBGene00018991,History: N.A.
WBGene00008005,3.11403076,3.01e-72,WBGene00008005,WBGene00008005,History: Renamed on 2021-12-09
WBGene00010664,3.113303033,2.43e-57,WBGene00010664,WBGene00010664,History: N.A.
WBGene00014205,3.110816082,4.8800000000000004e-29,WBGene00014205,WBGene00014205,History: N.A.
WBGene00021829,3.108741012,1.35e-28,WBGene00021829,WBGene00021829,History: N.A.
WBGene00008409,3.105573137,6.6499999999999996e-34,WBGene00008409,WBGene00008409,History: N.A.
WBGene00001233,3.099103707,6.62e-25,WBGene00001233,WBGene00001233,History: N.A.
WBGene00021022,3.097791007,9.989999999999999e-41,WBGene00021022,WBGene00021022,History: N.A.
WBGene00000275,3.097180247,2.2200000000000002e-57,WBGene00000275,WBGene00000275,History: N.A.
WBGene00009289,3.092625493,9.99e-45,WBGene00009289,WBGene00009289,History: N.A.
WBGene00016145,3.091770598,2.53e-36,WBGene00016145,WBGene00016145,History: N.A.
WBGene00001744,3.090783539,2.7799999999999996e-42,WBGene00001744,WBGene00001744,History: Renamed on 2010-01-29
WBGene00004085,3.081206324,3.19e-39,WBGene00004085,WBGene00004085,History: N.A.
WBGene00022357,3.080674677,4.07e-19,WBGene00022357,WBGene00022357,History: N.A.
WBGene00021338,3.074961677,5.44e-11,WBGene00021338,WBGene00021338,History: N.A.
WBGene00009128,3.073947224,4.6200000000000004e-33,WBGene00009128,WBGene00009128,History: N.A.
WBGene00013354,3.073370502,4.15e-36,WBGene00013354,WBGene00013354,History: N.A.
WBGene00009219,3.06967564,9.15e-21,WBGene00009219,WBGene00009219,History: N.A.
WBGene00022390,3.068943985,1.42e-40,WBGene00022390,WBGene00022390,History: N.A.
WBGene00022470,3.068922087,1.59e-32,WBGene00022470,WBGene00022470,History: N.A.
WBGene00014019,3.067225158,3.62e-39,WBGene00014019,WBGene00014019,History: N.A.
WBGene00018674,3.0653268,8.72e-30,WBGene00018674,WBGene00018674,History: N.A.
WBGene00008397,3.061515809,1.28e-25,WBGene00008397,WBGene00008397,History: N.A.
WBGene00012465,3.057040524,1.4999999999999998e-43,WBGene00012465,WBGene00012465,History: N.A.
WBGene00004895,3.056556794,3.83e-31,WBGene00004895,WBGene00004895,History: N.A.
WBGene00019010,3.056399222,3.56e-25,WBGene00019010,WBGene00019010,History: N.A.
WBGene00008441,3.050724633,8.95e-46,WBGene00008441,WBGene00008441,History: N.A.
WBGene00022599,3.047708723,2.13e-58,WBGene00022599,WBGene00022599,History: N.A.
WBGene00022774,3.039250914,4.87e-55,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00013141,3.033535471,1.09e-26,WBGene00013141,WBGene00013141,History: N.A.
WBGene00001688,3.031918502,7.3e-54,WBGene00001688,WBGene00001688,History: N.A.
WBGene00021698,3.030963422,1.98e-65,WBGene00021698,WBGene00021698,History: N.A.
WBGene00206492,3.016300669,1.09e-27,WBGene00206492,WBGene00206492,History: N.A.
WBGene00010758,3.013651503,3.15e-47,WBGene00010758,WBGene00010758,History: N.A.
WBGene00010616,3.013498576,7.11e-33,WBGene00010616,WBGene00010616,History: N.A.
WBGene00018305,3.013433161,2.03e-41,WBGene00018305,WBGene00018305,History: N.A.
WBGene00019168,3.011509233,3.73e-52,WBGene00019168,WBGene00019168,History: N.A.
WBGene00004952,3.006648933,2.2599999999999994e-67,WBGene00004952,WBGene00004952,History: N.A.
WBGene00017373,3.004552723,5.79e-44,WBGene00017373,WBGene00017373,History: N.A.
WBGene00021605,3.001581766,1.2600000000000002e-31,WBGene00021605,WBGene00021605,History: N.A.
WBGene00010844,2.999994636,2.3399999999999994e-55,WBGene00010844,WBGene00010844,History: N.A.
WBGene00013253,2.997613102,3.79e-37,WBGene00013253,WBGene00013253,History: N.A.
WBGene00021932,2.994513396,5.619999999999999e-38,WBGene00021932,WBGene00021932,History: N.A.
WBGene00021920,2.993425786,5.5400000000000005e-27,WBGene00021920,WBGene00021920,History: N.A.
WBGene00009127,2.992466438,4.54e-57,WBGene00009127,WBGene00009127,History: N.A.
WBGene00013095,2.99234044,1.9e-52,WBGene00013095,WBGene00013095,History: N.A.
WBGene00007579,2.990296264,1.86e-37,WBGene00007579,WBGene00007579,History: N.A.
WBGene00012150,2.99012532,3.18e-42,WBGene00012150,WBGene00012150,History: N.A.
WBGene00021366,2.986920238,1.47e-33,WBGene00021366,WBGene00021366,History: N.A.
WBGene00021676,2.986867786,1.12e-66,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00001486,2.98432029,3.94e-32,WBGene00001486,WBGene00001486,History: N.A.
WBGene00011944,2.98129738,1.05e-45,WBGene00011944,WBGene00011944,History: N.A.
WBGene00002226,2.979896662,2.46e-66,WBGene00002226,WBGene00002226,History: N.A.
WBGene00011729,2.978003044,1.7e-63,WBGene00011729,WBGene00011729,History: Renamed on 2007-05-03
WBGene00016317,2.97426106,6.249999999999999e-45,WBGene00016317,WBGene00016317,History: N.A.
WBGene00007730,2.97300032,1.44e-22,WBGene00007730,WBGene00007730,History: N.A.
WBGene00021314,2.972330887,9.170000000000001e-22,WBGene00021314,WBGene00021314,History: N.A.
WBGene00022970,2.97211419,5.829999999999999e-42,WBGene00022970,WBGene00022970,History: N.A.
WBGene00019762,2.971937836,2.68e-52,WBGene00019762,WBGene00019762,History: Renamed on 2005-03-17; Renamed on 2021-03-11
WBGene00013188,2.97151743,2.63e-48,WBGene00013188,WBGene00013188,History: N.A.
WBGene00003926,2.971174206,2.28e-53,WBGene00003926,WBGene00003926,History: Renamed on 2009-01-09
WBGene00002228,2.969400976,5.639999999999999e-68,WBGene00002228,WBGene00002228,History: N.A.
WBGene00001689,2.969249123,3.21e-51,WBGene00001689,WBGene00001689,History: N.A.
WBGene00010537,2.968934471,7.77e-41,WBGene00010537,WBGene00010537,History: N.A.
WBGene00022077,2.96764989,1.22e-47,WBGene00022077,WBGene00022077,History: N.A.
WBGene00018901,2.967380986,5.880000000000001e-31,WBGene00018901,WBGene00018901,History: N.A.
WBGene00007443,2.966560297,1.56e-23,WBGene00007443,WBGene00007443,History: N.A.
WBGene00006910,2.962952998,1.58e-25,WBGene00006910,WBGene00006910,History: Renamed on 2005-11-29; Renamed on 2006-01-12
WBGene00021208,2.96184494,1.4e-26,WBGene00021208,WBGene00021208,History: N.A.
WBGene00044200,2.960715971,7.789999999999998e-48,WBGene00044200,WBGene00044200,History: N.A.
WBGene00011218,2.955780118,4.0800000000000003e-29,WBGene00011218,WBGene00011218,History: N.A.
WBGene00016323,2.950838307,1.42e-33,WBGene00016323,WBGene00016323,History: N.A.
WBGene00008345,2.949783746,7.659999999999999e-45,WBGene00008345,WBGene00008345,History: N.A.
WBGene00003950,2.946932893,5.019999999999999e-40,WBGene00003950,WBGene00003950,History: N.A.
WBGene00010476,2.946898364,2.14e-36,WBGene00010476,WBGene00010476,History: Renamed on 2008-08-22
WBGene00000774,2.941003087,2.1500000000000003e-37,WBGene00000774,WBGene00000774,History: N.A.
WBGene00007413,2.938097601,5.849999999999999e-54,WBGene00007413,WBGene00007413,History: N.A.
WBGene00022257,2.936582828,2.2099999999999997e-61,WBGene00022257,WBGene00022257,History: N.A.
WBGene00007195,2.935409777,5.38e-44,WBGene00007195,WBGene00007195,History: N.A.
WBGene00013349,2.934246808,2.1e-42,WBGene00013349,WBGene00013349,History: N.A.
WBGene00000143,2.933349165,1.1999999999999999e-39,WBGene00000143,WBGene00000143,History: N.A.
WBGene00018118,2.931468091,1.79e-42,WBGene00018118,WBGene00018118,History: Renamed on 2022-09-29
WBGene00023191,2.931410038,5.81e-40,WBGene00023191,WBGene00023191,History: N.A.
WBGene00012148,2.929159919,9.24e-60,WBGene00012148,WBGene00012148,History: N.A.
WBGene00021295,2.928538287,5.8099999999999994e-30,WBGene00021295,WBGene00021295,History: N.A.
WBGene00001436,2.925178735,7.92e-14,WBGene00001436,WBGene00001436,"History: Split into C29F7.10(WBGene00206389). History of WBGene00001436: Split into ""WBGene00206389"" on 2011-01-21"
WBGene00189976,2.923207405,1.9e-15,WBGene00189976,WBGene00189976,History: N.A.
WBGene00086551,2.923001648,2.2200000000000002e-57,WBGene00086551,WBGene00086551,History: N.A.
WBGene00009123,2.919123223,8.990000000000001e-22,WBGene00009123,WBGene00009123,History: N.A.
WBGene00006648,2.918320529,1.2e-30,WBGene00006648,WBGene00006648,History: N.A.
WBGene00022099,2.917130377,2.86e-32,WBGene00022099,WBGene00022099,History: N.A.
WBGene00003241,2.907444461,6.18e-51,WBGene00003241,WBGene00003241,History: N.A.
WBGene00012360,2.907169091,4.060000000000001e-58,WBGene00012360,WBGene00012360,History: N.A.
WBGene00006711,2.906131707,3.39e-29,WBGene00006711,WBGene00006711,History: N.A.
WBGene00004206,2.900202601,1.19e-45,WBGene00004206,WBGene00004206,History: Renamed on 2009-12-03
WBGene00019766,2.89973489,6.8e-57,WBGene00019766,WBGene00019766,History: N.A.
WBGene00012715,2.898656037,1.72e-52,WBGene00012715,WBGene00012715,History: N.A.
WBGene00003479,2.897211814,1.84e-36,WBGene00003479,WBGene00003479,History: N.A.
WBGene00020461,2.896520442,1.01e-50,WBGene00020461,WBGene00020461,History: N.A.
WBGene00009025,2.894661372,1.9400000000000003e-27,WBGene00009025,WBGene00009025,History: N.A.
WBGene00021187,2.893206497,4.52e-18,WBGene00021187,WBGene00021187,History: N.A.
WBGene00002994,2.893087177,4.24e-57,WBGene00002994,WBGene00002994,History: N.A.
WBGene00006709,2.892145485,2.69e-22,WBGene00006709,WBGene00006709,History: N.A.
WBGene00001997,2.891094885,1.93e-43,WBGene00001997,WBGene00001997,History: N.A.
WBGene00022378,2.890424052,2.1e-51,WBGene00022378,WBGene00022378,History: N.A.
WBGene00020771,2.889432418,1.11e-17,WBGene00020771,WBGene00020771,"History: Split into T24E12.13(WBGene00195077). History of WBGene00020771: Split into ""WBGene00195077"" on 2010-04-22"
WBGene00012481,2.887523842,2.66e-42,WBGene00012481,WBGene00012481,History: N.A.
WBGene00001950,2.886392074,2.08e-11,WBGene00001950,WBGene00001950,History: N.A.
WBGene00007258,2.885800654,4.48e-56,WBGene00007258,WBGene00007258,History: N.A.
WBGene00006817,2.879102679,3.2899999999999997e-62,WBGene00006817,WBGene00006817,History: Renamed on 2008-06-05
WBGene00017268,2.876718785,8.41e-46,WBGene00017268,WBGene00017268,History: N.A.
WBGene00017986,2.869993519,1.0600000000000001e-29,WBGene00017986,WBGene00017986,History: N.A.
WBGene00008683,2.869276848,3.79e-38,WBGene00008683,WBGene00008683,History: N.A.
WBGene00021813,2.868797501,2.48e-24,WBGene00021813,WBGene00021813,History: N.A.
WBGene00000093,2.865266559,1.79e-27,WBGene00000093,WBGene00000093,History: N.A.
WBGene00001166,2.865019385,1.2e-51,WBGene00001166,WBGene00001166,History: Renamed on 2010-08-03
WBGene00003077,2.86055483,3.85e-20,WBGene00003077,WBGene00003077,History: N.A.
WBGene00020652,2.859612715,6.819999999999998e-48,WBGene00020652,WBGene00020652,History: N.A.
WBGene00001829,2.856999566,4.92e-54,WBGene00001829,WBGene00001829,History: N.A.
WBGene00004806,2.854176579,4.65e-51,WBGene00004806,WBGene00004806,History: N.A.
WBGene00010227,2.850714137,1.13e-12,WBGene00010227,WBGene00010227,History: N.A.
WBGene00022852,2.850309319,3.9500000000000003e-44,WBGene00022852,WBGene00022852,History: N.A.
WBGene00219804,2.849457075,1.07e-11,WBGene00219804,WBGene00219804,History: N.A.
WBGene00013161,2.849211734,3.02e-15,WBGene00013161,WBGene00013161,History: N.A.
WBGene00012972,2.849202013,1.73e-44,WBGene00012972,WBGene00012972,History: N.A.
WBGene00011608,2.847943068,7.72e-61,WBGene00011608,WBGene00011608,History: N.A.
WBGene00006516,2.847934247,8.76e-44,WBGene00006516,WBGene00006516,History: N.A.
WBGene00010080,2.842874526,3.34e-44,WBGene00010080,WBGene00010080,History: N.A.
WBGene00000151,2.83895071,2.26e-45,WBGene00000151,WBGene00000151,History: N.A.
WBGene00002036,2.837723254,1.15e-56,WBGene00002036,WBGene00002036,History: N.A.
WBGene00022169,2.837175222,3.86e-26,WBGene00022169,WBGene00022169,History: N.A.
WBGene00001090,2.836471343,1.96e-51,WBGene00001090,WBGene00001090,History: N.A.
WBGene00018998,2.83637805,6.78e-46,WBGene00018998,WBGene00018998,History: N.A.
WBGene00219303,2.833738283,2.2199999999999997e-23,WBGene00219303,WBGene00219303,History: N.A.
WBGene00004510,2.832862727,9.28e-49,WBGene00004510,WBGene00004510,History: Renamed on 2016-06-06
WBGene00001601,2.828910421,3.480000000000001e-59,WBGene00001601,WBGene00001601,History: N.A.
WBGene00019129,2.828878963,9.08e-37,WBGene00019129,WBGene00019129,History: N.A.
WBGene00019823,2.828668239,2.2e-35,WBGene00019823,WBGene00019823,History: N.A.
WBGene00012243,2.827373089,4.7100000000000005e-37,WBGene00012243,WBGene00012243,History: N.A.
WBGene00017031,2.823879494,7.59e-54,WBGene00017031,WBGene00017031,History: N.A.
WBGene00004355,2.821866044,4.7500000000000005e-37,WBGene00004355,WBGene00004355,History: N.A.
WBGene00018286,2.821447076,2.17e-18,WBGene00018286,WBGene00018286,History: N.A.
WBGene00009202,2.820524874,4.48e-17,WBGene00009202,WBGene00009202,History: N.A.
WBGene00010720,2.820109769,1.85e-35,WBGene00010720,WBGene00010720,History: N.A.
WBGene00016961,2.819987487,1.01e-43,WBGene00016961,WBGene00016961,History: Renamed on 2007-06-04
WBGene00011071,2.817795603,5.25e-54,WBGene00011071,WBGene00011071,"History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
WBGene00007617,2.817685922,1.1399999999999999e-48,WBGene00007617,WBGene00007617,History: N.A.
WBGene00019631,2.81482233,1.5399999999999999e-34,WBGene00019631,WBGene00019631,History: N.A.
WBGene00000201,2.813933293,9.99e-43,WBGene00000201,WBGene00000201,History: N.A.
WBGene00008533,2.813234237,1.54e-46,WBGene00008533,WBGene00008533,History: N.A.
WBGene00001365,2.810165118,1.16e-26,WBGene00001365,WBGene00001365,History: N.A.
WBGene00008440,2.810105346,1.78e-30,WBGene00008440,WBGene00008440,History: N.A.
WBGene00009996,2.807690415,3.6e-40,WBGene00009996,WBGene00009996,History: N.A.
WBGene00011788,2.807022416,3.7499999999999997e-41,WBGene00011788,WBGene00011788,History: N.A.
WBGene00013106,2.806162318,4.05e-57,WBGene00013106,WBGene00013106,History: N.A.
WBGene00007333,2.805206186,7.3e-29,WBGene00007333,WBGene00007333,History: N.A.
WBGene00016142,2.804633869,2.54e-33,WBGene00016142,WBGene00016142,History: N.A.
WBGene00016182,2.801941493,7.92e-36,WBGene00016182,WBGene00016182,History: N.A.
WBGene00003009,2.801206209,2.75e-44,WBGene00003009,WBGene00003009,History: N.A.
WBGene00009507,2.800550015,1.6099999999999998e-54,WBGene00009507,WBGene00009507,History: Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00164974,2.799641681,9.35e-44,WBGene00164974,WBGene00164974,History: N.A.
WBGene00004338,2.795942863,2.16e-33,WBGene00004338,WBGene00004338,History: N.A.
