Gene name,Sample 1,Sample 2,log2FoldChange,adjusted p-value,Input,Suggested Match,History
WBGene00003541,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.81621766971651,5.1036305047801487e-11,WBGene00003541,WBGene00003541,History: N.A.
WBGene00004146,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.81103664425048,2.42697311712588e-12,WBGene00004146,WBGene00004146,History: N.A.
WBGene00050913,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.80864718742928,2.00092144675559e-13,WBGene00050913,WBGene00050913,History: N.A.
WBGene00006928,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.76707386710987,2.53092912560468e-15,WBGene00006928,WBGene00006928,History: N.A.
WBGene00018062,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.71734920487117,1.01357926533115e-29,WBGene00018062,WBGene00018062,History: N.A.
WBGene00007344,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.71405897866257,1.55048198402694e-13,WBGene00007344,WBGene00007344,History: N.A.
WBGene00044081,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.71060509384366,1.94115480689625e-12,WBGene00044081,WBGene00044081,History: N.A.
WBGene00015884,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.70691893961614,1.71617750990231e-20,WBGene00015884,WBGene00015884,History: N.A.
WBGene00000663,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.6829679389175,2.05588417457714e-14,WBGene00000663,WBGene00000663,History: N.A.
WBGene00011112,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.66531760637531,3.988116667036651e-31,WBGene00011112,WBGene00011112,History: N.A.
WBGene00006193,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.66124791925103,1.32609779855423e-14,WBGene00006193,WBGene00006193,History: N.A.
WBGene00000641,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.64873779425759,1.0808229721088e-24,WBGene00000641,WBGene00000641,History: N.A.
WBGene00021627,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.63831767245928,5.34342013012245e-13,WBGene00021627,WBGene00021627,History: N.A.
WBGene00016434,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.63600375893038,3.7331645276528296e-11,WBGene00016434,WBGene00016434,History: N.A.
WBGene00000601,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.63457397670327,1.16814133277228e-25,WBGene00000601,WBGene00000601,History: N.A.
WBGene00022610,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.62571143098834,2.7311696942761098e-33,WBGene00022610,WBGene00022610,History: N.A.
WBGene00010509,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.62526868160544,5.31611494896538e-17,WBGene00010509,WBGene00010509,History: N.A.
WBGene00000636,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.61904879033951,1.61092980937915e-12,WBGene00000636,WBGene00000636,History: N.A.
WBGene00020881,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.60999784053586,7.99443178628417e-14,WBGene00020881,WBGene00020881,History: N.A.
WBGene00000729,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.60939234951938,1.3214100169284598e-22,WBGene00000729,WBGene00000729,History: N.A.
WBGene00050914,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.60900142549209,1.07823310904881e-09,WBGene00050914,WBGene00050914,History: N.A.
WBGene00012942,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.60049754731677,1.02507744267844e-14,WBGene00012942,WBGene00012942,History: N.A.
WBGene00008394,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.59712216953058,2.5954965838875603e-09,WBGene00008394,WBGene00008394,"History: Split into D1086.18(WBGene00045405). History of WBGene00008394: Split into ""WBGene00045405"" on 2007-05-02"
WBGene00020039,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.59415912927238,6.89354010414269e-20,WBGene00020039,WBGene00020039,History: N.A.
WBGene00020033,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.59100348584604,1.24110935395673e-22,WBGene00020033,WBGene00020033,History: N.A.
WBGene00002026,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.59090655118464,1.10555210791249e-35,WBGene00002026,WBGene00002026,History: N.A.
WBGene00017218,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.58693169624696,4.73792880209484e-14,WBGene00017218,WBGene00017218,History: N.A.
WBGene00014039,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.56676045833731,6.051629058692469e-11,WBGene00014039,WBGene00014039,History: N.A.
WBGene00000029,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.55975866989005,1.53423427559785e-08,WBGene00000029,WBGene00000029,History: N.A.
WBGene00015660,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.55824275108386,2.9866759360093e-21,WBGene00015660,WBGene00015660,History: N.A.
WBGene00021160,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.55784647592344,1.27173406190105e-86,WBGene00021160,WBGene00021160,History: N.A.
WBGene00000609,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.54736888341576,9.77731344948227e-13,WBGene00000609,WBGene00000609,History: N.A.
WBGene00000751,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.54643037673661,7.26349773388613e-16,WBGene00000751,WBGene00000751,History: N.A.
WBGene00043534,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.54332671585843,6.56331971413325e-12,WBGene00043534,WBGene00043534,History: Killed on 2004-10-04; Resurrected on 2007-01-29
WBGene00011460,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.53805127388181,1.05375336610819e-20,WBGene00011460,WBGene00011460,History: N.A.
WBGene00010985,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.53755573897808,7.871817414172182e-19,WBGene00010985,WBGene00010985,History: N.A.
WBGene00000754,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.53483526920928,7.41077811615398e-12,WBGene00000754,WBGene00000754,History: N.A.
WBGene00017944,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.52060664564137,1.19735179129908e-08,WBGene00017944,WBGene00017944,History: N.A.
WBGene00011185,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.50648316981025,3.4158224055447197e-13,WBGene00011185,WBGene00011185,History: N.A.
WBGene00016638,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.49125404427364,2.4588637888045306e-15,WBGene00016638,WBGene00016638,History: N.A.
WBGene00019382,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.49108532014077,1.7735285699816998e-12,WBGene00019382,WBGene00019382,History: N.A.
WBGene00000757,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.46642282809474,4.57237325649155e-11,WBGene00000757,WBGene00000757,History: N.A.
WBGene00004098,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.45836603706077,2.08914170079515e-07,WBGene00004098,WBGene00004098,"History: Split into ""WBGene00044023"" on 2004-12-13"
WBGene00000732,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.45436993845814,1.2941119093615601e-17,WBGene00000732,WBGene00000732,History: N.A.
WBGene00016915,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.44197777194368,3.61363879606268e-07,WBGene00016915,WBGene00016915,History: N.A.
WBGene00001695,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.44011689403152,3.7331645276528296e-11,WBGene00001695,WBGene00001695,History: N.A.
WBGene00013654,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.44002820643333,7.63506784144701e-29,WBGene00013654,WBGene00013654,History: N.A.
WBGene00015280,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.43525756035688,3.79529914215763e-48,WBGene00015280,WBGene00015280,History: N.A.
WBGene00000712,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.42999921534481,9.58874211533102e-16,WBGene00000712,WBGene00000712,History: N.A.
WBGene00008602,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.42715340114444,1.06266305006066e-13,WBGene00008602,WBGene00008602,History: N.A.
WBGene00015878,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.41796222126316,3.22390938599205e-17,WBGene00015878,WBGene00015878,History: N.A.
WBGene00018055,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.40510259800353,1.56765138708061e-33,WBGene00018055,WBGene00018055,History: N.A.
WBGene00000696,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.4030884256377,1.02586117081139e-10,WBGene00000696,WBGene00000696,History: N.A.
WBGene00008862,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.40048809830928,1.56097656123544e-13,WBGene00008862,WBGene00008862,History: N.A.
WBGene00016146,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.39929070118229,1.5191231191552e-17,WBGene00016146,WBGene00016146,History: N.A.
WBGene00008485,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.39912331933773,2.73067035061183e-12,WBGene00008485,WBGene00008485,History: N.A.
WBGene00010084,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.38621045037735,1.9690300549343302e-09,WBGene00010084,WBGene00010084,History: N.A.
WBGene00000713,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.37457277527094,1.22912648159157e-14,WBGene00000713,WBGene00000713,History: N.A.
WBGene00017839,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.36183879218957,4.08140524308509e-07,WBGene00017839,WBGene00017839,History: N.A.
WBGene00013905,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.35905540577802,8.42647922607905e-10,WBGene00013905,WBGene00013905,History: N.A.
WBGene00000657,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.35733188843905,1.7738196303662702e-20,WBGene00000657,WBGene00000657,History: N.A.
WBGene00000608,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.34785760800928,7.11357583762434e-18,WBGene00000608,WBGene00000608,History: N.A.
WBGene00009692,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.32577226562161,4.96053300361432e-13,WBGene00009692,WBGene00009692,History: N.A.
WBGene00009835,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.3154854435641,1.4628430321786401e-15,WBGene00009835,WBGene00009835,History: N.A.
WBGene00000680,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.31176886486662,1.54044859520147e-10,WBGene00000680,WBGene00000680,History: N.A.
WBGene00015340,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.30247836654951,1.1442169473710102e-19,WBGene00015340,WBGene00015340,History: N.A.
WBGene00016084,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.29113718664603,4.14707403819099e-09,WBGene00016084,WBGene00016084,History: N.A.
WBGene00020879,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.28261492648538,4.24412564443738e-10,WBGene00020879,WBGene00020879,History: N.A.
WBGene00008825,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.2817689300866,1.32844587039633e-08,WBGene00008825,WBGene00008825,History: N.A.
WBGene00009898,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.27918291399384,1.83585628112791e-07,WBGene00009898,WBGene00009898,History: N.A.
WBGene00022181,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.2764739863569,6.30011820403231e-22,WBGene00022181,WBGene00022181,History: N.A.
WBGene00008559,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.27303984527717,1.55084690813014e-08,WBGene00008559,WBGene00008559,History: N.A.
WBGene00016196,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.25396204102297,3.4861182596646205e-20,WBGene00016196,WBGene00016196,History: N.A.
WBGene00000602,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.25045441151603,4.06999543091688e-17,WBGene00000602,WBGene00000602,History: N.A.
WBGene00020017,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.23997216266007,1.62095601459575e-08,WBGene00020017,WBGene00020017,History: N.A.
WBGene00000694,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.22939016628502,5.91631569103716e-09,WBGene00000694,WBGene00000694,History: N.A.
WBGene00000703,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.2293118678813,4.1541686729310905e-14,WBGene00000703,WBGene00000703,History: N.A.
WBGene00022383,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.21478415095099,2.89636444347112e-14,WBGene00022383,WBGene00003548,"History: Merged into ""WBGene00003548"" on 2019-10-21"
WBGene00018031,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.20825796717008,1.02988304703495e-12,WBGene00018031,WBGene00018031,History: N.A.
WBGene00013762,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.19030063424834,2.74294253361519e-31,WBGene00013762,WBGene00013762,History: N.A.
WBGene00007262,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.18659390183796,1.79266802849885e-08,WBGene00007262,WBGene00007262,History: N.A.
WBGene00020880,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.18628105984855,3.59253630272514e-05,WBGene00020880,WBGene00020880,History: N.A.
WBGene00008621,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.1800118871986,9.38849321319773e-20,WBGene00008621,WBGene00008621,History: N.A.
WBGene00195068,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.17020705477226,6.40356557237857e-15,WBGene00195068,WBGene00195068,History: N.A.
WBGene00007903,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.1691793154041,1.0155942145360901e-19,WBGene00007903,WBGene00007903,History: N.A.
WBGene00004771,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.16721554874848,4.50975655738735e-24,WBGene00004771,WBGene00004771,History: Renamed on 2008-04-07
WBGene00010468,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.15869015773192,3.90059627921481e-16,WBGene00010468,WBGene00010468,History: N.A.
WBGene00003539,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.14816051235219,2.55166361024473e-07,WBGene00003539,WBGene00003539,History: N.A.
WBGene00014245,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.14597585025191,9.44732946973487e-10,WBGene00014245,WBGene00014245,History: N.A.
WBGene00010901,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.14413576017984,5.19710113950219e-38,WBGene00010901,WBGene00010901,History: N.A.
WBGene00194663,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.14389638882856,8.26577760641035e-13,WBGene00194663,WBGene00194663,History: N.A.
WBGene00020040,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.13460796888778,5.52296812547881e-14,WBGene00020040,WBGene00020040,History: N.A.
WBGene00012535,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.1329664973576,7.75923693178921e-09,WBGene00012535,WBGene00012535,History: N.A.
WBGene00019939,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.12781798022603,3.40033363781984e-09,WBGene00019939,WBGene00019939,History: N.A.
WBGene00002016,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.119051340196,7.862198845419401e-10,WBGene00002016,WBGene00002016,History: N.A.
WBGene00021625,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.11451214654628,2.73305162710831e-16,WBGene00021625,WBGene00021625,History: N.A.
WBGene00012747,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.10799577272551,1.6692446986706e-25,WBGene00012747,WBGene00012747,History: N.A.
WBGene00016627,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.09073867991775,3.16583338829817e-07,WBGene00016627,WBGene00016627,History: N.A.
WBGene00015602,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.09028448146394,7.83322411230784e-11,WBGene00015602,WBGene00015602,History: N.A.
WBGene00011559,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.08357898283309,3.27993160472136e-39,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00014136,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.0760285074526,2.99578446904787e-21,WBGene00014136,WBGene00014136,History: N.A.
WBGene00003545,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.06788929159207,1.14751103195297e-08,WBGene00003545,WBGene00003545,History: N.A.
WBGene00019261,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.05621503043455,6.76982564459175e-26,WBGene00019261,WBGene00019261,History: N.A.
WBGene00012273,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.05234250675399,1.09293147156133e-09,WBGene00012273,WBGene00012272,"History: Merged into ""WBGene00012272"" on 2017-04-28"
WBGene00000689,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.04125645525505,4.93533093099408e-13,WBGene00000689,WBGene00000689,History: N.A.
WBGene00010760,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.03598975426871,5.1725188147462e-08,WBGene00010760,WBGene00010760,History: N.A.
WBGene00012224,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.03018136386877,5.03993887234828e-06,WBGene00012224,WBGene00012224,History: N.A.
WBGene00017635,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.0227505046017,4.09372207836194e-14,WBGene00017635,WBGene00017635,History: N.A.
WBGene00015369,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.01602430216162,2.45252020903997e-14,WBGene00015369,WBGene00015369,History: N.A.
WBGene00003548,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.01184617785886,8.843866608949531e-10,WBGene00003548,WBGene00003548,History: N.A.
WBGene00022679,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,2.00247982233474,7.92823788229071e-17,WBGene00022679,WBGene00022679,History: N.A.
WBGene00003778,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.99874969779892,2.6940367866483698e-12,WBGene00003778,WBGene00003778,History: N.A.
WBGene00011707,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.98743981636838,1.48595670395942e-22,WBGene00011707,WBGene00011707,History: N.A.
WBGene00020672,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.98516623377361,1.9243767957013305e-20,WBGene00020672,WBGene00020672,History: N.A.
WBGene00007458,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.98357278285425,3.1419639287671e-07,WBGene00007458,WBGene00007458,History: N.A.
WBGene00000653,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.98334560727698,2.23736877822554e-14,WBGene00000653,WBGene00000653,History: N.A.
WBGene00013295,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.98169929952215,7.99479300798545e-18,WBGene00013295,WBGene00013295,History: N.A.
WBGene00011362,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.98158532784217,3.40033363781984e-09,WBGene00011362,WBGene00011362,History: Renamed on 2019-05-20
WBGene00017430,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.97725443018148,1.30106536992778e-16,WBGene00017430,WBGene00017430,History: N.A.
WBGene00019184,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.97448762038976,9.125499922498972e-17,WBGene00019184,WBGene00019184,History: N.A.
WBGene00021156,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.97426251136992,2.11811536117666e-09,WBGene00021156,WBGene00021156,History: N.A.
WBGene00000664,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.97097580660481,4.2250953078364696e-12,WBGene00000664,WBGene00000664,History: N.A.
WBGene00001700,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.97004240906168,3.19978293833608e-08,WBGene00001700,WBGene00001700,History: N.A.
WBGene00017775,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.96846753822725,2.89254239646221e-37,WBGene00017775,WBGene00017775,History: N.A.
WBGene00194658,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.96167159066056,1.23947507882605e-05,WBGene00194658,WBGene00194658,History: N.A.
WBGene00012582,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.96149346497258,2.2767704542365e-10,WBGene00012582,WBGene00012582,History: N.A.
WBGene00017361,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.96028217220938,1.37818840303905e-14,WBGene00017361,WBGene00017361,History: N.A.
WBGene00008809,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.95637385380431,8.92156978068376e-07,WBGene00008809,WBGene00008809,History: N.A.
WBGene00000169,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.95604697034619,4.79256380119617e-10,WBGene00000169,WBGene00000169,History: Renamed on 2004-08-25
WBGene00017743,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.94915393191399,1.49275617205593e-06,WBGene00017743,WBGene00017743,History: N.A.
WBGene00077525,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.94557243554874,1.06873454979118e-13,WBGene00077525,WBGene00077525,History: N.A.
WBGene00008993,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.93806531048318,1.32695603203101e-15,WBGene00008993,WBGene00008993,History: N.A.
WBGene00008647,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.93703998321486,7.29325652947746e-06,WBGene00008647,WBGene00008647,History: N.A.
WBGene00022490,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.93647599590534,3.967863658072381e-19,WBGene00022490,WBGene00022490,History: N.A.
WBGene00010041,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.92771540435418,1.08621994744241e-12,WBGene00010041,WBGene00010041,History: N.A.
WBGene00015828,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.91496552030286,9.497922637865951e-09,WBGene00015828,WBGene00015828,History: N.A.
WBGene00013496,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.89244199670674,5.041422977097941e-09,WBGene00013496,WBGene00013496,History: Renamed on 2022-09-29
WBGene00000727,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.88598286435476,3.4600953889783304e-17,WBGene00000727,WBGene00000727,History: N.A.
WBGene00000747,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.88520869467294,1.18010490720751e-12,WBGene00000747,WBGene00000747,History: N.A.
WBGene00008010,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.8845356191892,2.58726462338459e-06,WBGene00008010,WBGene00008010,History: N.A.
WBGene00019977,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.88428677148492,2.14216451254086e-06,WBGene00019977,WBGene00019977,History: N.A.
WBGene00020032,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,1.88331360068331,1.83517819158121e-07,WBGene00020032,WBGene00020032,History: N.A.
